meta_prompt,obj1,obj2,obj3,style1,style2,style3,synthetic_prompt
"In one sentence, Describe a rainy colored sketch scene about knife, keyboard and car.",knife,keyboard,car,rainy,colored,sketch,"a rainy scene of a knife, keyboard and car is sketched in muted colors."
"In one sentence, Describe a night black and white animation scene about umbrella, banana and bottle.",umbrella,banana,bottle,night,black and white,animation,"a black and white night scene of an umbrella, banana, and bottle dancing in the rain, creating a whimsical atmosphere."
"In one sentence, Describe a real colored night scene about refrigerator, skateboard and bottle.",refrigerator,skateboard,bottle,real,colored,night,"the refrigerator glowed blue in the night, the skateboard was a deep purple, and the bottle was a bright pink, creating a vibrant, colorful scene."
"In one sentence, Describe a cloudy colored animation scene about hair drier, backpack and oven.",hair drier,backpack,oven,cloudy,colored,animation,"a cloudy, animated scene depicting a hair drier, backpack and oven floating in the air together."
"In one sentence, Describe a morning colored real scene about person, chair and boat.",person,chair,boat,morning,colored,real,"a person sitting in a chair on the edge of a boat, watching the sun rise over the horizon and the colors of the sky changing from pink to orange to blue."
"In one sentence, Describe a colored night real scene about bed, knife and frisbee.",bed,knife,frisbee,colored,night,real,"the colorful night sky illuminated a bed, a knife, and a frisbee strewn across the grass."
"In one sentence, Describe a rainy real morning scene about toothbrush, surfboard and laptop.",toothbrush,surfboard,laptop,rainy,real,morning,"a lone surfer, with a toothbrush tucked in their pocket and a laptop tucked under their arm, trudges through the rain on a grey morning, dreaming of the waves they will soon be riding."
"In one sentence, Describe a colored night cloudy scene about dining table, knife and bench.",dining table,knife,bench,colored,night,cloudy,"a dark blue night sky with clouds illuminated by the light of the moon casts a soft glow on the dining table, knife, and bench."
"In one sentence, Describe a black and white sketch cloudy scene about elephant, refrigerator and fire hydrant.",elephant,refrigerator,fire hydrant,black and white,sketch,cloudy,"a black and white sketch of an elephant, refrigerator and fire hydrant in a cloudy setting."
"In one sentence, Describe a night animation cloudy scene about horse, refrigerator and boat.",horse,refrigerator,boat,night,animation,cloudy,"a night sky filled with clouds casts a dreamy, surreal glow on a horse, refrigerator, and boat, creating an animation-like atmosphere."
"In one sentence, Describe a animation sunny morning scene about parking meter, baseball glove and giraffe.",parking meter,baseball glove,giraffe,animation,sunny,morning,"on a sunny morning, a giraffe is walking past a parked car with a baseball glove on the dashboard and a parking meter nearby."
"In one sentence, Describe a real black and white cloudy scene about potted plant, fork and bear.",potted plant,fork,bear,real,black and white,cloudy,"a black and white cloudy scene of a potted plant, a fork, and a bear sitting together in a garden."
"In one sentence, Describe a night real cloudy scene about giraffe, tv and airplane.",giraffe,tv,airplane,night,real,cloudy,the night sky was filled with dark clouds as a giraffe watched a plane fly by while a tv flickered in the background.
"In one sentence, Describe a animation morning sunny scene about cow, frisbee and carrot.",cow,frisbee,carrot,animation,morning,sunny,"a bright sunny morning with a cow happily grazing in the field, a frisbee flying through the air, and a carrot dangling from its mouth."
"In one sentence, Describe a black and white rainy real scene about train, bird and bicycle.",train,bird,bicycle,black and white,rainy,real,"a black and white scene of a train passing by, a bird perched on a bicycle, and raindrops trickling down the window."
"In one sentence, Describe a sunny colored animation scene about car, dining table and toaster.",car,dining table,toaster,sunny,colored,animation,"a bright and cheerful animation scene featuring a car, dining table and toaster bathed in sunshine."
"In one sentence, Describe a colored animation sunny scene about stop sign, toilet and horse.",stop sign,toilet,horse,colored,animation,sunny,"a bright and cheerful animation scene featuring a stop sign, a toilet, and a horse in vivid colors."
"In one sentence, Describe a sketch morning colored scene about refrigerator, parking meter and car.",refrigerator,parking meter,car,sketch,morning,colored,"a bright morning sun illuminates a parking meter, a car, and a refrigerator, creating a colorful scene."
"In one sentence, Describe a morning colored animation scene about tennis racket, bowl and vase.",tennis racket,bowl,vase,morning,colored,animation,"a vibrant morning scene featuring a tennis racket, bowl, and vase, all in bright colors, is animatedly playing out."
"In one sentence, Describe a morning real cloudy scene about scissors, horse and zebra.",scissors,horse,zebra,morning,real,cloudy,"a grey, cloudy morning reveals a scene of a horse, zebra, and scissors silhouetted against the sky."
"In one sentence, Describe a black and white morning sunny scene about traffic light, donut and handbag.",traffic light,donut,handbag,black and white,morning,sunny,"a black and white morning scene of a traffic light, a donut, and a handbag illuminated by the sun's rays."
"In one sentence, Describe a colored night rainy scene about dog, truck and handbag.",dog,truck,handbag,colored,night,rainy,"a black truck splashes through the rain-soaked streets, its headlights illuminating a small dog carrying a bright red handbag in its mouth."
"In one sentence, Describe a black and white cloudy morning scene about bowl, tie and refrigerator.",bowl,tie,refrigerator,black and white,cloudy,morning,"a black and white cloudy morning scene of a bowl, tie and refrigerator sitting still in the misty atmosphere."
"In one sentence, Describe a sunny black and white morning scene about hair drier, cat and spoon.",hair drier,cat,spoon,sunny,black and white,morning,"on a sunny morning, a black and white cat lounges contentedly on the floor next to a hair drier and a spoon, basking in the warmth of the sun."
"In one sentence, Describe a black and white night sketch scene about bicycle, horse and cow.",bicycle,horse,cow,black and white,night,sketch,"a black and white night sketch scene depicting a bicycle, horse and cow silhouetted against a starry sky."
"In one sentence, Describe a sunny animation colored scene about bicycle, bus and giraffe.",bicycle,bus,giraffe,sunny,animation,colored,a bright and cheerful scene of a giraffe riding a bicycle alongside a bus filled with colorful passengers.
"In one sentence, Describe a black and white cloudy real scene about wine glass, airplane and oven.",wine glass,airplane,oven,black and white,cloudy,real,"a black and white cloudy real scene of a wine glass, an airplane, and an oven against a moody sky creates an interesting contrast of textures and shapes."
"In one sentence, Describe a night colored rainy scene about handbag, backpack and book.",handbag,backpack,book,night,colored,rainy,"a dark, rainy night is illuminated by the reflections of the streetlights on the glossy surface of the handbag, backpack and book."
"In one sentence, Describe a cloudy black and white morning scene about mouse, truck and remote.",mouse,truck,remote,cloudy,black and white,morning,"on a cloudy black and white morning, a mouse scurries around a truck as a remote sits nearby."
"In one sentence, Describe a black and white morning sunny scene about laptop, banana and dining table.",laptop,banana,dining table,black and white,morning,sunny,"the sun is streaming in through the window, illuminating a laptop, a banana, and a dining table in a starkly contrasting black and white morning scene."
"In one sentence, Describe a morning sketch black and white scene about vase, suitcase and sheep.",vase,suitcase,sheep,morning,sketch,black and white,"a black and white sketch of a vase, suitcase and sheep in the morning light, all framed against a backdrop of rolling hills."
"In one sentence, Describe a rainy colored real scene about handbag, spoon and bottle.",handbag,spoon,bottle,rainy,colored,real,"a scene of a grey and misty day, with a black handbag, silver spoon, and a blue bottle scattered across the wet pavement."
"In one sentence, Describe a rainy colored night scene about sink, surfboard and cell phone.",sink,surfboard,cell phone,rainy,colored,night,"on a dreary night, a cell phone sits on a surfboard floating in a sink filled with rainwater."
"In one sentence, Describe a morning animation cloudy scene about stop sign, microwave and handbag.",stop sign,microwave,handbag,morning,animation,cloudy,"a cloudy morning scene is depicted with a stop sign, a microwave and a handbag, creating an animated atmosphere."
"In one sentence, Describe a rainy morning real scene about bowl, suitcase and toilet.",bowl,suitcase,toilet,rainy,morning,real,"on a rainy morning, a bowl of water sits next to a suitcase and a toilet, creating a surreal scene."
"In one sentence, Describe a black and white rainy real scene about dog, bowl and car.",dog,bowl,car,black and white,rainy,real,"a black and white scene of a car parked in the rain, with a dog eating from a bowl near its wheel."
"In one sentence, Describe a sketch black and white sunny scene about umbrella, sports ball and laptop.",umbrella,sports ball,laptop,sketch,black and white,sunny,"a black and white sketch of a sunny scene featuring an umbrella, sports ball, and laptop provides a peaceful and playful atmosphere."
"In one sentence, Describe a cloudy colored morning scene about wine glass, boat and person.",wine glass,boat,person,cloudy,colored,morning,"on a cloudy morning, a person stands on a boat, looking out at a wine glass floating in the water, surrounded by a peaceful stillness."
"In one sentence, Describe a sunny real colored scene about scissors, fire hydrant and donut.",scissors,fire hydrant,donut,sunny,real,colored,"a bright and cheerful scene of a red fire hydrant, a pair of yellow scissors, and a pink donut basking in the sun."
"In one sentence, Describe a cloudy real colored scene about toothbrush, keyboard and car.",toothbrush,keyboard,car,cloudy,real,colored,"a grey, dreary scene of a toothbrush, keyboard, and car sitting in a parking lot on a cloudy day."
"In one sentence, Describe a morning colored real scene about umbrella, vase and tennis racket.",umbrella,vase,tennis racket,morning,colored,real,"a bright morning sun shines through the window, illuminating a colorful umbrella, a delicate vase, and a tennis racket lying on the floor."
"In one sentence, Describe a rainy sketch morning scene about airplane, cup and boat.",airplane,cup,boat,rainy,sketch,morning,"on a rainy morning, a plane is flying above a cup floating in the water while a boat is slowly sailing in the distance."
"In one sentence, Describe a real cloudy colored scene about apple, bed and cell phone.",apple,bed,cell phone,real,cloudy,colored,"a cloudy sky with an apple tree in the foreground, a bed of daisies in the middle, and a cell phone in the background."
"In one sentence, Describe a black and white morning real scene about sports ball, bowl and carrot.",sports ball,bowl,carrot,black and white,morning,real,"a black and white morning scene of a sports ball, bowl, and carrot sitting on a dewy field, ready to be enjoyed."
"In one sentence, Describe a black and white morning sketch scene about spoon, broccoli and boat.",spoon,broccoli,boat,black and white,morning,sketch,a black and white morning sketch scene depicts a boat sailing in the horizon with a spoon scooping up some broccoli floating in the water.
"In one sentence, Describe a colored real cloudy scene about sandwich, tie and tennis racket.",sandwich,tie,tennis racket,colored,real,cloudy,"a colorful, cloudy sky looms over a scene of a sandwich, tie and tennis racket, creating an interesting contrast."
"In one sentence, Describe a colored real night scene about sports ball, sink and suitcase.",sports ball,sink,suitcase,colored,real,night,"a bright yellow sports ball is illuminated against a navy night sky, as it sinks slowly into a deep blue lake, a red suitcase nearby, ready for a new adventure."
"In one sentence, Describe a colored animation night scene about bed, hot dog and banana.",bed,hot dog,banana,colored,animation,night,"a vibrant night scene of a cozy bed surrounded by a hot dog, banana and other fun colors."
"In one sentence, Describe a cloudy real black and white scene about fork, mouse and carrot.",fork,mouse,carrot,cloudy,real,black and white,"a mouse scurries across a cloudy, black and white landscape, holding a carrot in one of its paws and a fork in the other."
"In one sentence, Describe a morning cloudy colored scene about umbrella, hair drier and motorcycle.",umbrella,hair drier,motorcycle,morning,cloudy,colored,"a dreary morning sky is filled with umbrellas, hair dryers, and motorcycles buzzing around in the rain."
"In one sentence, Describe a animation morning sunny scene about stop sign, baseball bat and bench.",stop sign,baseball bat,bench,animation,morning,sunny,"a sunny morning scene with a stop sign, baseball bat, and bench is a peaceful and calming animation."
"In one sentence, Describe a morning rainy real scene about fork, parking meter and bird.",fork,parking meter,bird,morning,rainy,real,"a rain-soaked morning scene of a fork stuck in a parking meter, with a bird perched atop it, creates a tranquil yet surreal atmosphere."
"In one sentence, Describe a night real colored scene about bed, motorcycle and vase.",bed,motorcycle,vase,night,real,colored,"the moonlight illuminated the bed, the parked motorcycle, and the vase on the nightstand, creating a beautiful, colorful scene."
"In one sentence, Describe a colored rainy night scene about cat, airplane and car.",cat,airplane,car,colored,rainy,night,a black cat scurries across a wet street as a plane flies overhead and a car drives through a rainbow-streaked sky on a colorful rainy night.
"In one sentence, Describe a animation night rainy scene about suitcase, bottle and laptop.",suitcase,bottle,laptop,animation,night,rainy,"a suitcase, bottle and laptop are sitting in a dark and rainy night, illuminated by the soft glow of the animation."
"In one sentence, Describe a animation morning cloudy scene about car, frisbee and tennis racket.",car,frisbee,tennis racket,animation,morning,cloudy,"a cloudy morning scene showing a car parked on the grass with a frisbee and tennis racket nearby, ready to be enjoyed."
"In one sentence, Describe a sketch cloudy morning scene about book, bus and dining table.",book,bus,dining table,sketch,cloudy,morning,"on a cloudy morning, a book sits open on a dining table surrounded by a bus waiting to take its passengers away."
"In one sentence, Describe a morning animation sunny scene about train, airplane and book.",train,airplane,book,morning,animation,sunny,"a sunny morning scene with a train chugging along, an airplane soaring in the sky, and a book resting peacefully on the ground."
"In one sentence, Describe a black and white cloudy sketch scene about wine glass, apple and sports ball.",wine glass,apple,sports ball,black and white,cloudy,sketch,"a black and white sketch of a wine glass, an apple, and a sports ball against a cloudy sky creates a peaceful yet dynamic scene."
"In one sentence, Describe a sunny colored morning scene about clock, broccoli and hair drier.",clock,broccoli,hair drier,sunny,colored,morning,"the sun shone brightly on the clock, broccoli and hair drier, creating a cheerful morning scene."
"In one sentence, Describe a sketch colored morning scene about banana, spoon and surfboard.",banana,spoon,surfboard,sketch,colored,morning,"a bright yellow banana, a shiny silver spoon, and a vibrant blue surfboard create a colorful morning scene."
"In one sentence, Describe a morning cloudy real scene about potted plant, bottle and bowl.",potted plant,bottle,bowl,morning,cloudy,real,"a potted plant, a bottle, and a bowl sit on a windowsill, looking out at a cloudy morning sky."
"In one sentence, Describe a animation morning black and white scene about bottle, bird and motorcycle.",bottle,bird,motorcycle,animation,morning,black and white,"a black and white animation scene of a bottle, bird, and motorcycle in the early morning light creates a peaceful and dreamy atmosphere."
"In one sentence, Describe a morning colored real scene about baseball bat, cat and broccoli.",baseball bat,cat,broccoli,morning,colored,real,"a morning sun shines brightly on a baseball bat, a curious cat, and a patch of broccoli in a real-life outdoor scene."
"In one sentence, Describe a rainy colored night scene about book, sheep and fork.",book,sheep,fork,rainy,colored,night,"on a rainy night, a book sits open on a grassy hill while a flock of sheep graze nearby, illuminated by a fork of lightning in the sky."
"In one sentence, Describe a real rainy night scene about scissors, cell phone and truck.",scissors,cell phone,truck,real,rainy,night,"a truck splashes through puddles in the rain, its headlights glinting off the scissors and cell phone left on the wet pavement."
"In one sentence, Describe a colored cloudy animation scene about tv, hot dog and donut.",tv,hot dog,donut,colored,cloudy,animation,"a vibrant, multi-colored animation scene of a tv, hot dog, and donut floating in a cloudy sky."
"In one sentence, Describe a rainy morning colored scene about umbrella, clock and boat.",umbrella,clock,boat,rainy,morning,colored,"on a rainy morning, an umbrella, a clock, and a boat are all seen in the grey-colored sky, creating a peaceful yet melancholic atmosphere."
"In one sentence, Describe a morning colored cloudy scene about remote, tv and tie.",remote,tv,tie,morning,colored,cloudy,"a cloudy morning in a remote location, with the sound of a television playing in the background and the smell of a freshly-tied tie in the air."
"In one sentence, Describe a rainy night real scene about bear, suitcase and sports ball.",bear,suitcase,sports ball,rainy,night,real,"on a rainy night, a bear is standing in the middle of the street with a suitcase in one hand and a sports ball in the other."
"In one sentence, Describe a black and white sunny animation scene about handbag, oven and baseball glove.",handbag,oven,baseball glove,black and white,sunny,animation,"a black and white animation scene shows a handbag, an oven and a baseball glove basking in the sun's rays."
"In one sentence, Describe a morning real sunny scene about broccoli, spoon and tv.",broccoli,spoon,tv,morning,real,sunny,"the sun was streaming through the window, illuminating the bright green broccoli on the spoon in front of the tv."
"In one sentence, Describe a animation sunny morning scene about dog, bicycle and parking meter.",dog,bicycle,parking meter,animation,sunny,morning,"on a sunny morning, a dog is running alongside a person on a bicycle, both of them passing by a parking meter with the sun shining brightly."
"In one sentence, Describe a sunny colored animation scene about couch, suitcase and bird.",couch,suitcase,bird,sunny,colored,animation,"a bright and cheerful animation scene featuring a cozy couch, a brightly-colored suitcase, and a cheerful bird flying around them."
"In one sentence, Describe a sketch morning sunny scene about toaster, airplane and book.",toaster,airplane,book,sketch,morning,sunny,"a sun-drenched morning scene with a toaster, airplane, and book basking in the warm light."
"In one sentence, Describe a black and white morning animation scene about boat, stop sign and cell phone.",boat,stop sign,cell phone,black and white,morning,animation,a black and white morning animation scene depicting a boat sailing past a stop sign while a cell phone rings in the background.
"In one sentence, Describe a sketch rainy morning scene about cell phone, couch and banana.",cell phone,couch,banana,sketch,rainy,morning,"on a rainy morning, a cell phone sits on a couch next to a banana, making the scene look both cozy and surreal."
"In one sentence, Describe a black and white real morning scene about potted plant, tennis racket and sports ball.",potted plant,tennis racket,sports ball,black and white,real,morning,"a black and white morning scene of a potted plant, a tennis racket, and a sports ball sitting on the porch in the early morning light."
"In one sentence, Describe a sketch rainy night scene about bus, refrigerator and toilet.",bus,refrigerator,toilet,sketch,rainy,night,"on a rainy night, a bus drives by a refrigerator and a toilet, which are both illuminated by a distant streetlight."
"In one sentence, Describe a real morning sunny scene about toaster, tv and hair drier.",toaster,tv,hair drier,real,morning,sunny,"a room filled with a warm, sunny glow, the smell of toast coming from the toaster, the sounds of a morning show playing on the tv, and the sound of a hair dryer in the background."
"In one sentence, Describe a animation morning rainy scene about sink, pizza and car.",sink,pizza,car,animation,morning,rainy,"a rainy morning scene with a car splashing through a puddle, a sink overflowing with soapy water, and a pizza baking in the oven."
"In one sentence, Describe a black and white morning sunny scene about keyboard, hot dog and traffic light.",keyboard,hot dog,traffic light,black and white,morning,sunny,"a black and white morning scene of a keyboard, hot dog, and traffic light illuminated by the sun's rays."
"In one sentence, Describe a morning sunny animation scene about clock, apple and dog.",clock,apple,dog,morning,sunny,animation,"a bright and sunny morning is depicted with a clock ticking, an apple sitting in the sun, and a dog happily running around."
"In one sentence, Describe a cloudy animation black and white scene about bottle, tennis racket and sink.",bottle,tennis racket,sink,cloudy,animation,black and white,"a black and white, cloudy animation scene depicting a bottle, tennis racket and sink floating in midair."
"In one sentence, Describe a night cloudy real scene about refrigerator, hot dog and oven.",refrigerator,hot dog,oven,night,cloudy,real,"on a cloudy night, the refrigerator hums softly in the background while the oven bakes a hot dog to perfection."
"In one sentence, Describe a morning animation colored scene about carrot, suitcase and keyboard.",carrot,suitcase,keyboard,morning,animation,colored,"a bright and cheerful morning scene featuring a happy orange carrot, a bright blue suitcase, and a shiny silver keyboard is displayed in vibrant colors."
"In one sentence, Describe a black and white night animation scene about snowboard, surfboard and airplane.",snowboard,surfboard,airplane,black and white,night,animation,"a black and white night animation scene depicting a snowboarder, a surfer and an airplane gliding through a snow-covered landscape."
"In one sentence, Describe a colored rainy morning scene about mouse, book and toilet.",mouse,book,toilet,colored,rainy,morning,"on a grey, rainy morning, a mouse scurried across the wet ground, carrying a tiny book in its mouth, as a toilet flushed in the background."
"In one sentence, Describe a animation sunny morning scene about toothbrush, giraffe and snowboard.",toothbrush,giraffe,snowboard,animation,sunny,morning,a giraffe snowboarding in the sunshine while brushing its teeth with a toothbrush is a cheerful and unique sight on a sunny morning.
"In one sentence, Describe a sketch cloudy colored scene about elephant, handbag and chair.",elephant,handbag,chair,sketch,cloudy,colored,a cloudy-colored scene of an elephant carrying a handbag while standing on a chair is portrayed.
"In one sentence, Describe a colored night sketch scene about parking meter, donut and truck.",parking meter,donut,truck,colored,night,sketch,"a truck is parked near a parking meter, illuminated by the soft yellow light of a donut shop, creating a dreamy and colorful night sketch scene."
"In one sentence, Describe a rainy black and white morning scene about sink, skis and pizza.",sink,skis,pizza,rainy,black and white,morning,"on a rainy black and white morning, the sink is full of sudsy water, skis are propped up against the wall, and a pizza is sitting on the counter, waiting to be eaten."
"In one sentence, Describe a morning sketch colored scene about teddy bear, person and carrot.",teddy bear,person,carrot,morning,sketch,colored,"a bright and sunny morning scene of a person holding a carrot, with a teddy bear looking on, is filled with vibrant colors."
"In one sentence, Describe a sketch colored morning scene about microwave, handbag and fork.",microwave,handbag,fork,sketch,colored,morning,"a bright morning sun shines on a microwave, a handbag and a fork, all of which are sketched in vibrant colors."
"In one sentence, Describe a morning sketch rainy scene about elephant, toaster and cup.",elephant,toaster,cup,morning,sketch,rainy,"an elephant walking in the rain, holding an umbrella over a toaster and cup, creating a peaceful yet surreal morning scene."
"In one sentence, Describe a real sunny colored scene about cell phone, tennis racket and banana.",cell phone,tennis racket,banana,real,sunny,colored,"a bright yellow tennis racket and banana lay in the sun next to a pink cell phone, creating a cheerful, vibrant scene."
"In one sentence, Describe a colored sunny morning scene about oven, sandwich and baseball glove.",oven,sandwich,baseball glove,colored,sunny,morning,"on a bright, sunny morning, the smell of a freshly-made sandwich wafting from the oven fills the air while a baseball glove lies abandoned nearby, its red leather glinting in the sun."
"In one sentence, Describe a sketch sunny morning scene about bicycle, kite and parking meter.",bicycle,kite,parking meter,sketch,sunny,morning,"on a sunny morning, a person is riding their bicycle, with a kite in the sky, while a parking meter nearby is ticking away."
"In one sentence, Describe a sunny black and white real scene about teddy bear, frisbee and boat.",teddy bear,frisbee,boat,sunny,black and white,real,"on a sunny day, a teddy bear sits on a boat watching a frisbee soar through the air in a beautiful black and white scene."
"In one sentence, Describe a colored real night scene about parking meter, cup and dining table.",parking meter,cup,dining table,colored,real,night,"a bright yellow parking meter stands out against the dark night sky, illuminated by a streetlamp nearby, with a red cup resting atop a nearby dining table."
"In one sentence, Describe a night sketch black and white scene about keyboard, dog and snowboard.",keyboard,dog,snowboard,night,sketch,black and white,a black and white night sketch of a person playing a keyboard while a dog lounges nearby and a snowboard leans against the wall.
"In one sentence, Describe a sunny morning black and white scene about kite, bottle and train.",kite,bottle,train,sunny,morning,black and white,"on a sunny morning, a black and white scene of a kite soaring in the sky, a bottle rolling on the ground, and a train chugging along the tracks can be seen."
"In one sentence, Describe a morning sketch colored scene about toaster, traffic light and broccoli.",toaster,traffic light,broccoli,morning,sketch,colored,"a vibrant morning scene of a toaster, traffic light, and broccoli illuminated in a rainbow of colors, ready to be enjoyed."
"In one sentence, Describe a night black and white animation scene about motorcycle, spoon and tie.",motorcycle,spoon,tie,night,black and white,animation,"a black and white night scene featuring a motorcycle, a spoon, and a tie is animated in a surreal and dreamlike style."
"In one sentence, Describe a morning real sunny scene about apple, sheep and remote.",apple,sheep,remote,morning,real,sunny,"on a bright sunny morning, there are apples ripening in the orchard, sheep grazing in the meadow, and a remote farmhouse tucked away in the distance."
"In one sentence, Describe a colored animation night scene about baseball bat, fork and tie.",baseball bat,fork,tie,colored,animation,night,"a night scene featuring a baseball bat, a fork, and a tie, all in vibrant colors, is playing out on the screen."
"In one sentence, Describe a real morning sunny scene about stop sign, bottle and cake.",stop sign,bottle,cake,real,morning,sunny,"a bright morning sun is shining down on a stop sign, a bottle of lemonade, and a freshly-baked yellow cake, creating a cheerful and inviting scene."
"In one sentence, Describe a black and white night animation scene about bus, broccoli and apple.",bus,broccoli,apple,black and white,night,animation,a black and white animation scene of a bus full of broccoli and apples driving through the night.
"In one sentence, Describe a real black and white rainy scene about parking meter, skateboard and sandwich.",parking meter,skateboard,sandwich,real,black and white,rainy,"a rainy black and white scene of a parking meter, skateboard, and a sandwich sitting on the ground together in a puddle."
"In one sentence, Describe a sunny morning sketch scene about motorcycle, fire hydrant and carrot.",motorcycle,fire hydrant,carrot,sunny,morning,sketch,"a bright sunny morning with a motorcycle parked next to a fire hydrant, and a carrot lying on the ground nearby, creates a peaceful and picturesque scene."
"In one sentence, Describe a animation morning rainy scene about car, skis and truck.",car,skis,truck,animation,morning,rainy,"a car, skis, and truck drive slowly through a rainy morning, their headlights and taillights barely visible in the fog."
"In one sentence, Describe a night cloudy real scene about kite, spoon and microwave.",kite,spoon,microwave,night,cloudy,real,"a cloudy night sky is illuminated by the twinkling of a kite, the glint of a spoon, and the hum of a microwave."
"In one sentence, Describe a real colored night scene about truck, tie and boat.",truck,tie,boat,real,colored,night,"a truck, tied to a boat, is slowly driving down a dark street, illuminated by colorful streetlights."
"In one sentence, Describe a morning black and white rainy scene about motorcycle, cup and backpack.",motorcycle,cup,backpack,morning,black and white,rainy,"a solitary motorcycle rides through a grey, rainy morning, its rider wearing a black helmet and a backpack, a white cup of coffee in hand."
"In one sentence, Describe a sunny black and white real scene about cake, microwave and dog.",cake,microwave,dog,sunny,black and white,real,a sunny scene of a black and white dog sitting next to a microwave with a freshly-baked cake on top.
"In one sentence, Describe a morning sunny black and white scene about baseball glove, bus and couch.",baseball glove,bus,couch,morning,sunny,black and white,"a black and white morning sun illuminates a baseball glove, bus, and couch in a peaceful scene."
"In one sentence, Describe a morning sunny animation scene about fire hydrant, donut and zebra.",fire hydrant,donut,zebra,morning,sunny,animation,"a zebra, a fire hydrant and a donut all bask in the morning sun in a vibrant animation scene."
"In one sentence, Describe a animation black and white rainy scene about cake, traffic light and stop sign.",cake,traffic light,stop sign,animation,black and white,rainy,"a black and white animation of a rainy scene featuring a cake, a traffic light, and a stop sign."
"In one sentence, Describe a morning cloudy animation scene about bear, suitcase and oven.",bear,suitcase,oven,morning,cloudy,animation,"a bear carrying a suitcase walks through a cloudy morning, passing an oven with a warm, inviting glow."
"In one sentence, Describe a night black and white real scene about fork, fire hydrant and train.",fork,fire hydrant,train,night,black and white,real,"a night scene of a fork silhouetted against a black and white train, with a fire hydrant nearby, creates a stark and haunting image."
"In one sentence, Describe a sunny sketch morning scene about sports ball, cow and sink.",sports ball,cow,sink,sunny,sketch,morning,"on a sunny morning, a sports ball is bouncing in the grassy field while a cow grazes nearby and a sink sparkles in the sun."
"In one sentence, Describe a night colored cloudy scene about broccoli, backpack and keyboard.",broccoli,backpack,keyboard,night,colored,cloudy,"a cloudy night scene is depicted with a plate of steaming broccoli, a backpack on the floor and a keyboard illuminated by a nearby lamp."
"In one sentence, Describe a cloudy animation black and white scene about skateboard, bed and laptop.",skateboard,bed,laptop,cloudy,animation,black and white,a monochrome animation scene of a skateboarder riding their board in front of a bed and laptop on a cloudy day.
"In one sentence, Describe a sketch colored morning scene about giraffe, sandwich and knife.",giraffe,sandwich,knife,sketch,colored,morning,"a bright, sunny morning is depicted with a giraffe munching on a sandwich, the knife used to cut it nearby, and the colors of the scene popping off the page."
"In one sentence, Describe a sunny morning black and white scene about snowboard, skateboard and baseball bat.",snowboard,skateboard,baseball bat,sunny,morning,black and white,"a black and white picture of a sunny morning with a snowboard, skateboard, and baseball bat lying in the snow."
"In one sentence, Describe a real colored cloudy scene about keyboard, car and skateboard.",keyboard,car,skateboard,real,colored,cloudy,"a rainbow of colors is visible in the cloudy sky, with a keyboard, car, and skateboard below."
"In one sentence, Describe a colored sketch night scene about refrigerator, elephant and microwave.",refrigerator,elephant,microwave,colored,sketch,night,"a night scene of a refrigerator, an elephant and a microwave, all in various shades of color, is depicted in the sketch."
"In one sentence, Describe a sunny morning sketch scene about oven, carrot and tie.",oven,carrot,tie,sunny,morning,sketch,"a bright, sunny morning scene of a freshly-baked carrot cake in the oven, with a bright orange tie lying next to it."
"In one sentence, Describe a black and white night real scene about pizza, wine glass and hot dog.",pizza,wine glass,hot dog,black and white,night,real,"a cozy night scene of a black and white checkered tablecloth, a pizza, a wine glass, and a hot dog, illuminated by a warm candlelight."
"In one sentence, Describe a animation sunny morning scene about snowboard, dog and boat.",snowboard,dog,boat,animation,sunny,morning,"a snowboarder and their dog are enjoying a sunny morning on a boat, gliding through the snow-covered landscape."
"In one sentence, Describe a morning black and white sunny scene about sink, zebra and fire hydrant.",sink,zebra,fire hydrant,morning,black and white,sunny,"a zebra stands in a sun-drenched black and white morning, its stripes contrasting with the pristine white of the snow and the bright red of the fire hydrant near a sink."
"In one sentence, Describe a night animation colored scene about cell phone, mouse and refrigerator.",cell phone,mouse,refrigerator,night,animation,colored,"a night scene of a cell phone, mouse, and refrigerator illuminated by a rainbow of colors, creating a vibrant and captivating atmosphere."
"In one sentence, Describe a sunny sketch morning scene about traffic light, potted plant and bear.",traffic light,potted plant,bear,sunny,sketch,morning,"a bear is sitting in front of a potted plant, looking up at the traffic light that is illuminated by the sun on a beautiful morning."
"In one sentence, Describe a night rainy black and white scene about cat, microwave and baseball bat.",cat,microwave,baseball bat,night,rainy,black and white,"a black and white, rainy night scene of a cat perched atop a microwave, holding a baseball bat, creates a surreal and mysterious image."
"In one sentence, Describe a sketch black and white morning scene about banana, toilet and bed.",banana,toilet,bed,sketch,black and white,morning,"a sketch of a black and white morning scene depicting a banana, toilet and bed is a humorous yet surrealistic image of everyday objects."
"In one sentence, Describe a animation colored night scene about bus, spoon and bottle.",bus,spoon,bottle,animation,colored,night,"a bus is driving through a colorful night sky, its headlights illuminating a spoon and bottle glimmering in the moonlight."
"In one sentence, Describe a morning rainy colored scene about frisbee, bird and sports ball.",frisbee,bird,sports ball,morning,rainy,colored,"a misty morning with a rainbow of colors in the sky, the sound of a frisbee whizzing through the air, a bird chirping in the trees, and a sports ball rolling along the wet grass."
"In one sentence, Describe a cloudy colored real scene about cake, car and bear.",cake,car,bear,cloudy,colored,real,a cloudy sky looms overhead as a bear happily eats a piece of cake beside a bright yellow car.
