original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
a 3d render of an unidentifiable creature,a 3d render of an unidentified creature,a 3d rendering of an unidentified creature,3d rendering of an unidentified creature,16,19,21,2,18.6666666666667
rare found footage of Kate Bush attempting to run up that hill,rare footage of kate bush attempting to run up the hill,rare footage of kate bush trying to run up that hill,rare footage of kate bush trying to run up the hill,20,24,26,2,23.3333333333333
drawing of a happy cat in a garbage can by Louis wain,drawing of happy cats in a garbage can by louis wain,drawing of a happy cat in a trash can by louis wain,drawing of a happy cat in a trash can by louis wainwright,15,17,23,2,18.3333333333333
"the incoherence of clouds by ross tran and claude monet, oil on canvas, masterpiece ",the incoherence of clouds by ross tran and claude monet oil on canvas a masterpiece,the incoherence of the clouds by ross tran and claude monet oil on canvas masterpiece,and the incoherence of the clouds oil on canvas masterpiece by ross tran and claude mone,15,17,56,2,29.3333333333333
"UHD photorealistic Man signing his soul over to the devil, in the style of tonalism by Greg Rutkowski, trending on Artstation, hyperrealistic, correct details, symmetrical faces",uhd photorealistic man signs his soul over to the devil in the style of tonalism by greg rutkowski trending on artstation hyperrealistic correct details symmetrical faces,uhd photorealistic man signing his soul to the devil in the style of tonalism by greg rutkowski trending on artstation hyperrealistic correct details symmetrical faces,uhd photorealistic man signing his soul to the devil in the style of tonalism of greg rutkowski trending on artstation hyperrealistic correct details symmetrical faces,15,17,19,2,17.0
"unlikely places by syd mead and josan gonzalez and victo ngai and benedict bana, trending on artstation hq, deviantart, pinterest, unreal engine 5, 4 k, 8 k, hd, uhd, high detail, sharp focus ",the unlikely places by syd mead and josan gonzalez and victo ngai and benedict bana trending on artstation hq deviantart pinterest unreal engine 5,the unlikely places of syd mead and josan gonzalez and victo ngai and benedict bana trending on artstation hq deviantart pinterest unreal engine 5,the unlikely places of syd mead and josan gonzalez and victo ngai and benedict bana trending on artstation hq deviantart pinterest unreal engine,49,51,53,2,51.0
"a highly detailed portrait of a humanoid giraffe in a blue cloak, close - up, adventurer, artstation, deviantart, professional, unreal engine 5, octane render, ",a highly detailed portrait of a humanoid giraffe in a blue cloak close up adventurer artstation deviantart professional unreal engine 5 octane,a highly detailed portrait of a humanoid giraffe in a blue cloak adventurer artstation deviantart professional unreal engine 5 octane render,this is a highly detailed portrait of a humanoid giraffe in a blue cloak,22,24,98,2,48.0
a scene from homeland ( tv show ) ,a scene from a homeland tv show,a scene from the homeland tv show,a scene from the tv show homeland,17,19,28,2,21.3333333333333
A photograph of an AMC Gremlin with gull-wing doors.,a photograph of the amc gremlin with gull-wing doors,an amc gremlin with gull-wing doors,an amc gremlin photograph with gull-wing doors,16,29,31,2,25.3333333333333
"a gorgeous bleak and desolate sci - fi painting by john harris. beyond the horizon, huge saturn ring!! the low earth orbit space city under war. ultra clear detailed. 3 d, octane render. 8 k ",in a beautiful bleak and desolate sci - fi painting by john harris beyond the horizon the huge saturn ring the low earth orbit space city under war ultra clear detailed 3,in a beautiful bleak and desolate sci-fi painting by john harris beyond the horizon the huge saturn ring the low earth orbit space city under war ultra clear detailed 3,in a beautiful bleak and desolate sci-fi painting by john harris beyond the horizon the huge saturn ring the low earth orbit space city under war ultra clear detailed,47,49,51,2,49.0
"a gorgeous landscape painting by barlowe wayne maxfield parrish and marco mazzoni. chinese temple. a lonely chinese monk in grey blue long gown walks on the winding steps. three red crowned cranes splashing in the water!! ultra clear detailed. 3 d, octane render. turbulent blood lake. fog ",a beautiful landscape painting by barlowe wayne maxfield parrish and marco mazzoni chinese temple a lonely chinese monk in grey blue long gown walks on winding steps three red crowned cranes splashing in the water ultra,a beautiful landscape painting by barlowe wayne maxfield parrish and marco mazzoni chinese temple a lonely chinese monk in grey blue long gown walks on the winding steps three red crowned cranes splashing in the water,barlowe wayne maxfield parrish and marco mazzoni painted a beautiful landscape painting of the china temple a lonely chinese monk in grey blue long gown walks on the winding steps three red crowned cranes splashing in the water ultra clear,87,89,136,2,104.0
"impressionist painting of a crying robot. surreal, gloomy, pale, sad, weeping tears, tear drops, pastel colours, claude monet h - 6 4 0 ",an impressionist painting of a crying robot surreal gloomy pale sad weeping tears tear drops pastel colours claude monet h,an impressionist painting of a crying robot surreal gloomy pale sad weeping tears tear drops pastel colours claude monet,an impressionist painting of a crying robot surreal gloomy pale sad weeping tears tear drops pastel colours,20,22,35,2,25.6666666666667
lady gaga and judy garland carpool karaoke ,carpool karaoke judy garland lady gaga,carpool karaoke judy garland and lady gaga,carpool karaoke,30,32,40,2,34.0
"martin - starr as gta 5 cover art, no - text no - logo ",martin starr as gta 5 cover art no logo no text,cover art no logo no text martin starr gta 5,cover art no text no logo martin starr,27,47,49,2,41.0
"a mirror room, full of mirrors, dark, beautiful Concept art in style of Alan Lee",a mirror room full of mirrors dark beautiful concept art in the style of alan lee,a mirror room full of mirrors dark beautiful concept art in the style of alan lee's,a mirror room full of mirrors dark and beautiful concept art in the style of alan lee,16,18,20,2,18.0
ultra realistic 3 d render of a dog wearing a vr headset ,realistic 3d rendering of a dog wearing a vr headset,realistic 3d rendering of a dog wearing vr headset,realistic 3d rendering of a dog with vr headset,23,25,30,2,26.0
a renaissance marble sculpture of one clothed girl working hard typing on laptop ,a renaissance marble sculpture of a clothed girl working hard typing on a laptop,a renaissance marble sculpture of a clothed girl working hard typing on the laptop,a renaissance marble sculpture of a clothed girl typing on a laptop,18,20,31,2,23.0
"a 2 d guitarist character design, vector art, digital art, portrait, 4 k, 8 k, sharp focus, smooth, illustration, concept art ",the guitarist character design vector art digital art portrait 4 k 8 k sharp focus smooth illustration concept art,the guitarist character design vector art digital art portrait 4k 8k sharp focus smooth illustration concept art,the guitarist character design vector art digital artwork portrait 4 k 8 k sharp focus smooth illustration concept art,16,18,20,2,18.0
colored oil portrait of a surreal greeble insectoid by HR Giger and Greg Rutkowski,oil portrait of a surreal greeble insectoid by hr giger and greg rutkowski,portrait of a surreal greeble insectoid by hr giger and greg rutkowski in oil,portrait of a surreal greeble insectoid by hr giger and greg rutkowski in color,20,31,33,2,28.0
"portrait of extremely stunningly cute snapping turtle girl holding icecream cone in a park, reptile face dragon type turtle kobold body, webtoon art by anton fadeev and ghibli and wlop ",portrait of extremely stunningly cute snapping turtle girl holding ice cream cone in a park reptile face dragon turtle kobold body webtoon art by anton fadeev and ghibli and wlop,portrait of extremely stunningly cute snapping turtle girl holding an ice cream cone in a park reptile face dragon turtle kobold body webtoon art by anton fadeev and ghibli and wlop ,portraits of a stunningly cute snapping turtle girl holding an ice cream cone in a park reptile face dragon-type turtle kobold body webtoon art by anton fadeev,19,21,48,2,29.3333333333333
a blue kitten wearing a bucket hat. pixar. ,a blue kitten wearing a bucket hat,a blue kitten in a bucket hat,the kitten is wearing a bucket hat,21,26,28,2,25.0
Keystone cops fighting Harley Quinn. Epic painting by James Gurney and Laurie Greasley.,keystone cop fighting harley quinn epic painting by james gurney and laurie greasley,keystone cops fight harley quinn epic painting by james gurney and laurie greasley,epic painting of james gurney and laurie greasley fighting harley quinn,15,17,73,2,35.0
"close up portrait of a ruggedly handsome female witch, soft hair, half body, leather, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",closed portrait of a ruggedly handsome witch soft hair half body leather d fantasy intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by artgerm and greg rutkowski,closed portrait of a ruggedly handsome witch soft hair half body leather fantasy intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by artgerm and greg rutkowski,closed portrait of a ruggedly handsome witch soft hair leather d d fantasy intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by artgerm and greg rutkowski,45,47,53,2,48.3333333333333
tintype photo of a woolly mammoth and a group of men posing with it ,one photo of a woolly mammoth and a group of men posing with it,one photo of a woolly mammoth and a group of men posing with her,one photo of a woolly mammoth and a group of men with it -,18,20,25,2,21.0
"eyeless watcher, dutiful return, golden age seraph bunkers, art by Leonora Carrington and Alexander Jansson, high detail, cinematic, cgsociety 8k",eyeless watcher dutiful return to the golden age of seraph bunkers art by leonora carrington and alexander jansson high detail cinematic cgsociety 8k,eyeless watcher dutiful return to the golden age of seraph bunkers art by leonora carrington and alexander jansson high-detail cinematic cgsociety,eyeless watcher dutiful return to the golden age of seraph bunkers art by leonora carrington and alexander jansson high-detail cinematic cgsocie,22,26,28,2,25.3333333333333
a portrait of boris johnson wearing a straw hat in a scenic environment by j. c. leyendecker ,a portrait of boris johnson wearing a straw hat in a scenic environment by j c leyendecker,a portrait of boris johnson wearing a straw cap in a scenic environment by j c leyendecker,this is a portrait of boris johnson wearing a straw cap in a scenic environment by j,15,17,29,2,20.3333333333333
magical tree full of faces by peter mohrbacher,a magical tree of faces by peter mohrbacher,magical tree of faces by peter mohrbacher,peter mohrbacher's magical tree with faces,15,17,39,2,23.6666666666667
a portrait of the most beautiful woman,a portrait of a beautiful woman,a portrait of one of the most beautiful people,the most beautiful woman,20,22,26,2,22.6666666666667
hq studio portrait of predatory rabbit with big canine teeth and blood dripping from it's mouth ,hq studio portrait of a predatory rabbit with big canine teeth and blood dripping from its mouth,hq studio portrait of the predatory rabbit with big canine teeth and blood dripping from its mouth,portrait of the predatory rabbit with big canine teeth and blood dripping from his mouth hq studio,16,18,37,2,23.6666666666667
"a still from bladerunner 2 0 4 9 of elle fanning wearing a business suit looking at the camera with a worried expression next to a plate glass window. outside we see the surface of the moon. sci fi, futuristic, cinematic, soft lighting, sci fi, canon eos r 3, f / 3, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited ",there's a still from bladerunner 2 0 4 9 of elle fanning wearing a business suit looking at the camera with a worried expression next to a plate glass window outside we can see the surface of the moon sci,a still from bladerunner 2 0 4 9 of elle fanning wearing a business suit looking at the camera with a worried expression next to a plate glass window outside we see the surface of the moon,there's a still from bladerunner 2 0 4 9 of elle fanning in a business suit looking at the camera with a worried expression next to a plate glass window outside we can see the moon,121,123,141,2,128.333333333333
a sixty year old woman with short wavy curly light brown hair and blue eyes wearing a colorful raincoat in the rain. by artgerm and greg rutkowski and ilya kuvshinov ,a sixty year old woman with short wavy curly light brown hair and blue eyes wearing a colorful raincoat in the rain,a sixty-year-old woman with short wavy curly light brown hair and blue eyes wearing a colorful raincoat in the rain,in the rain a sixty-year-old woman with short wavy curly light brown hair and blue eyes wore a colorful raincoat,63,65,80,2,69.3333333333333
"a beautiful and highly detailed digital painting of a stone pyramid in the centre of a massive lush mountainous jungle, intricate details, epic scale, hyperdetailed, hyperrealism, artstation, cgsociety, 8 k, sharp focus, by caspar friedrich, albert bierstadt, james gurney, ",a beautiful and highly detailed digital painting of a stone pyramid in the centre of a massive lush mountainous jungle intricate details epic scale hyperdetailed hyperrealism artstation cgsociety 8 k sharp focus by caspar friedrich albert bierstadt james,a beautiful and highly detailed digital painting of a stone pyramid in the center of a massive lush mountainous jungle intricate details epic scale hyperdetailed hyperrealism artstation cgsociety 8 k sharp focus by caspar friedrich albert bierstadt james,in a beautiful and highly detailed digital painting of a stone pyramid in the centre of a massive lush mountainous jungle the intricate details epic scale hyperdetailed hyperrealism artstation cgsociety 8 k sharp focus by caspar friedrich albert bierstadt,20,22,29,2,23.6666666666667
"Lucifer and his army falling from heaven, realistic, extreme detail, dark, clouds, gritty texture, Craig Mullins",lucifer and his army fall from heaven realistic extreme detail dark clouds gritty texture craig mullins,lucifer and his army falling from heaven real extreme detail dark clouds gritty texture craig mullins,craig mullins lucifer and his army falling from heaven real extreme detail dark clouds gritty texture,15,17,31,2,21.0
"a long exposure photograph of a man sitting on a bench overlooking a cityscape. Wide angle, pastel colours",this is a long exposure photograph of a man sitting on a bench overlooking a cityscape,a long exposure photograph of a man sitting on a bench overlooking a cityscape,a long exposure photo of a man sitting on a bench overlooking a cityscape,37,39,44,2,40.0
"a movie about the adventures of Gigachad, movie poster",a movie about the adventures of gigachad poster,gigachad's adventures movie poster,gigachad's adventures film poster,18,38,40,2,32.0
sun peeking over planet earth by alfred kelsner and john berkey ,the sun peeking over the earth by alfred kelsner and john berkey,sun peeking over the earth by alfred kelsner and john berkey ,sun peeking over earth by alfred kelsner and john berkey,15,17,20,2,17.3333333333333
"Oil painting of a classic Chef wearing regal chef's attire, he is holding a large spoon",oil painting of a classic chef wearing regal chef's attire holding a large spoon,oil painting of a classic chef in regal chef's attire holding a large spoon,oil painting of a classic chef in regal chef attire holding a large spoon,18,23,25,2,22.0
"a very very beautiful vortex in the style of Zdzisław Beksiński,",a very beautiful vortex in the style of zdzisaw beksiski,a very beautiful vortex in the style of zdzisaw beksiski's,a beautiful vortex in the style of zdzisaw beksiski,17,19,22,2,19.3333333333333
"portrait of giorgio a. tsoukalos by walter sickert, john singer sargent, and william open ",a portrait of giorgio a tsoukalos by walter sickert john singer sargent and william,portrait of giorgio a tsoukalos by walter sickert john singer sargent and william,a portrait of giorgio a tsoukalos by walter sickert john singer sargent and,17,19,25,2,20.3333333333333
"furniture designs in the style of modigliani, design sheet",furniture designs in the style of the modigliani design sheet,furniture designs in the style of modigliani - sheet,furniture designs in the style of modigliani,16,18,25,2,19.6666666666667
"oil painting of anthropomorphic fish poseidon wearing armour, by norman rockwell, jack kirby, ruan jia, roberto ferri, jeremy mann ",jack kirby ruan jia roberto ferri jeremy mann oil painting poseidon wearing armour,jack kirby ruan jia roberto ferri jeremy mann painting of anthropomorphic fish poseidon wearing armour ,jack kirby ruan jia roberto ferri jeremy mann painting of anthropomorphic fish poseidon wearing armor,101,103,105,2,103.0
"an epic fantasy comic book style portrait painting of a young dark haired girl with a pixie cut wearing a grey retro space uniform, standing in front of a computer library, intelligent face, sci - fi, intricate, elegant, highly detailed, digital painting, symmetry, beauty, artstation, concept art, matte, sharp focus, illustration, art by sally mann and greg rutkowski and jim burns and alan lee ",this is an epic fantasy comic book style portrait painting of a young dark haired girl wearing a grey retro space uniform standing in front of a computer library intelligent face sci - fi intricate elegant highly detailed digital painting symmetry beauty artstation concept art matte sharp focus illustrations by sally mann,this is an epic fantasy comic book style portrait painting of a young dark haired girl wearing a grey retro space uniform standing in front of a computer library intelligent face sci-fi intricate elegant highly detailed digital painting symmetry beauty artstation concept art matte sharp focus illustration by sally mann,this is an epic fantasy comic book style portrait painting of a young dark haired girl wearing a grey retro space uniform standing in front of a computer library intelligent face sci-fi intricate elegant highly detailed digital painting symmetry beauty artstation concept art matte sharp focus illustration,78,80,94,2,84.0
A tornado made of candies and sweets,a tornado made of candy and sweets,a tornado of candies and sweets,a tornado made of sweets and candies,15,17,24,2,18.6666666666667
Ben Stiller as Hasidic Rabbi Dr. Strange directed by Zack Snyder director’s cut dvd rip 1994,ben stiller as hasidic rabbi dr strange directed by zack snyder directors cut dvd rip 1994 -,ben stiller as the hasidic rabbi dr strange directed by zack snyder directors cut dvd rip 1994,ben stiller as hasidic rabbi dr strange directed by zack snyder directors cut 1994 dvd rip,15,17,23,2,18.3333333333333
"looking at the moon, anime by Studio Ghibli, realistic, by Hayao Miyazaki",look at the moon anime by studio ghibli realistic by hayao miyazaki,looking at the moon anime by studio ghibli real by hayao miyazaki,the moon anime of studio ghibli realistic by hayao miyazaki,15,17,25,2,19.0
"girl in a bikini swinging on a swing in the rain, highly detailed, artstation,",a girl in a bikini swinging on a swing in the rain,girl in a bikini swinging on a swing in the rain,a girl in a bikini swinging in the rain,37,39,48,2,41.3333333333333
constructed script inspired by phoenician writing ,a script inspired by phoenician writing,script inspired by phoenician writing,inspired by phoenician writing,23,25,32,2,26.6666666666667
"intricate detail, hyper detail, tan skin lady of elche, nefertiti, inanna, al uzza, african sybil, aqua eyes, aqua eyebrows, neon aqua rapunzel hair, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sharp focus, ",details sandro botticelli gaston bussiere gilbert williams h r giger richard hescox masterpiece sharp focus,details sandro botticelli gaston bussiere gilbert williams h r giger richard hescox's masterpiece sharp focus,details sandro botticelli gaston bussiere gilbert williams h r giger richard hescox's masterpiece sharp focus sandro botticelli's,156,158,176,2,163.333333333333
"a huge vividly - coloured spacecraft in an empty landscape by martin deschambault, dean ellis, peter elson, chris foss, josan gonzalez, david a hardy, john harris, wadim kashin, angus mckie, moebius, bruce pennington, retro 1 9 6 0 s sci - fi art ",a huge vividly colored spacecraft in an empty landscape by martin deschambault dean ellis peter elson chris foss josan gonzalez david a hardy john harris wadim kashin,a huge vividly coloured spacecraft in an empty landscape by martin deschambault dean ellis peter elson chris foss josan gonzalez david a hardy john harris wadim kas,a huge brightly coloured spacecraft in an empty landscape by martin deschambault dean ellis peter elson chris foss josan gonzalez david a hardy john harris wadim kas,82,84,89,2,85.0
"close - up of a preying mantis, made of brushed steel, by giger, industrial, technological nightmare, circuit boards, jagged spikes, tool steel, forged by fire, peter gric, james ryman ",in the close-up of a preying mantis made of brushed steel by giger industrial technological nightmare circuit boards jagged spikes tool steel forged by fire peter gric james,close-up of a predatory mantis made of brushed steel by giger industrial technological nightmare circuit boards jagged spikes tool steel forged by fire peter gric james ryman ,in the close-up of a predatory mantis made of brushed steel by giger industrial technological nightmare circuit boards jagged spikes tool steel forged by peter gric james,18,20,29,2,22.3333333333333
photograph of a Tiger smoking smoking a joint in the streets of Dhaka,a photograph of a tiger smoking a joint in the streets of dhaka,photograph of a tiger smoking a joint in the streets of dhaka,photograph of a tiger smoking in the streets of dhaka,18,20,28,2,22.0
"portrait, The Neverending Story, watercolor, dramatic lighting, cinematic, establishing shot, extremely high detail, foto realistic, cinematic lighting, pen and ink, intricate line drawings, by Yoshitaka Amano, Ruan Jia, Kentaro Miura, Artgerm, post processed, concept art, artstation, matte painting, style by eddie mendoza, raphael lacoste, alex ross",portrait the neverending story watercolor dramatic lighting cinematic establishing shot extremely high detail foto realistic cinematic lighting pen and ink intricate line drawings by yoshitaka amano ruan jia kentaro miura artgerm post processed concept art artstation matte painting style by eddie men,a portrait the neverending story watercolor dramatic lighting cinematic establishing shot extremely high detail foto realistic cinematic lighting pen and ink intricate line drawings by yoshitaka amano ruan jia kentaro miura artgerm post-processed concept art artstation matte painting by ,portrait 'the neverending story' watercolor dramatic lighting cinematic establishing shot extremely high detail foto realistic cinematic lighting pen and ink intricate line drawings by yoshitaka amano ruan jia kentaro miura artgerm post-processed concept art artstation matte painting style,42,56,58,2,52.0
horrific creepy face in the forest by dzo godmachine victo ngai keith thompson michael whelan and yoji shinkawa apophasis ,scary face in the forest by dzo godmachine victo ngai michael whelan and yoji shinkawa apophasis,scary face in the forest of dzo godmachine victo ngai michael whelan and yoji shinkawa apophasis,scary face in the forest by dzo godmachine victo ngai michael whelan and yoji shinkawa,39,41,49,2,43.0
"a yearbook photo from 1966 of Jughead Jones, wearing a felt crown",a 1966 yearbook photo of jughead jones wearing a felt crown,a 1966 yearbook photo of jughead jones wearing felt crown,a 1966 yearbook photo of jughead jones wearing a crown of felt,22,24,34,2,26.6666666666667
A Twitter screencap,a twitter screenshot,a screenshot on twitter,a screenshot from twitter,16,23,25,2,21.3333333333333
"a forest of light! and mystery, art by konstantin razumov ",forest of light and mystery art by konstantin razumov,a forest of light and mystery by konstantin razumov,forest of light and mystery by konstantin razumov,15,17,19,2,17.0
movie stills from Monty Python's the Search for Spock,movie stills from monty python's search for spock,stills from monty python's the search for spock,stills from monty python's search for spock,16,18,22,2,18.6666666666667
"a robot wearing a suit, digital art",a robot in a suit digital art,robot in a suit digital art,a robot in a suit,17,19,29,2,21.6666666666667
"8k photo of Vin diesel and Brad Pitt kissing, in a studio",photos of vin diesel and brad pitt kissing in a studio,photos of vin diesel and brad pitt kissing in studio,photos of vin diesel kissing brad pitt in a studio,16,18,30,2,21.3333333333333
"A detailed biological anatomy of a minion, photorealistic, textbook, scientific",a detailed biological anatomy of a minion photorealistic textbook scientific text,a detailed biological anatomy of a minion photorealistic textbook scientific method,a detailed biological anatomy of a minion photorealistic textbook,17,19,23,2,19.6666666666667
a screenshot from Super Mario 64 (1996),a screenshot of super mario 64 1996,a screenshot of super mario 64 '96,a screenshot of super mario 64 from 1996,15,17,20,2,17.3333333333333
a farm next to a lake in the style of ukiyo - e ,next to a lake in the style of the ukiyo e,next to a lake in the style of the ukiyo e farm,next to a lake in ukiyo style,26,28,37,2,30.3333333333333
"tom cruise wearing a golden crown after overcoming his fear or death, standing above a cheering crowd, highly detailed painting by gaston bussiere and j. c. leyendecker 8 k ",tom cruise wearing a golden crown after overcoming his fear or death standing above a cheering crowd a highly detailed painting by gaston bussiere and j c leyendecker,tom cruise wearing a golden crown after overcoming his fear or death standing above a cheering crowd a highly detailed painting by gaston bussiere and j c,tom cruise wearing a golden crown after overcoming his fear or death standing above a cheering crowd a highly detailed painting by gaston bussiere and j,21,33,35,2,29.6666666666667
"a highly detailed strongman buff painting of peter parker, by james gurney, greg rutkowski, by craig mullins ",a highly detailed strongman buff painting of peter parker by james gurney greg rutkowski by craig mull,a very detailed strongman buff painting of peter parker by james gurney greg rutkowski by craig mullins,there's a highly detailed strongman buff painting of peter parker by james gurney by craig mullins ,16,18,25,2,19.6666666666667
a photographer taking a picture. bokeh. sharp. background blur. vignette. bluish tones. professional studio lighting. dslr photo ,a photographer taking a picture bokeh sharp background blur vignette bluish tones professional studio lighting,a photographer taking pictures bokeh sharp background blur vignette bluish tones professional studio lighting,a photographer taking a photo bokeh sharp background blur vignette bluish tones professional studio lighting,31,33,36,2,33.3333333333333
a oil painting of a steampunk gorilla ,in an oil painting of steampunk gorillas,a painting of a steampunk gorilla,a steampunk gorilla painting,15,17,38,2,23.3333333333333
"A loose messy wild ink sketch portrait of Martin Luther King in the style of Ralph Steadman and Paul Klee, caricature, dramatic",a loose messy wild ink sketch portrait of martin luther king in the style of ralph steadman and paul klee caricature dramatic scenes,a loose messy wild ink sketch of martin luther king in the style of ralph steadman and paul klee caricature dramatic,portrait of martin luther king in the style of ralph steadman and paul klee a loose messy wild ink sketch dramatic caricature,19,21,80,2,40.0
"the underworld river, gloomy, HD.",and the underworld is gloomy hd,the underworld is gloomy hd,the underworld is dark hd,15,17,23,2,18.3333333333333
"the monster under the bed, drawn by a 5 year old ",the monster under the bed drawn by a 5-year-old,the monster under the bed drawn by a five-year-old,a monster under the bed was drawn by a 5-year-old,15,19,21,2,18.3333333333333
"closeup portrait of a farmer grazing in the field. natural light, sharp, detailed face, magazine, press, photo. steve mccurry, david lazar, canon, nikon, focus ",photo of a farmer grazing in the field natural light sharp detailed face magazine press photo steve mccurry david lazar canon nikon,photo of a farmer in the field natural light sharp detailed face magazine press photo steve mccurry david lazar canon nikon focus s,photo of a farmer in the field natural light sharp detailed face magazine press photo steve mccurry david lazar canon nikon,33,35,41,2,36.3333333333333
anatomical diagram of a shoggoth from an old medical encyclopedia,anatomical diagram of a shoggoth from an old medical dictionary,anatomical diagram of shoggoth from an old medical dictionary,shoggoth anatomy diagram from an old medical dictionary,22,24,39,2,28.3333333333333
vintage color photo of a 1 1 0 million years old abstract liquid gold sculpture covered by the jungle vines ,a vintage color photo of a 1 1 0 million years old abstract liquid gold sculpture covered by jungle vines,vintage color photo of a 1 1 0 million years old abstract liquid gold sculpture covered by jungle vines,the vintage color photo of an abstract liquid gold sculpture that is 1 1 0 million years old and is covered by jungle vines,15,17,71,2,34.3333333333333
"stylized poster of a single 1974 AMC AMX/3, (Sony a7R IV, symmetric balance, polarizing filter, Photolab, Lightroom, 4K, Dolby Vision, Photography Award)",poster of one 1974 amc amx3 sony a7r iv symmetric balance polarizing filter photolab lightroom 4k dolby vision photography award,photo of one 1974 amc amx3 sony a7r iv symmetric balance polarizing filter photolab lightroom 4k dolby vision photography award,photo of one 1974 amc amx3 sony a7r iv polarizing filter photolab lightroom 4k dolby vision photography award,28,30,48,2,35.3333333333333
"a portrait of a scifi technician in the laboratory, scifi character, cyberpunk suit, clear face, concept art, highly detailed, greg rutkowski, cedric peyravernay, denys tsiperko, artstation, 8 k ",a portrait of a scifi technician in the laboratory a scifi character cyberpunk suit clear face concept art highly detailed greg rutkowski cedric peyravernay denys tsiper,a scifi technician in the laboratory a cyberpunk suit clear face concept art highly detailed greg rutkowski cedric peyravernay denys tsiperko,a scifi technician in the laboratory a cyberpunk suit clear face concept art highly detailed greg rutkowski cedric peyravernay denys tsiper,32,56,58,2,48.6666666666667
a photograph portrait of Rosie the riveter by Annie Leipovitz,a photograph of rosie the riveter by annie leipovitz,a portrait of rosie the riveter by annie leipovitz,a portrait by annie leipovitz of rosie the riveter,21,23,46,2,30.0
irl me on the lessons,let me know the lessons,let me know about the lessons,let me teach you,17,19,25,2,20.3333333333333
"black and white photo, portrait of 80 year old cuban man by richard avedon, realistic, Leica, medium format, cinematic lighting, wet plate photography, parallax, high resolution,",black and white photo portrait of an 80 year old cuban man by richard avedon realistic leica medium format cinematic lighting wet plate photography parallax high resolution,black and white photo portrait of 80 year old cuban man by richard avedon real leica medium format cinematic lighting wet plate photography parallax high resolution,richard avedon black and white photo portrait of a 80 year old cuban man,15,17,127,2,53.0
"Nick Wilde (from Zootopia) dressed in his usual outfit, sitting right across the bar from you. First-person perspective.",wilde dressed in his usual outfit and sitting right across the bar from you first-person perspective,nick wilde from zootopia dressed in his usual outfit sitting right across the bar from you,wilde dressed in his usual outfit sitting across the bar from you,37,39,64,2,46.6666666666667
a bunch of dudes chillin in a trailer at bass canyon ,a bunch of guys chillin in a trailer at bass canyon,a bunch of guys chillin in a trailer in bass canyon,in a trailer in bass canyon a bunch of guys chillin' out,16,18,49,2,27.6666666666667
"realistic detailed close up beautiful Pre-Rafaelite portrait of goddess Aphrodite by John William Godward, Anna Dittman, and Karol Bak, gorgeous eyes, white dove, pomegranates, roses and gladioli, golden ornamental background, face in focus, Art Nouveau, Neoclassical, beautiful deep colors",realistic detailed close up beautiful pre-rafaelite portrait of goddess aphrodite by john william godward anna dittman and karol bak gorgeous eyes white dove pomegranates roses and gladioli golden ornamental background face in focus art nouveau neoclassical,realistic detailed close up beautiful pre-rafaelite portrait of the goddess aphrodite by john william godward anna dittman and karol bak beautiful eyes white dove pomegranates roses and gladioli golden ornamental background face in focus art nouveau neoclassical beautiful,realistic detailed close up beautiful pre-rafaelite portrait of goddess aphrodite by john william godward anna dittman and karol bak beautiful eyes white dove pomegranates roses and gladioli golden ornamental background in focus art nouveau neoclassical,34,36,47,2,39.0
a woman inside of an empty light bulb. the woman has wings. by basquiat ,there's a woman inside an empty light bulb,a woman inside an empty light bulb,the woman has wings,48,50,65,2,54.3333333333333
"a obese gray sniveling rat person wearing a decaying brown cloak, color painting by andreas rocha ",a gray obese rat wearing a decaying brown cloak color painting by andreas rocha,a fat gray rat wearing a decaying brown cloak color painting by andreas rocha,a fat gray rat wearing a decaying brown cloak painted by andreas rocha '',33,35,45,2,37.6666666666667
a mariachi on a horse playing the guitar in the style of mexican mural ,a mariachi on a horse playing guitar in the style of mexican murals,a mariachi on a horse playing guitar in the style of a mexican mural,in the style of the mexican mural a mariachi on a horse plays guitar,17,19,64,2,33.3333333333333
"neon tribal eurasian owl, pastel neon, photorealistic render 8k intricate, elegant, highly detailed, smooth, sharp focus, detailed face, high contrast, dramatic lighting, graphic novel, art by alex grey",neon tribal eurasian owl pastel neon photorealistic rendering 8k intricate elegant highly detailed smooth sharp focus detailed face high contrast dramatic lighting graphic novel art by alex grey,neon tribal eurasian owl pastel neon photorealistic render 8k intricate elegant highly detailed smooth sharp focus detailed face high contrast dramatic lighting graphic novel art by alex,neon tribal eurasian owl pastel neon photorealistic rendering 8k intricate elegant smooth sharp focus detailed face high contrast dramatic lighting graphic novel art by alex grey,15,17,31,2,21.0
