meta_prompt,n1,obj1,obj2,chatgpt_out,synthetic_prompt
"one sentence of 7 words about teddy bear and toothbrush, the 7 words should be between double quotes.",7,,,"""teddy bear and toothbrush make brushing fun!""","a real scene of library with a sign written on it ""teddy bear and toothbrush make brushing fun!"""
"one sentence of 8 words about horse and potted plant, the 8 words should be between double quotes.",8,,,"""a horse and potted plant make an unusual pair.""","a real scene of butchers shop with a sign written on it ""a horse and potted plant make an unusual pair."""
"one sentence of 7 words about handbag and couch, the 7 words should be between double quotes.",7,,,"""a handbag and couch make a cozy pair.""","a real scene of rope bridge with a sign written on it ""a handbag and couch make a cozy pair."""
"one sentence of 8 words about sink and clock, the 8 words should be between double quotes.",8,,,"""the sink and clock stand in stark contrast.""","a real scene of mausoleum with a sign written on it ""the sink and clock stand in stark contrast."""
"one sentence of 7 words about car and parking meter, the 7 words should be between double quotes.",7,,,"""parking meter takes coins for car parking.""","a real scene of watering hole with a sign written on it ""parking meter takes coins for car parking."""
"one sentence of 8 words about person and sheep, the 8 words should be between double quotes.",8,,,"""he loves cuddling with his pet sheep.""","a real scene of industrial area with a sign written on it ""he loves cuddling with his pet sheep."""
"one sentence of 6 words about boat and horse, the 6 words should be between double quotes.",6,,,"""a boat rides, a horse gallops.""","a real scene of orchard with a sign written on it ""a boat rides, a horse gallops."""
"one sentence of 6 words about hair drier and handbag, the 6 words should be between double quotes.",6,,,"""a ""hair drier"" and a ""handbag""!","a real scene of catacomb with a sign written on it ""a ""hair drier"" and a ""handbag""!"
"one sentence of 7 words about spoon and toilet, the 7 words should be between double quotes.",7,,,"""spoon and toilet, an unlikely combination.""","a real scene of crosswalk with a sign written on it ""spoon and toilet, an unlikely combination."""
"one sentence of 8 words about baseball glove and airplane, the 8 words should be between double quotes.",8,,,"""a baseball glove can't fly an airplane.""","a real scene of mountain path with a sign written on it ""a baseball glove can't fly an airplane."""
"one sentence of 7 words about bus and knife, the 7 words should be between double quotes.",7,,,"""knife and bus don't mix well.""","a real scene of boathouse with a sign written on it ""knife and bus don't mix well."""
"one sentence of 7 words about sink and dining table, the 7 words should be between double quotes.",7,,,"""sink and dining table are essential items.""","a real scene of supermarket with a sign written on it ""sink and dining table are essential items."""
"one sentence of 6 words about sink and parking meter, the 6 words should be between double quotes.",6,,,"""sink and parking meter don't mix.""","a real scene of beer hall with a sign written on it ""sink and parking meter don't mix."""
"one sentence of 7 words about baseball bat and book, the 7 words should be between double quotes.",7,,,"""baseball bat and book, two different worlds.""","a real scene of closet with a sign written on it ""baseball bat and book, two different worlds."""
"one sentence of 6 words about stop sign and oven, the 6 words should be between double quotes.",6,,,"""stop sign, oven: two opposites.""","a real scene of mezzanine with a sign written on it ""stop sign, oven: two opposites."""
"one sentence of 8 words about banana and refrigerator, the 8 words should be between double quotes.",8,,,"""bananas should not be stored in the refrigerator.""","a real scene of junkyard with a sign written on it ""bananas should not be stored in the refrigerator."""
"one sentence of 7 words about sink and zebra, the 7 words should be between double quotes.",7,,,"""sink and zebra make an unlikely pair.""","a real scene of underwater with a sign written on it ""sink and zebra make an unlikely pair."""
"one sentence of 7 words about tv and kite, the 7 words should be between double quotes.",7,,,"""kites soar while tvs entertain.""","a real scene of conference center with a sign written on it ""kites soar while tvs entertain."""
"one sentence of 6 words about horse and zebra, the 6 words should be between double quotes.",6,,,"""horse and zebra, stripes and mane.""","a real scene of picnic area with a sign written on it ""horse and zebra, stripes and mane."""
"one sentence of 7 words about bed and backpack, the 7 words should be between double quotes.",7,,,"""my bed is my backpack's home.""","a real scene of excavation with a sign written on it ""my bed is my backpack's home."""
"one sentence of 8 words about bird and skis, the 8 words should be between double quotes.",8,,,"""birds soar, skis glide - two different ways to fly.""","a real scene of atrium with a sign written on it ""birds soar, skis glide - two different ways to fly."""
"one sentence of 6 words about horse and cup, the 6 words should be between double quotes.",6,,,"""a ""horse"" cup for a ""cup"" horse.""","a real scene of carrousel with a sign written on it ""a ""horse"" cup for a ""cup"" horse."""
"one sentence of 6 words about bed and skis, the 6 words should be between double quotes.",6,,,"""skiing in bed is not recommended.""","a real scene of orchestra pit with a sign written on it ""skiing in bed is not recommended."""
"one sentence of 6 words about vase and pizza, the 6 words should be between double quotes.",6,,,"""vase and pizza, an unlikely pair.""","a real scene of ski slope with a sign written on it ""vase and pizza, an unlikely pair."""
"one sentence of 7 words about bus and spoon, the 7 words should be between double quotes.",7,,,"""bus and spoon: an unlikely combination.""","a real scene of village with a sign written on it ""bus and spoon: an unlikely combination."""
"one sentence of 6 words about tie and zebra, the 6 words should be between double quotes.",6,,,"""tie and zebra, a stylish contrast.""","a real scene of marsh with a sign written on it ""tie and zebra, a stylish contrast."""
"one sentence of 6 words about teddy bear and dining table, the 6 words should be between double quotes.",6,,,"""teddy bear on dining table!""","a real scene of ballroom with a sign written on it ""teddy bear on dining table!"""
"one sentence of 7 words about bird and bowl, the 7 words should be between double quotes.",7,,,"""birds enjoy eating from a bowl.""","a real scene of florist shop with a sign written on it ""birds enjoy eating from a bowl."""
"one sentence of 7 words about hot dog and chair, the 7 words should be between double quotes.",7,,,"""a ""hot dog"" in a ""chair""!""","a real scene of oast house with a sign written on it ""a ""hot dog"" in a ""chair""!"""
"one sentence of 8 words about couch and giraffe, the 8 words should be between double quotes.",8,,,"""a couch and a giraffe make an odd pair.""","a real scene of dressing room with a sign written on it ""a couch and a giraffe make an odd pair."""
"one sentence of 7 words about stop sign and tv, the 7 words should be between double quotes.",7,,,"""stop sign means pause; tv means play.""","a real scene of parking garage with a sign written on it ""stop sign means pause; tv means play."""
"one sentence of 6 words about parking meter and person, the 6 words should be between double quotes.",6,,,"""person refills parking meter with coins.""","a real scene of lighthouse with a sign written on it ""person refills parking meter with coins."""
"one sentence of 7 words about snowboard and fire hydrant, the 7 words should be between double quotes.",7,,,"""snowboarders jump fire hydrants with ease.""","a real scene of closet with a sign written on it ""snowboarders jump fire hydrants with ease."""
"one sentence of 8 words about toilet and truck, the 8 words should be between double quotes.",8,,,"""trucks don't have toilets, but toilets need trucks.""","a real scene of clothing store with a sign written on it ""trucks don't have toilets, but toilets need trucks."""
"one sentence of 8 words about scissors and truck, the 8 words should be between double quotes.",8,,,"""a truck cannot cut like scissors can.""","a real scene of canal with a sign written on it ""a truck cannot cut like scissors can."""
"one sentence of 6 words about carrot and sheep, the 6 words should be between double quotes.",6,,,"""sheep love carrots too!""","a real scene of stage with a sign written on it ""sheep love carrots too!"""
"one sentence of 7 words about baseball glove and bear, the 7 words should be between double quotes.",7,,,"""the bear hugged the baseball glove.""","a real scene of coast with a sign written on it ""the bear hugged the baseball glove."""
"one sentence of 7 words about elephant and tie, the 7 words should be between double quotes.",7,,,"""elephants are often adorned with colorful ties.""","a real scene of pagoda with a sign written on it ""elephants are often adorned with colorful ties."""
"one sentence of 8 words about tennis racket and fire hydrant, the 8 words should be between double quotes.",8,,,"""the tennis racket and fire hydrant are unrelated.""","a real scene of drugstore with a sign written on it ""the tennis racket and fire hydrant are unrelated."""
"one sentence of 7 words about refrigerator and tennis racket, the 7 words should be between double quotes.",7,,,"""refrigerator stores food, tennis racket serves sports.""","a real scene of aqueduct with a sign written on it ""refrigerator stores food, tennis racket serves sports."""
"one sentence of 8 words about chair and keyboard, the 8 words should be between double quotes.",8,,,"""the chair and keyboard are essential tools.""","a real scene of computer room with a sign written on it ""the chair and keyboard are essential tools."""
"one sentence of 6 words about sports ball and skis, the 6 words should be between double quotes.",6,,,"""sports require different equipment: ball and skis.""","a real scene of raceway with a sign written on it ""sports require different equipment: ball and skis."""
"one sentence of 7 words about cake and bus, the 7 words should be between double quotes.",7,,,"""cake on a bus? what a surprise!""","a real scene of pagoda with a sign written on it ""cake on a bus? what a surprise!"""
"one sentence of 7 words about mouse and hot dog, the 7 words should be between double quotes.",7,,,"""the mouse ate the hot dog.""","a real scene of auto showroom with a sign written on it ""the mouse ate the hot dog."""
"one sentence of 8 words about bed and teddy bear, the 8 words should be between double quotes.",8,,,"""a teddy bear makes a bed feel cozy.""","a real scene of kindergarden classroom with a sign written on it ""a teddy bear makes a bed feel cozy."""
"one sentence of 6 words about cake and skis, the 6 words should be between double quotes.",6,,,"""cake and skis: an unlikely pair.""","a real scene of kindergarden classroom with a sign written on it ""cake and skis: an unlikely pair."""
"one sentence of 6 words about kite and fire hydrant, the 6 words should be between double quotes.",6,,,"""kite flies above fire hydrant.""","a real scene of windmill with a sign written on it ""kite flies above fire hydrant."""
"one sentence of 8 words about bus and elephant, the 8 words should be between double quotes.",8,,,"""the bus and elephant never meet.""","a real scene of ocean with a sign written on it ""the bus and elephant never meet."""
"one sentence of 6 words about potted plant and teddy bear, the 6 words should be between double quotes.",6,,,"""plants and bears, oh my!""","a real scene of picnic area with a sign written on it ""plants and bears, oh my!"""
"one sentence of 6 words about dog and bowl, the 6 words should be between double quotes.",6,,,"""a dog and its bowl.""","a real scene of japanese garden with a sign written on it ""a dog and its bowl."""
"one sentence of 6 words about truck and banana, the 6 words should be between double quotes.",6,,,"""truck carries banana to market.""","a real scene of television studio with a sign written on it ""truck carries banana to market."""
"one sentence of 8 words about banana and bottle, the 8 words should be between double quotes.",8,,,"""a banana and a bottle make an odd pair.""","a real scene of viaduct with a sign written on it ""a banana and a bottle make an odd pair."""
"one sentence of 6 words about truck and tie, the 6 words should be between double quotes.",6,,,"""truck and tie, a perfect pair.""","a real scene of vineyard with a sign written on it ""truck and tie, a perfect pair."""
"one sentence of 8 words about dining table and knife, the 8 words should be between double quotes.",8,,,"""a dining table without a knife is incomplete.""","a real scene of desert with a sign written on it ""a dining table without a knife is incomplete."""
"one sentence of 7 words about stop sign and cell phone, the 7 words should be between double quotes.",7,,,"""stop texting and look for the stop sign!""","a real scene of playground with a sign written on it ""stop texting and look for the stop sign!"""
"one sentence of 8 words about toilet and fire hydrant, the 8 words should be between double quotes.",8,,,"""toilets and fire hydrants have nothing in common.""","a real scene of bowling alley with a sign written on it ""toilets and fire hydrants have nothing in common."""
"one sentence of 8 words about tie and broccoli, the 8 words should be between double quotes.",8,,,"""tie and broccoli make an unlikely pair.""","a real scene of flea market with a sign written on it ""tie and broccoli make an unlikely pair."""
"one sentence of 8 words about umbrella and backpack, the 8 words should be between double quotes.",8,,,"""umbrella and backpack, a perfect rainy-day combo.""","a real scene of railroad track with a sign written on it ""umbrella and backpack, a perfect rainy-day combo."""
"one sentence of 6 words about cup and teddy bear, the 6 words should be between double quotes.",6,,,"""cup and teddy bear, cuddly duo.""","a real scene of hardware store with a sign written on it ""cup and teddy bear, cuddly duo."""
"one sentence of 6 words about refrigerator and person, the 6 words should be between double quotes.",6,,,"""refrigerator keeps people cool.""","a real scene of television studio with a sign written on it ""refrigerator keeps people cool."""
"one sentence of 7 words about stop sign and teddy bear, the 7 words should be between double quotes.",7,,,"""stop sign and teddy bear, unlikely partners.""","a real scene of pantry with a sign written on it ""stop sign and teddy bear, unlikely partners."""
"one sentence of 7 words about cow and baseball bat, the 7 words should be between double quotes.",7,,,"""cow and baseball bat make an unlikely pair.""","a real scene of zen garden with a sign written on it ""cow and baseball bat make an unlikely pair."""
"one sentence of 6 words about skis and bird, the 6 words should be between double quotes.",6,,,"""skiing with a soaring bird is peaceful.""","a real scene of office building with a sign written on it ""skiing with a soaring bird is peaceful."""
"one sentence of 6 words about horse and scissors, the 6 words should be between double quotes.",6,,,"""horse beats scissors every time.""","a real scene of skyscraper with a sign written on it ""horse beats scissors every time."""
"one sentence of 7 words about cell phone and sink, the 7 words should be between double quotes.",7,,,"""cell phone and sink don't mix!""","a real scene of field with a sign written on it ""cell phone and sink don't mix!"""
"one sentence of 8 words about hot dog and microwave, the 8 words should be between double quotes.",8,,,"""a hot dog in a microwave is a quick snack.""","a real scene of general store with a sign written on it ""a hot dog in a microwave is a quick snack."""
"one sentence of 6 words about donut and keyboard, the 6 words should be between double quotes.",6,,,"""donut and keyboard, a sweet combo!""","a real scene of tundra with a sign written on it ""donut and keyboard, a sweet combo!"""
"one sentence of 7 words about spoon and tennis racket, the 7 words should be between double quotes.",7,,,"""spoon and tennis racket - two unlikely friends.""","a real scene of snowfield with a sign written on it ""spoon and tennis racket - two unlikely friends."""
"one sentence of 6 words about baseball bat and bus, the 6 words should be between double quotes.",6,,,"""baseball bat and bus, what a pair!""","a real scene of computer room with a sign written on it ""baseball bat and bus, what a pair!"""
"one sentence of 8 words about tie and backpack, the 8 words should be between double quotes.",8,,,"""a tie and backpack make a stylish combination.""","a real scene of islet with a sign written on it ""a tie and backpack make a stylish combination."""
"one sentence of 6 words about fork and knife, the 6 words should be between double quotes.",6,,,"""fork and knife: essential dining duo.""","a real scene of lighthouse with a sign written on it ""fork and knife: essential dining duo."""
"one sentence of 7 words about potted plant and toothbrush, the 7 words should be between double quotes.",7,,,"""plants make brushing teeth more enjoyable.""","a real scene of rock arch with a sign written on it ""plants make brushing teeth more enjoyable."""
"one sentence of 6 words about cake and umbrella, the 6 words should be between double quotes.",6,,,"""cake and umbrella, delicious yet wet.""","a real scene of museum with a sign written on it ""cake and umbrella, delicious yet wet."""
"one sentence of 6 words about toaster and keyboard, the 6 words should be between double quotes.",6,,,"""toaster and keyboard: opposites unite.""","a real scene of campus with a sign written on it ""toaster and keyboard: opposites unite."""
"one sentence of 6 words about book and bowl, the 6 words should be between double quotes.",6,,,"""book and bowl make perfect pair.""","a real scene of television room with a sign written on it ""book and bowl make perfect pair."""
"one sentence of 7 words about tv and hot dog, the 7 words should be between double quotes.",7,,,"""tv and hot dogs make a perfect pair.""","a real scene of grotto with a sign written on it ""tv and hot dogs make a perfect pair."""
"one sentence of 6 words about airplane and microwave, the 6 words should be between double quotes.",6,,,"""airplane flies, microwave cooks.""","a real scene of drugstore with a sign written on it ""airplane flies, microwave cooks."""
"one sentence of 8 words about broccoli and bus, the 8 words should be between double quotes.",8,,,"""the bus took me to the broccoli farm.""","a real scene of arch with a sign written on it ""the bus took me to the broccoli farm."""
"one sentence of 7 words about banana and handbag, the 7 words should be between double quotes.",7,,,"""banana in my handbag? why not!""","a real scene of art gallery with a sign written on it ""banana in my handbag? why not!"""
"one sentence of 6 words about toilet and horse, the 6 words should be between double quotes.",6,,,"""toilet for horses? no way!""","a real scene of beach with a sign written on it ""toilet for horses? no way!"""
"one sentence of 8 words about teddy bear and tennis racket, the 8 words should be between double quotes.",8,,,"""a teddy bear and tennis racket make a great pair!""","a real scene of apartment building with a sign written on it ""a teddy bear and tennis racket make a great pair!"""
"one sentence of 7 words about tie and scissors, the 7 words should be between double quotes.",7,,,"""tie needs scissors to be cut.""","a real scene of campsite with a sign written on it ""tie needs scissors to be cut."""
"one sentence of 8 words about backpack and toothbrush, the 8 words should be between double quotes.",8,,,"""a backpack and toothbrush are essential items.""","a real scene of biology laboratory with a sign written on it ""a backpack and toothbrush are essential items."""
"one sentence of 7 words about orange and fork, the 7 words should be between double quotes.",7,,,"""a ""fork"" and ""orange"" make an odd pair.""","a real scene of stadium with a sign written on it ""a ""fork"" and ""orange"" make an odd pair."""
"one sentence of 6 words about baseball bat and couch, the 6 words should be between double quotes.",6,,,"""baseball bat and couch don't mix.""","a real scene of lighthouse with a sign written on it ""baseball bat and couch don't mix."""
"one sentence of 8 words about airplane and sink, the 8 words should be between double quotes.",8,,,"""an airplane can't sink, but a sink can fly!""","a real scene of art gallery with a sign written on it ""an airplane can't sink, but a sink can fly!"""
"one sentence of 6 words about baseball glove and donut, the 6 words should be between double quotes.",6,,,"""baseball glove and donut, yum!""","a real scene of lake with a sign written on it ""baseball glove and donut, yum!"""
"one sentence of 8 words about carrot and couch, the 8 words should be between double quotes.",8,,,"""the carrot and couch contrast greatly.""","a real scene of zen garden with a sign written on it ""the carrot and couch contrast greatly."""
"one sentence of 8 words about toilet and baseball glove, the 8 words should be between double quotes.",8,,,"""toilet and baseball glove make an odd pair.""","a real scene of beach house with a sign written on it ""toilet and baseball glove make an odd pair."""
"one sentence of 8 words about boat and microwave, the 8 words should be between double quotes.",8,,,"""boats and microwaves don't mix!""","a real scene of field road with a sign written on it ""boats and microwaves don't mix!"""
"one sentence of 7 words about bear and bed, the 7 words should be between double quotes.",7,,,"""bears sleep in beds, too!""","a real scene of pavilion with a sign written on it ""bears sleep in beds, too!"""
"one sentence of 8 words about hair drier and stop sign, the 8 words should be between double quotes.",8,,,"""hair dryers and stop signs both signal caution.""","a real scene of physics laboratory with a sign written on it ""hair dryers and stop signs both signal caution."""
"one sentence of 7 words about bench and chair, the 7 words should be between double quotes.",7,,,"""bench and chair offer different seating options.""","a real scene of parking lot with a sign written on it ""bench and chair offer different seating options."""
"one sentence of 6 words about umbrella and kite, the 6 words should be between double quotes.",6,,,"""umbrella protects, kite soars high.""","a real scene of elevator lobby with a sign written on it ""umbrella protects, kite soars high."""
"one sentence of 8 words about toaster and car, the 8 words should be between double quotes.",8,,,"""a toaster and car are vastly different.""","a real scene of hot spring with a sign written on it ""a toaster and car are vastly different."""
"one sentence of 7 words about suitcase and tie, the 7 words should be between double quotes.",7,,,"""the suitcase and tie are travel essentials.""","a real scene of valley with a sign written on it ""the suitcase and tie are travel essentials."""
"one sentence of 7 words about vase and giraffe, the 7 words should be between double quotes.",7,,,"""the giraffe marveled at the vase.""","a real scene of hunting lodge with a sign written on it ""the giraffe marveled at the vase."""
"one sentence of 7 words about apple and baseball bat, the 7 words should be between double quotes.",7,,,"""apple and baseball bat make odd pair.""","a real scene of galley with a sign written on it ""apple and baseball bat make odd pair."""
"one sentence of 8 words about teddy bear and fork, the 8 words should be between double quotes.",8,,,"""a teddy bear and fork make an unlikely pair.""","a real scene of coast with a sign written on it ""a teddy bear and fork make an unlikely pair."""
"one sentence of 8 words about train and laptop, the 8 words should be between double quotes.",8,,,"""a laptop on a train is convenient.""","a real scene of dressing room with a sign written on it ""a laptop on a train is convenient."""
"one sentence of 6 words about bicycle and skis, the 6 words should be between double quotes.",6,,,"""biking and skiing are great fun!""","a real scene of cockpit with a sign written on it ""biking and skiing are great fun!"""
"one sentence of 7 words about sheep and tie, the 7 words should be between double quotes.",7,,,"""sheep are often used to tie knots.""","a real scene of kennel with a sign written on it ""sheep are often used to tie knots."""
"one sentence of 8 words about skateboard and dining table, the 8 words should be between double quotes.",8,,,"""skateboarding on the dining table is prohibited.""","a real scene of ticket booth with a sign written on it ""skateboarding on the dining table is prohibited."""
"one sentence of 8 words about bed and tennis racket, the 8 words should be between double quotes.",8,,,"""a bed and tennis racket make an unlikely pair.""","a real scene of library with a sign written on it ""a bed and tennis racket make an unlikely pair."""
"one sentence of 7 words about handbag and toilet, the 7 words should be between double quotes.",7,,,"""a handbag and toilet? what a strange combo!""","a real scene of ice skating rink with a sign written on it ""a handbag and toilet? what a strange combo!"""
"one sentence of 8 words about sports ball and bear, the 8 words should be between double quotes.",8,,,"""the bear played with the sports ball.""","a real scene of airport terminal with a sign written on it ""the bear played with the sports ball."""
"one sentence of 6 words about sandwich and fire hydrant, the 6 words should be between double quotes.",6,,,"""sandwich meets fire hydrant: yum!""","a real scene of ball pit with a sign written on it ""sandwich meets fire hydrant: yum!"""
"one sentence of 7 words about hot dog and tv, the 7 words should be between double quotes.",7,,,"""hot dogs and tv are a classic combo.""","a real scene of zen garden with a sign written on it ""hot dogs and tv are a classic combo."""
"one sentence of 6 words about pizza and oven, the 6 words should be between double quotes.",6,,,"""fresh pizza from the oven yum!""","a real scene of hunting lodge with a sign written on it ""fresh pizza from the oven yum!"""
"one sentence of 7 words about train and boat, the 7 words should be between double quotes.",7,,,"""trains and boats both transport people.""","a real scene of water tower with a sign written on it ""trains and boats both transport people."""
"one sentence of 7 words about couch and dog, the 7 words should be between double quotes.",7,,,"""my dog loves to sleep on the couch.""","a real scene of pantry with a sign written on it ""my dog loves to sleep on the couch."""
"one sentence of 6 words about sink and banana, the 6 words should be between double quotes.",6,,,"""sink and banana don't mix.""","a real scene of doorway with a sign written on it ""sink and banana don't mix."""
"one sentence of 7 words about sports ball and bicycle, the 7 words should be between double quotes.",7,,,"""cycling and playing ball are great sports!""","a real scene of oast house with a sign written on it ""cycling and playing ball are great sports!"""
"one sentence of 6 words about bird and keyboard, the 6 words should be between double quotes.",6,,,"""birds peck keyboards, curiously.""","a real scene of fountain with a sign written on it ""birds peck keyboards, curiously."""
"one sentence of 7 words about couch and orange, the 7 words should be between double quotes.",7,,,"""the couch was a vibrant orange colour.""","a real scene of garage with a sign written on it ""the couch was a vibrant orange colour."""
"one sentence of 6 words about baseball glove and backpack, the 6 words should be between double quotes.",6,,,"""baseball glove and backpack go hand-in-hand.""","a real scene of dam with a sign written on it ""baseball glove and backpack go hand-in-hand."""
"one sentence of 6 words about umbrella and refrigerator, the 6 words should be between double quotes.",6,,,"""umbrella and refrigerator, two opposites.""","a real scene of chalet with a sign written on it ""umbrella and refrigerator, two opposites."""
"one sentence of 8 words about person and cat, the 8 words should be between double quotes.",8,,,"""person and cat make a purr-fect pair!""","a real scene of flea market with a sign written on it ""person and cat make a purr-fect pair!"""
"one sentence of 8 words about scissors and skis, the 8 words should be between double quotes.",8,,,"""scissors cut, skis glide across snow.""","a real scene of mountain snowy with a sign written on it ""scissors cut, skis glide across snow."""
"one sentence of 7 words about snowboard and wine glass, the 7 words should be between double quotes.",7,,,"""snowboard the slopes, sip wine from a glass.""","a real scene of water tower with a sign written on it ""snowboard the slopes, sip wine from a glass."""
"one sentence of 6 words about elephant and skis, the 6 words should be between double quotes.",6,,,"""elephants don't ski, sadly.""","a real scene of arena with a sign written on it ""elephants don't ski, sadly."""
"one sentence of 7 words about handbag and mouse, the 7 words should be between double quotes.",7,,,"""a ""mouse"" in a ""handbag"" makes a statement.""","a real scene of field road with a sign written on it ""a ""mouse"" in a ""handbag"" makes a statement."""
"one sentence of 8 words about sheep and cell phone, the 8 words should be between double quotes.",8,,,"""sheep don't need cell phones.""","a real scene of lake with a sign written on it ""sheep don't need cell phones."""
"one sentence of 7 words about frisbee and giraffe, the 7 words should be between double quotes.",7,,,"""giraffes can't play frisbee.""","a real scene of cabin with a sign written on it ""giraffes can't play frisbee."""
"one sentence of 7 words about teddy bear and skis, the 7 words should be between double quotes.",7,,,"""teddy bear skis down the hill.""","a real scene of escalator with a sign written on it ""teddy bear skis down the hill."""
"one sentence of 7 words about kite and potted plant, the 7 words should be between double quotes.",7,,,"""kite soars, potted plant grows.""","a real scene of mausoleum with a sign written on it ""kite soars, potted plant grows."""
"one sentence of 6 words about traffic light and refrigerator, the 6 words should be between double quotes.",6,,,"""traffic lights and refrigerators differ.""","a real scene of wind farm with a sign written on it ""traffic lights and refrigerators differ."""
"one sentence of 8 words about train and pizza, the 8 words should be between double quotes.",8,,,"""the train stopped for pizza delivery.""","a real scene of phone booth with a sign written on it ""the train stopped for pizza delivery."""
"one sentence of 8 words about fork and traffic light, the 8 words should be between double quotes.",8,,,"""fork in the road, traffic light ahead.""","a real scene of construction site with a sign written on it ""fork in the road, traffic light ahead."""
"one sentence of 6 words about skis and keyboard, the 6 words should be between double quotes.",6,,,"""skiing with a keyboard is fun!""","a real scene of gas station with a sign written on it ""skiing with a keyboard is fun!"""
"one sentence of 7 words about tv and mouse, the 7 words should be between double quotes.",7,,,"""tv and mouse make a great team!""","a real scene of sky with a sign written on it ""tv and mouse make a great team!"""
"one sentence of 8 words about skis and potted plant, the 8 words should be between double quotes.",8,,,"""skis and potted plants make an unusual pair.""","a real scene of picnic area with a sign written on it ""skis and potted plants make an unusual pair."""
"one sentence of 6 words about suitcase and clock, the 6 words should be between double quotes.",6,,,"""time to pack my suitcase and clock.""","a real scene of forest path with a sign written on it ""time to pack my suitcase and clock."""
"one sentence of 6 words about bus and backpack, the 6 words should be between double quotes.",6,,,"""backpackers take buses everywhere.""","a real scene of village with a sign written on it ""backpackers take buses everywhere."""
"one sentence of 7 words about skateboard and pizza, the 7 words should be between double quotes.",7,,,"""skateboard and pizza make a great combo!""","a real scene of pharmacy with a sign written on it ""skateboard and pizza make a great combo!"""
"one sentence of 6 words about clock and parking meter, the 6 words should be between double quotes.",6,,,"""time runs out for both.""","a real scene of inn with a sign written on it ""time runs out for both."""
"one sentence of 7 words about clock and potted plant, the 7 words should be between double quotes.",7,,,"""the clock and potted plant sit together.""","a real scene of ice floe with a sign written on it ""the clock and potted plant sit together."""
"one sentence of 6 words about vase and tie, the 6 words should be between double quotes.",6,,,"""a ""vase"" and ""tie"" together.""","a real scene of water park with a sign written on it ""a ""vase"" and ""tie"" together."""
"one sentence of 6 words about elephant and train, the 6 words should be between double quotes.",6,,,"""elephant trumps train any day!""","a real scene of athletic field with a sign written on it ""elephant trumps train any day!"""
"one sentence of 8 words about cow and elephant, the 8 words should be between double quotes.",8,,,"""the cow and elephant are both majestic creatures.""","a real scene of butchers shop with a sign written on it ""the cow and elephant are both majestic creatures."""
"one sentence of 7 words about snowboard and microwave, the 7 words should be between double quotes.",7,,,"""snowboarding and microwaving don't mix.""","a real scene of stadium with a sign written on it ""snowboarding and microwaving don't mix."""
"one sentence of 8 words about broccoli and kite, the 8 words should be between double quotes.",8,,,"""broccoli and kite don't often mix.""","a real scene of pond with a sign written on it ""broccoli and kite don't often mix."""
"one sentence of 7 words about train and carrot, the 7 words should be between double quotes.",7,,,"""the train chugged along with a carrot.""","a real scene of tree farm with a sign written on it ""the train chugged along with a carrot."""
"one sentence of 8 words about baseball glove and handbag, the 8 words should be between double quotes.",8,,,"""a baseball glove and handbag make a stylish pair.""","a real scene of parking garage with a sign written on it ""a baseball glove and handbag make a stylish pair."""
"one sentence of 6 words about skis and scissors, the 6 words should be between double quotes.",6,,,"""skiing with scissors is dangerous!""","a real scene of desert with a sign written on it ""skiing with scissors is dangerous!"""
"one sentence of 6 words about horse and hot dog, the 6 words should be between double quotes.",6,,,"""horse and hot dog, a strange combination.""","a real scene of football field with a sign written on it ""horse and hot dog, a strange combination."""
"one sentence of 6 words about oven and pizza, the 6 words should be between double quotes.",6,,,"""freshly baked pizza in the oven.""","a real scene of pasture with a sign written on it ""freshly baked pizza in the oven."""
"one sentence of 7 words about snowboard and suitcase, the 7 words should be between double quotes.",7,,,"""snowboarding with a suitcase is inconvenient.""","a real scene of football field with a sign written on it ""snowboarding with a suitcase is inconvenient."""
"one sentence of 7 words about microwave and potted plant, the 7 words should be between double quotes.",7,,,"""microwave warms; potted plant beautifies.""","a real scene of amusement arcade with a sign written on it ""microwave warms; potted plant beautifies."""
"one sentence of 7 words about banana and cat, the 7 words should be between double quotes.",7,,,"""banana and cat are not friends.""","a real scene of general store with a sign written on it ""banana and cat are not friends."""
"one sentence of 8 words about elephant and wine glass, the 8 words should be between double quotes.",8,,,"""an elephant and a wine glass - an unlikely combination.""","a real scene of stadium with a sign written on it ""an elephant and a wine glass - an unlikely combination."""
"one sentence of 8 words about laptop and teddy bear, the 8 words should be between double quotes.",8,,,"""a laptop and teddy bear make a cozy pair.""","a real scene of lake with a sign written on it ""a laptop and teddy bear make a cozy pair."""
"one sentence of 8 words about stop sign and banana, the 8 words should be between double quotes.",8,,,"""a stop sign is not a banana.""","a real scene of campsite with a sign written on it ""a stop sign is not a banana."""
"one sentence of 7 words about carrot and dog, the 7 words should be between double quotes.",7,,,"""the carrot is for the dog.""","a real scene of arch with a sign written on it ""the carrot is for the dog."""
"one sentence of 8 words about train and mouse, the 8 words should be between double quotes.",8,,,"""the mouse ran across the train tracks.""","a real scene of jail cell with a sign written on it ""the mouse ran across the train tracks."""
"one sentence of 8 words about motorcycle and horse, the 8 words should be between double quotes.",8,,,"""a motorcycle is faster than a horse.""","a real scene of dining hall with a sign written on it ""a motorcycle is faster than a horse."""
"one sentence of 6 words about toaster and apple, the 6 words should be between double quotes.",6,,,"""toaster and apple, a tasty combo!""","a real scene of chalet with a sign written on it ""toaster and apple, a tasty combo!"""
