meta_prompt,obj1,obj2,obj3,synthetic_prompt
"In one sentence, Describe a scene about persons, book, zebra and oven.",book,zebra,oven,"the persons were gathered around the book, discussing its contents while the zebra watched curiously from the corner and the oven hummed in the background."
"In one sentence, Describe a scene about persons, frisbee, toothbrush and stop sign.",frisbee,toothbrush,stop sign,"a group of people are playing frisbee in a park, with a stop sign in the background and a toothbrush lying on the ground."
"In one sentence, Describe a scene about persons, couch, parking meter and skateboard.",couch,parking meter,skateboard,"a group of people are sitting on a couch in a parking lot, talking and laughing while a skateboarder practices tricks around a nearby parking meter."
"In one sentence, Describe a scene about persons, cow, skis and horse.",cow,skis,horse,a group of people skiing across a snowy field with a horse and a cow galloping alongside them.
"In one sentence, Describe a scene about persons, sink, oven and donut.",sink,oven,donut,"a group of people gathered around a kitchen counter with a sink, oven, and freshly-made donuts, chatting and laughing."
"In one sentence, Describe a scene about persons, dog, refrigerator and wine glass.",dog,refrigerator,wine glass,"the persons are laughing and talking around the kitchen table, the dog is sleeping in the corner, the refrigerator hums in the background, and a wine glass sits empty on the counter."
"In one sentence, Describe a scene about persons, toaster, tv and bench.",toaster,tv,bench,"a group of people are gathered around a toaster, tv and bench, chatting and laughing."
"In one sentence, Describe a scene about persons, clock, vase and banana.",clock,vase,banana,"the persons are standing around a clock, admiring a vase filled with bananas."
"In one sentence, Describe a scene about persons, carrot, knife and traffic light.",carrot,knife,traffic light,"the scene is of a group of people standing around a carrot on the sidewalk, one person holding a knife, while a traffic light changes from green to red."
"In one sentence, Describe a scene about persons, toothbrush, remote and person.",toothbrush,remote,person,"a person is brushing their teeth with a toothbrush while another person is sitting on the couch holding a remote, watching tv."
"In one sentence, Describe a scene about persons, suitcase, surfboard and carrot.",suitcase,surfboard,carrot,"a group of people are standing in a beach parking lot, each holding a suitcase, a surfboard, and a carrot."
"In one sentence, Describe a scene about persons, apple, book and cat.",apple,book,cat,"the scene shows two persons sitting in a room, one of them reading a book while the other pets a cat that is sitting next to an apple on the table."
"In one sentence, Describe a scene about persons, teddy bear, bird and suitcase.",teddy bear,bird,suitcase,"a group of people are standing around a suitcase, with a teddy bear and a bird perched on top, chatting and laughing."
"In one sentence, Describe a scene about persons, skateboard, banana and dog.",skateboard,banana,dog,a group of people skateboarding around with a dog chasing a banana being thrown by one of them.
"In one sentence, Describe a scene about persons, sandwich, microwave and stop sign.",sandwich,microwave,stop sign,"a group of people are gathered around a stop sign, eating sandwiches heated in a nearby microwave."
"In one sentence, Describe a scene about persons, dog, train and tv.",dog,train,tv,"the scene is of a family sitting around their living room watching tv, with their dog sleeping peacefully on the floor near the train set."
"In one sentence, Describe a scene about persons, spoon, fork and bear.",spoon,fork,bear,"a group of people are gathered around a picnic table in a forest, using a spoon, fork and a teddy bear as props to act out a funny skit."
"In one sentence, Describe a scene about persons, car, dog and orange.",car,dog,orange,"five people are standing around a car, one of them holding a leash with a dog on the other end and an orange in their hand."
"In one sentence, Describe a scene about persons, toilet, cat and bed.",toilet,cat,bed,the persons were sitting on the bed while the cat lounged on the toilet and watched them.
"In one sentence, Describe a scene about persons, mouse, sports ball and couch.",mouse,sports ball,couch,"the persons are lounging on the couch, while a mouse scurries around their feet and a sports ball bounces between them."
"In one sentence, Describe a scene about persons, remote, parking meter and cake.",remote,parking meter,cake,"persons are standing around a remote-controlled parking meter, eating cake."
"In one sentence, Describe a scene about persons, potted plant, bench and dog.",potted plant,bench,dog,"a group of people are sitting on a bench in a park, petting a dog, surrounded by potted plants."
"In one sentence, Describe a scene about persons, bed, car and hair drier.",bed,car,hair drier,"the scene is of a group of people crowded around a bed in a car, trying to dry their hair with a hairdryer."
"In one sentence, Describe a scene about persons, wine glass, cake and banana.",wine glass,cake,banana,"a group of people are gathered around a table with a wine glass, a cake and a banana, laughing and talking."
"In one sentence, Describe a scene about persons, keyboard, remote and sink.",keyboard,remote,sink,persons are typing away on their keyboards while using a remote to control the sink in the background.
"In one sentence, Describe a scene about persons, bear, book and fire hydrant.",bear,book,fire hydrant,"a group of people are gathered around a bear, a book, and a fire hydrant, talking animatedly."
"In one sentence, Describe a scene about persons, traffic light, suitcase and tennis racket.",traffic light,suitcase,tennis racket,"a chaotic scene of people running around, a traffic light changing from red to green, a suitcase lying on the ground and a tennis racket abandoned nearby."
"In one sentence, Describe a scene about persons, tv, bus and elephant.",tv,bus,elephant,"a group of people are sitting in a bus, watching a tv show about an elephant while the bus drives by."
"In one sentence, Describe a scene about persons, train, teddy bear and sandwich.",train,teddy bear,sandwich,"a group of people are sitting on a train, eating sandwiches while cuddling teddy bears."
"In one sentence, Describe a scene about persons, banana, bus and mouse.",banana,bus,mouse,a chaotic scene of people running around trying to catch a bus while a mouse scurries around eating a banana.
"In one sentence, Describe a scene about persons, potted plant, broccoli and snowboard.",potted plant,broccoli,snowboard,"a group of people are gathered around a potted plant, eating broccoli and discussing the best way to snowboard."
"In one sentence, Describe a scene about persons, hair drier, kite and dining table.",hair drier,kite,dining table,a group of people are gathered around a dining table using a hairdryer to inflate a colorful kite.
"In one sentence, Describe a scene about persons, toilet, tv and motorcycle.",toilet,tv,motorcycle,"a group of people are gathered around a toilet, watching a motorcycle race on the tv."
"In one sentence, Describe a scene about persons, scissors, orange and toothbrush.",scissors,orange,toothbrush,"a group of people are sitting around a table, each holding a pair of scissors, an orange, and a toothbrush."
"In one sentence, Describe a scene about persons, baseball bat, snowboard and bird.",baseball bat,snowboard,bird,"a group of people are gathered in a snow-covered field, with a baseball bat and a snowboard, while a bird soars overhead."
"In one sentence, Describe a scene about persons, surfboard, book and horse.",surfboard,book,horse,"a group of people are gathered around a beach, riding horses, reading books, and surfing with their surfboards."
"In one sentence, Describe a scene about persons, broccoli, sandwich and cat.",broccoli,sandwich,cat,persons are eating a sandwich while a cat curiously watches them and a pile of broccoli lies nearby.
"In one sentence, Describe a scene about persons, refrigerator, baseball glove and cake.",refrigerator,baseball glove,cake,"persons are gathered around a refrigerator, admiring a freshly-baked cake decorated with a baseball glove."
"In one sentence, Describe a scene about persons, horse, toaster and skateboard.",horse,toaster,skateboard,"a group of people are gathered around a horse, toaster, and skateboard, having an animated discussion."
"In one sentence, Describe a scene about persons, wine glass, skis and scissors.",wine glass,skis,scissors,"the scene is of three persons, each holding a wine glass in one hand and either a pair of skis or scissors in the other."
"In one sentence, Describe a scene about persons, fire hydrant, spoon and baseball bat.",fire hydrant,spoon,baseball bat,"a group of people are gathered around a fire hydrant, holding a spoon and baseball bat, seemingly engaged in an intense discussion."
"In one sentence, Describe a scene about persons, laptop, broccoli and tv.",laptop,broccoli,tv,"the persons are sitting around the laptop, eating broccoli and watching tv."
"In one sentence, Describe a scene about persons, bear, scissors and giraffe.",bear,scissors,giraffe,"a group of people are standing around a bear, scissors and a giraffe, trying to figure out what to do next."
"In one sentence, Describe a scene about persons, scissors, toaster and cat.",scissors,toaster,cat,"a group of people are gathered around a table, each holding a pair of scissors and a toaster, while a cat curiously watches from the corner."
"In one sentence, Describe a scene about persons, toaster, bicycle and cow.",toaster,bicycle,cow,"a group of people are gathered around a toaster, bicycle, and cow, chatting and laughing."
"In one sentence, Describe a scene about persons, surfboard, baseball bat and bus.",surfboard,baseball bat,bus,"a group of people are standing around a bus with a surfboard and a baseball bat, chatting and laughing."
"In one sentence, Describe a scene about persons, banana, snowboard and hot dog.",banana,snowboard,hot dog,"a group of people are snowboarding down a hill, eating hot dogs and bananas while laughing and enjoying the winter scenery."
"In one sentence, Describe a scene about persons, bird, airplane and wine glass.",bird,airplane,wine glass,"a group of people are gathered outside, watching a bird soar in the sky, an airplane slowly fly by, and clinking their wine glasses in a toast."
"In one sentence, Describe a scene about persons, elephant, baseball bat and umbrella.",elephant,baseball bat,umbrella,"a group of people gathered around an elephant, holding an umbrella and a baseball bat, watching with curiosity."
"In one sentence, Describe a scene about persons, skis, couch and truck.",skis,couch,truck,persons are loading skis onto a couch in the back of a truck.
"In one sentence, Describe a scene about persons, tv, broccoli and microwave.",tv,broccoli,microwave,the room is filled with people watching tv while munching on microwaved broccoli.
"In one sentence, Describe a scene about persons, stop sign, dog and oven.",stop sign,dog,oven,"the persons are standing at a stop sign, while the dog is barking and the oven is humming in the background."
"In one sentence, Describe a scene about persons, person, boat and toothbrush.",person,boat,toothbrush,"a group of people are on a boat, each with their own toothbrush, enjoying the scenery."
"In one sentence, Describe a scene about persons, bicycle, train and bench.",bicycle,train,bench,"a group of people are sitting on a bench near a train station, some of them riding bicycles, while others are waiting for the train to arrive."
"In one sentence, Describe a scene about persons, cow, cup and banana.",cow,cup,banana,"a group of people are gathered around a cow, each holding a cup and a banana."
"In one sentence, Describe a scene about persons, cake, snowboard and dog.",cake,snowboard,dog,"the persons are gathered around a cake, laughing and talking as a snowboard and a dog watch curiously nearby."
"In one sentence, Describe a scene about persons, donut, kite and refrigerator.",donut,kite,refrigerator,"a group of people are gathered in a park, laughing and eating donuts while flying a kite and looking at pictures of refrigerators on their phones."
"In one sentence, Describe a scene about persons, surfboard, hair drier and bicycle.",surfboard,hair drier,bicycle,"a group of people are gathered around a beach, with a surfboard propped up against a wall, a hair drier plugged in nearby, and a bicycle parked nearby."
"In one sentence, Describe a scene about persons, bench, car and kite.",bench,car,kite,"a group of people are gathered around a park bench, watching a car drive off in the distance with a kite flying behind it."
"In one sentence, Describe a scene about persons, bowl, person and bird.",bowl,person,bird,a person is holding a bowl filled with birdseed while a bird sits perched atop the person's shoulder.
"In one sentence, Describe a scene about persons, hair drier, elephant and surfboard.",hair drier,elephant,surfboard,"the scene shows a group of people standing around an elephant with a surfboard on its back, using a hair drier to dry its trunk."
"In one sentence, Describe a scene about persons, sports ball, cake and baseball bat.",sports ball,cake,baseball bat,"the scene is of a group of people playing catch with a sports ball, eating cake, and hitting a baseball bat."
"In one sentence, Describe a scene about persons, backpack, elephant and airplane.",backpack,elephant,airplane,"the persons are standing in awe, watching an elephant carrying a backpack, walking towards an airplane in the distance."
"In one sentence, Describe a scene about persons, carrot, laptop and book.",carrot,laptop,book,"a group of people are gathered around a table, each with a laptop, book, and a carrot in hand."
"In one sentence, Describe a scene about persons, baseball bat, knife and scissors.",baseball bat,knife,scissors,"the scene involves three persons, one with a baseball bat, one with a knife, and one with a pair of scissors, all standing in a tense standoff."
"In one sentence, Describe a scene about persons, cup, clock and cell phone.",cup,clock,cell phone,"a group of people are gathered around a table, each holding a cup, looking at a clock on the wall and texting on their cell phones."
"In one sentence, Describe a scene about persons, person, tennis racket and fork.",person,tennis racket,fork,"a group of people are playing tennis with rackets, while one person is eating with a fork nearby."
"In one sentence, Describe a scene about persons, chair, remote and bicycle.",chair,remote,bicycle,"a group of people are gathered around a table, with a remote control and a bicycle propped up against it, while they sit in a circle of chairs."
"In one sentence, Describe a scene about persons, fork, train and spoon.",fork,train,spoon,"a group of people are sitting around a table, each holding a spoon, fork and train, ready to enjoy a delicious meal."
"In one sentence, Describe a scene about persons, tie, fire hydrant and clock.",tie,fire hydrant,clock,"a group of people are standing around a fire hydrant, wearing ties, while a clock ticks in the background."
"In one sentence, Describe a scene about persons, mouse, motorcycle and remote.",mouse,motorcycle,remote,"the persons were sitting around a table, with a mouse scurrying around the floor, a motorcycle parked nearby, and a remote control in one of the person's hands."
"In one sentence, Describe a scene about persons, handbag, car and tennis racket.",handbag,car,tennis racket,"the scene consists of two persons standing by a car, one holding a handbag and the other a tennis racket."
"In one sentence, Describe a scene about persons, donut, spoon and bed.",donut,spoon,bed,four people are sitting around a bed eating donuts with spoons while laughing and talking.
"In one sentence, Describe a scene about persons, truck, bicycle and skis.",truck,bicycle,skis,"a group of people are loading a truck with a bicycle and a pair of skis, ready for an outdoor adventure."
"In one sentence, Describe a scene about persons, skateboard, bed and pizza.",skateboard,bed,pizza,the scene is of a group of friends enjoying pizza and skateboarding around the bed in their bedroom.
"In one sentence, Describe a scene about persons, couch, bicycle and suitcase.",couch,bicycle,suitcase,"a group of people are gathered around a couch, each with a suitcase and a bicycle, talking animatedly."
"In one sentence, Describe a scene about persons, orange, remote and tv.",orange,remote,tv,"a group of people are gathered around an orange-colored tv, using a remote to control it."
"In one sentence, Describe a scene about persons, toilet, toaster and person.",toilet,toaster,person,"a person is standing in a bathroom, holding a toaster, while two other persons are arguing over who should use the toilet."
"In one sentence, Describe a scene about persons, hot dog, banana and apple.",hot dog,banana,apple,"a group of people are gathered around a picnic table, eating hot dogs and sharing a banana and an apple."
"In one sentence, Describe a scene about persons, broccoli, wine glass and handbag.",broccoli,wine glass,handbag,"a group of people are gathered around a table, eating broccoli with their hands from a wine glass, while their handbags lie nearby."
"In one sentence, Describe a scene about persons, baseball glove, snowboard and carrot.",baseball glove,snowboard,carrot,"a group of people are playing baseball with a glove, snowboarding down a hill with a carrot in their hand."
"In one sentence, Describe a scene about persons, sink, bed and tennis racket.",sink,bed,tennis racket,"a group of people are gathered around a sink, playing a game of tennis with a racket while lounging on a bed."
"In one sentence, Describe a scene about persons, toilet, zebra and donut.",toilet,zebra,donut,"a zebra, a donut, and two people are in a bathroom, with one person using the toilet."
"In one sentence, Describe a scene about persons, sink, scissors and tennis racket.",sink,scissors,tennis racket,"a group of people are gathered around a sink, with scissors and a tennis racket scattered on the countertop."
"In one sentence, Describe a scene about persons, teddy bear, mouse and knife.",teddy bear,mouse,knife,"the persons are gathered around a table, each holding a teddy bear, a mouse, and a knife, creating an eerie yet intriguing atmosphere."
"In one sentence, Describe a scene about persons, spoon, baseball glove and book.",spoon,baseball glove,book,"the scene is of two persons, one holding a spoon and the other holding a baseball glove, while a book is lying open on the floor between them."
"In one sentence, Describe a scene about persons, oven, bottle and refrigerator.",oven,bottle,refrigerator,"the persons are gathered around the oven, bottle and refrigerator, discussing what to cook for dinner."
"In one sentence, Describe a scene about persons, chair, toaster and carrot.",chair,toaster,carrot,"a group of people are gathered around a table with a toaster, a chair, and a carrot on it."
"In one sentence, Describe a scene about persons, dog, refrigerator and dining table.",dog,refrigerator,dining table,"the persons are sitting around the dining table, while the dog is happily playing nearby and the refrigerator hums in the background."
"In one sentence, Describe a scene about persons, car, motorcycle and baseball bat.",car,motorcycle,baseball bat,"a group of people gathered around a car, some on motorcycles, one holding a baseball bat, discussing something intently."
"In one sentence, Describe a scene about persons, toaster, broccoli and parking meter.",toaster,broccoli,parking meter,"the scene is of three persons standing around a toaster, eating broccoli, while a fourth person feeds the parking meter nearby."
"In one sentence, Describe a scene about persons, remote, fire hydrant and sheep.",remote,fire hydrant,sheep,a remote countryside scene with persons standing around a fire hydrant surrounded by sheep grazing in the grass.
"In one sentence, Describe a scene about persons, remote, tennis racket and scissors.",remote,tennis racket,scissors,"the scene is of three persons sitting far away from each other in a remote area, playing a game of tennis with a tennis racket and a pair of scissors."
"In one sentence, Describe a scene about persons, fork, carrot and bed.",fork,carrot,bed,"the persons were sitting in bed, eating a carrot with a fork."
"In one sentence, Describe a scene about persons, broccoli, giraffe and refrigerator.",broccoli,giraffe,refrigerator,"the persons are trying to figure out how to fit the broccoli, giraffe and refrigerator into the room."
"In one sentence, Describe a scene about persons, bus, car and stop sign.",bus,car,stop sign,"at the bus stop, people are waiting for the bus while cars pass by, and a stop sign is visible in the background."
"In one sentence, Describe a scene about persons, zebra, suitcase and potted plant.",zebra,suitcase,potted plant,"a group of people are standing in a circle around a zebra carrying a suitcase, with a potted plant nearby."
"In one sentence, Describe a scene about persons, fire hydrant, airplane and banana.",fire hydrant,airplane,banana,"a group of people are standing around a fire hydrant, looking up at an airplane flying overhead while eating a banana."
"In one sentence, Describe a scene about persons, bowl, mouse and baseball glove.",bowl,mouse,baseball glove,"a group of people are sitting around a bowl, with a mouse running around the room, and a baseball glove lying nearby."
"In one sentence, Describe a scene about persons, airplane, laptop and pizza.",airplane,laptop,pizza,persons are sitting in an airplane eating pizza while working on their laptops.
"In one sentence, Describe a scene about persons, dog, dining table and bowl.",dog,dining table,bowl,"the persons are sitting around the dining table with a bowl of food in the middle, while the dog is eagerly waiting for its share."
"In one sentence, Describe a scene about persons, sports ball, teddy bear and book.",sports ball,teddy bear,book,"a group of people playing a game of catch with a sports ball, while a child cuddles a teddy bear and reads a book nearby."
"In one sentence, Describe a scene about persons, hair drier, dining table and donut.",hair drier,dining table,donut,"the room was filled with the sound of the hair dryer as the persons sat around the dining table, eating donuts."
"In one sentence, Describe a scene about persons, skis, airplane and zebra.",skis,airplane,zebra,"a group of people skiing down a mountain, with an airplane flying overhead and a zebra running alongside them."
"In one sentence, Describe a scene about persons, bird, frisbee and book.",bird,frisbee,book,a group of people are playing frisbee in the park while a bird watches from a nearby tree and a lone person reads a book on a bench.
"In one sentence, Describe a scene about persons, suitcase, hair drier and horse.",suitcase,hair drier,horse,"a group of people are standing around a horse, each with a suitcase and a hair drier in hand."
"In one sentence, Describe a scene about persons, couch, spoon and sports ball.",couch,spoon,sports ball,"a group of people are lounging on a cozy couch, eating ice cream with spoons, while a sports ball bounces around them."
"In one sentence, Describe a scene about persons, chair, bottle and tie.",chair,bottle,tie,"the scene is of two people sitting in chairs, one wearing a tie and holding a bottle, while the other looks on."
"In one sentence, Describe a scene about persons, toilet, cup and sandwich.",toilet,cup,sandwich,"a group of people are gathered in a bathroom, one person holding a cup of coffee, another with a sandwich, and all of them looking at the toilet."
"In one sentence, Describe a scene about persons, book, giraffe and knife.",book,giraffe,knife,"the persons were gathered around a book, laughing at the giraffe as it cautiously edged away from the knife stuck in the table."
"In one sentence, Describe a scene about persons, backpack, clock and toilet.",backpack,clock,toilet,"a group of people are sitting around a backpack, clock and toilet, talking and laughing."
"In one sentence, Describe a scene about persons, mouse, truck and bed.",mouse,truck,bed,the persons were playing with a mouse on the bed while a truck drove by outside.
"In one sentence, Describe a scene about persons, frisbee, knife and hair drier.",frisbee,knife,hair drier,"a group of people playing frisbee in a park, with a knife and hair drier lying nearby."
"In one sentence, Describe a scene about persons, clock, bird and hot dog.",clock,bird,hot dog,"a group of people are sitting around a clock, watching a bird eat a hot dog."
"In one sentence, Describe a scene about persons, elephant, traffic light and cat.",elephant,traffic light,cat,"a busy street scene with people crossing, an elephant walking slowly, a traffic light blinking, and a cat lounging on a nearby bench."
"In one sentence, Describe a scene about persons, fork, boat and truck.",fork,boat,truck,"persons are in a boat, while a truck is parked nearby and a fork is lying on the ground."
"In one sentence, Describe a scene about persons, skateboard, zebra and stop sign.",skateboard,zebra,stop sign,"a group of people skateboarding around a zebra crossing, with a stop sign in the background."
"In one sentence, Describe a scene about persons, toothbrush, wine glass and motorcycle.",toothbrush,wine glass,motorcycle,"four people are gathered around a motorcycle, each holding a toothbrush and a wine glass."
"In one sentence, Describe a scene about persons, toilet, parking meter and skateboard.",toilet,parking meter,skateboard,"a group of people are gathered around a parking meter, a skateboard lying nearby, while one of them is in the toilet, laughing."
"In one sentence, Describe a scene about persons, sandwich, cake and stop sign.",sandwich,cake,stop sign,"a group of people are gathered around a picnic table, enjoying sandwiches, cake, and conversation while a stop sign looms in the background."
"In one sentence, Describe a scene about persons, broccoli, bicycle and surfboard.",broccoli,bicycle,surfboard,"persons are riding bicycles, eating broccoli, and surfing on a surfboard in a sunny beach."
"In one sentence, Describe a scene about persons, tie, spoon and toaster.",tie,spoon,toaster,persons are gathered around a table with a tie draped over a spoon and a toaster in the middle.
"In one sentence, Describe a scene about persons, toothbrush, spoon and keyboard.",toothbrush,spoon,keyboard,a room full of people brushing their teeth with spoons while typing on keyboards.
"In one sentence, Describe a scene about persons, broccoli, spoon and suitcase.",broccoli,spoon,suitcase,the scene is of a group of people eating broccoli with spoons from a suitcase that is open on the ground.
"In one sentence, Describe a scene about persons, bench, traffic light and person.",bench,traffic light,person,"a person is sitting on a bench, watching the traffic light change while other people pass by."
"In one sentence, Describe a scene about persons, dining table, book and donut.",dining table,book,donut,"at the dining table, two persons are enjoying a donut while reading a book together."
"In one sentence, Describe a scene about persons, broccoli, vase and train.",broccoli,vase,train,"the scene is of a train station, with people bustling around, a vase of broccoli in the corner, and a train chugging away in the background."
"In one sentence, Describe a scene about persons, surfboard, book and spoon.",surfboard,book,spoon,"a group of people are sitting on the beach, each with a surfboard, a book, and a spoon, enjoying the sun and the sound of the waves."
"In one sentence, Describe a scene about persons, fork, vase and parking meter.",fork,vase,parking meter,"the scene is of three people gathered around a parking meter, each holding a fork and admiring a vase perched atop it."
"In one sentence, Describe a scene about persons, hot dog, boat and bed.",hot dog,boat,bed,the scene is of three persons eating hot dogs on a boat while lying on a bed.
"In one sentence, Describe a scene about persons, donut, remote and fork.",donut,remote,fork,"a group of people are gathered around a table, enjoying donuts with a remote control in one hand and a fork in the other."
"In one sentence, Describe a scene about persons, fork, zebra and fire hydrant.",fork,zebra,fire hydrant,"persons are running around a fire hydrant, a fork and a zebra, seemingly in a state of confusion."
"In one sentence, Describe a scene about persons, stop sign, bed and kite.",stop sign,bed,kite,"a group of people are gathered in a park, flying a kite around a stop sign while lounging on a bed."
"In one sentence, Describe a scene about persons, book, knife and boat.",book,knife,boat,"a group of people are sitting on a boat, discussing a book while a knife glints in the sun."
"In one sentence, Describe a scene about persons, skateboard, fork and surfboard.",skateboard,fork,surfboard,"a group of friends are gathered around a skateboard, fork, and surfboard, laughing and sharing stories."
"In one sentence, Describe a scene about persons, tennis racket, chair and zebra.",tennis racket,chair,zebra,"a group of people are playing a game of tennis with a zebra watching from a nearby chair, holding a tennis racket in its mouth."
"In one sentence, Describe a scene about persons, bicycle, elephant and snowboard.",bicycle,elephant,snowboard,"a group of people are riding their bicycles, snowboarding, and watching an elephant play in the snow."
"In one sentence, Describe a scene about persons, dining table, microwave and book.",dining table,microwave,book,"at the dining table, two people are enjoying a meal heated up in the microwave while reading a book together."
"In one sentence, Describe a scene about persons, cake, hot dog and car.",cake,hot dog,car,"a group of people are gathered around a car, eating hot dogs and cake."
"In one sentence, Describe a scene about persons, pizza, sheep and book.",pizza,sheep,book,the persons are gathered around a table eating pizza while a flock of sheep graze nearby and a book lies open on the grass.
"In one sentence, Describe a scene about persons, laptop, skateboard and elephant.",laptop,skateboard,elephant,"a group of people are gathered around a laptop, skateboarding around an elephant in a park."
"In one sentence, Describe a scene about persons, laptop, surfboard and fork.",laptop,surfboard,fork,"the four persons sat around the laptop, with a surfboard propped against the wall and a fork resting on the table between them."
"In one sentence, Describe a scene about persons, fire hydrant, fork and keyboard.",fire hydrant,fork,keyboard,"a group of people are gathered around a fire hydrant, a fork, and a keyboard, discussing their next move."
"In one sentence, Describe a scene about persons, backpack, bottle and refrigerator.",backpack,bottle,refrigerator,"the persons are standing around a backpack, bottle, and refrigerator, chatting and laughing."
"In one sentence, Describe a scene about persons, bed, bowl and tie.",bed,bowl,tie,"a group of people sitting on a bed, eating cereal out of a bowl while wearing ties."
"In one sentence, Describe a scene about persons, hair drier, couch and potted plant.",hair drier,couch,potted plant,"people are gathered around the couch, using a hair drier to style their hair while a potted plant sits in the corner, providing a peaceful atmosphere."
"In one sentence, Describe a scene about persons, baseball glove, spoon and pizza.",baseball glove,spoon,pizza,"the scene is of two persons playing catch with a baseball glove, while eating pizza with a spoon."
"In one sentence, Describe a scene about persons, tv, cell phone and bed.",tv,cell phone,bed,"a group of people are gathered around a bed, watching tv and chatting on their cell phones."
"In one sentence, Describe a scene about persons, bicycle, sheep and oven.",bicycle,sheep,oven,"several people are riding their bicycles around a field of sheep, while the smell of freshly-baked bread wafts from an oven in the distance."
"In one sentence, Describe a scene about persons, potted plant, scissors and truck.",potted plant,scissors,truck,"a group of people are standing around a truck, holding scissors and a potted plant."
"In one sentence, Describe a scene about persons, mouse, hot dog and airplane.",mouse,hot dog,airplane,"the people are running around the field with a mouse, eating a hot dog, while an airplane flies overhead."
"In one sentence, Describe a scene about persons, cat, pizza and bed.",cat,pizza,bed,"the persons were lounging on the bed, eating pizza and petting the cat."
"In one sentence, Describe a scene about persons, bear, snowboard and orange.",bear,snowboard,orange,"a group of people snowboarding down a snowy mountain, with an orange bear floating alongside them."
"In one sentence, Describe a scene about persons, tennis racket, traffic light and couch.",tennis racket,traffic light,couch,"persons are playing tennis with their rackets in front of a traffic light, while lounging on a couch."
"In one sentence, Describe a scene about persons, dining table, sink and tennis racket.",dining table,sink,tennis racket,"at the dining table, four people are eating dinner while a tennis racket leans against the sink in the corner."
"In one sentence, Describe a scene about persons, backpack, clock and refrigerator.",backpack,clock,refrigerator,"a group of people are gathered around a backpack, clock and refrigerator, discussing their plans for the day."
"In one sentence, Describe a scene about persons, refrigerator, hair drier and umbrella.",refrigerator,hair drier,umbrella,"the persons are standing around the refrigerator, using the hair drier to dry their umbrellas after a rainy day."
"In one sentence, Describe a scene about persons, bench, laptop and cup.",bench,laptop,cup,"a group of people are sitting on a bench, with a laptop on the bench in front of them and a cup of coffee beside it."
"In one sentence, Describe a scene about persons, snowboard, truck and toaster.",snowboard,truck,toaster,a group of people are snowboarding down a hill in the snow while a truck drives by with a toaster sticking out the window.
"In one sentence, Describe a scene about persons, boat, train and carrot.",boat,train,carrot,"a group of people are on a boat, watching a train passing by while eating carrots."
"In one sentence, Describe a scene about persons, potted plant, car and laptop.",potted plant,car,laptop,"a group of people are gathered around a laptop in a car, discussing something while a potted plant sits on the dashboard."
"In one sentence, Describe a scene about persons, cell phone, potted plant and microwave.",cell phone,potted plant,microwave,"the persons are sitting around a table with a potted plant in the middle, talking on their cell phones while the microwave hums in the background."
"In one sentence, Describe a scene about persons, fork, baseball bat and apple.",fork,baseball bat,apple,"the scene shows three persons holding a fork, baseball bat and an apple, looking around curiously."
"In one sentence, Describe a scene about persons, car, bowl and cow.",car,bowl,cow,"a group of people are gathered around a car, one of them holding a bowl of milk while a cow watches curiously."
"In one sentence, Describe a scene about persons, baseball glove, oven and donut.",baseball glove,oven,donut,"the persons were playing catch with the baseball glove, while the oven baked a delicious batch of donuts."
"In one sentence, Describe a scene about persons, toilet, boat and hot dog.",toilet,boat,hot dog,a group of people are sitting in a boat eating hot dogs while one of them goes to the toilet.
"In one sentence, Describe a scene about persons, knife, bear and hot dog.",knife,bear,hot dog,"the persons were nervously standing in a circle around the bear while holding a knife, debating who would get to eat the hot dog."
"In one sentence, Describe a scene about persons, teddy bear, dining table and couch.",teddy bear,dining table,couch,"a group of people are gathered around a dining table, with a teddy bear perched on the couch nearby, laughing and chatting."
"In one sentence, Describe a scene about persons, traffic light, toaster and motorcycle.",traffic light,toaster,motorcycle,persons are standing at a traffic light waiting to cross the street while a toaster and a motorcycle whiz by.
"In one sentence, Describe a scene about persons, hair drier, spoon and teddy bear.",hair drier,spoon,teddy bear,a scene of a person using a hairdryer to dry a teddy bear's fur while another person stirs a spoon in a bowl nearby.
"In one sentence, Describe a scene about persons, backpack, oven and person.",backpack,oven,person,"a person is standing in a kitchen, wearing a backpack, while an oven hums in the background."
"In one sentence, Describe a scene about persons, microwave, skis and pizza.",microwave,skis,pizza,"a group of people are gathered around a microwave, eating pizza and discussing their plans for skiing later in the day."
"In one sentence, Describe a scene about persons, fork, cat and apple.",fork,cat,apple,"the persons are eating their dinner with a fork while a cat curiously watches from the corner, eyeing the juicy apple on the table."
"In one sentence, Describe a scene about persons, bed, bench and handbag.",bed,bench,handbag,"a group of people are sitting on a bench in a bedroom, talking and laughing as one person holds a handbag on their lap."
"In one sentence, Describe a scene about persons, toaster, skateboard and frisbee.",toaster,skateboard,frisbee,"a group of people are enjoying a sunny day in the park, toasting sandwiches on a toaster, skateboarding, and throwing a frisbee around."
"In one sentence, Describe a scene about persons, bus, wine glass and horse.",bus,wine glass,horse,"a group of people are standing around a bus, holding wine glasses and watching a horse trot by."
"In one sentence, Describe a scene about persons, spoon, baseball glove and vase.",spoon,baseball glove,vase,"a scene of a group of people gathered around a table with a spoon, baseball glove, and vase on it."
