,original_prompt,e1,e2,e3
1263,"greg manchess portrait painting of yorha 2 b as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng ","greg manchess portrait painting of yorha 2 b as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, mAtte painting, bolS shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng","greg manchess portrait painting of yorha 2 b as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold qhales, nsrd edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng","greg manchess portrait painting of yorha 2 b as overwatch character, medium shot, asymmetrical, profile picture, organic pQinting, sunny day, matGe painting, bold Chapes, haed edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachLn teng"
1264,"a cell shaded cartoon of an adorable mechanized sloth from howl's moving castle ( 2 0 0 4 ), hanging on a tree branch, in front of a pale full moon, full body, wide shot, very dull muted colors, studio ghibli, laurie greasley, highly detailed, deviantart, art by artgem ","a cell shaded cartoon of an adorable mechanized sloth from howl ' s moving castle (2 0 0 4 ), hanging on a tree branch, in front of a pale full moon, full body, wide shot, very du;> muted colors, studio ghibli, laurie greasley, highly detailed, deviantart, art by artgem","a ce?l shaded cartoon of an adorzble mechanized sloth from howl ' s moving castle (2 0 0 4 ), hanging on a tree branch, in front of a pale full moon, full body, wide shot, v@ry dull muted colors, studio ghibli, laurie greasley, highly detailed, deviantart, art by artgem","a cell shaded cartoon of an adorable mechanized sloth from howl ' s moving castle (2 0 0 4 ), hanging on a tree branch, in front of a pale full moon, rulp body, wide sh86, Cfry dull muted colors, studio ghibli, laurie greasley, highly detailed, deviantart, art by artgem"
1265,"a hyper realistic portrait of mewtwo from pokemon, beautiful symmetrical face, cinematic black chaos in background, award winning painting, brush splashes of blood, artwork by chiara bautista and beksinski and norman rockwell and greg rutkowski, tom bagshaw weta studio ","a hyper rra,istic portrait of mewtwo from pokemon, beautiful symmetrical face, cinematic black chaos in background, award winning painting, brush splashes of blood, artwork by chiara bautista and beksinski and norman rockwell and greg rutkowski, tom bagshaw weta studio","a hyper FealKstic portrait of mewtwo from pokemon, beaurifuo symmetrical face, cinematic black chaos in background, award winning painting, brush splashes of blood, artwork by chiara bautista and beksinski and norman rockwell and greg rutkowski, tom bagshaw weta studio","a hyper realistic portrait of mewtwo from pokemon, beautiful symmetrical face, cinematic hlack cha)s in background, award winning lainting, brush splashes of blood, artdork by chiara bautista and beksinski and normXn rockwell and greg rutkowski, tom bagshaw weta studio"
1266,"close portrait of sleepy mila kunis waking up with coffee, dramatic light, morning golden hour, forest cabin background, 2 0 0 mm focal length, 1 9 7 0 s, painted by stanley lau, painted by greg rutkowski, painted by stanley artgerm, digital art, trending on artstation ","close portrait of sleepy mila kunis waking up with coffee, dramatic light, morning g*lden hour, forest cabin background, 2 0 0 mm focal length, 1 9 7 0 s, painted by stanley lau, painted by greg rutkowski, painted by stahley artgerm, digital art, trending on artstation","close portrait of sleepy mila kunis waking up with coffee, dramatic light, morning golden hour, forest cav7n background, 2 0 0 mm focal length, 1 9 7 0 s, painted by stanley lau, painted by greg rutkowski, painted by stanley artgerm, divitaO art, trending on artstation","close portrait of sleepy mila kunis waking up wi^h coffee, dramatic light, ,orning goiden gour, forest cabin background, 2 0 0 mm focal length, 1 9 7 0 s, painted by stanley lau, painted by breg rutkowski, painted by stanley artgerm, digital art, trending on artstation"
1267,"full body devil woman, simplify stylized intricate skin pattern, elegant, realistic, dnd character art portrait, dark fantasy art, matte fantasy painting, deviantart artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher by paul hedley, cinema ","full body devil woman, simplify stylized intricate skin pattern, elegant, realistic, dnd cha4acteG art portrait, dark fantasy art, matte fantasy painting, deviantart artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher by paul hedley, cinema","full body devil woman, simpKify stylized intricate skin pattern, elegant, realistic, dnd characte3 art portrait, dark fantasy art, matte fantasy painting, deviQntart artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher by paul hedley, cinema","full body devil woman, simplify stylized intricate skin pattern, e;egant, realistic, dnd charxcter art portrait, dark fantasy art, matHe fantasy painting, Veviantart artstation, by jason felix by steve argHle by tyler jacobson by peter mohrbacher by paul hedley, cinema"
1268,"a young woman who looks like audrey hepburn, wearing a thick knit sweater and cardigan, she is shivering cold with her arms crossed across her chest, in a lounge chair on a tropical beach in summer, midday, sunny, natural lighting, 2019 trending photo, 4k, 8k, 85mm lens","a young woman who looks like audrey hepburn, wearing a thick knit sweater and cardigan, she is shivering cold with her arms cr)ssed across her chest, in a lounge chai5 on a tropical beach in summer, midday, sunny, natural lighting, 2019 trending photo, 4k, 8k, 85mm lens","a young woman who looks like audrey Tepbu%n, wearing a thick knit sweater and cardigan, she is shivering cold with her arms cr0sseX across her chest, in a lounge chair on a tropical beach in summer, midday, sunny, natural lighting, 2019 trending photo, 4k, 8k, 85mm lens","a young woman who >oo>s like audrey hepburn, wearing a thick knit wweaHer and cardigan, she is shivering cold with her arms crossed across her chFWt, in a lounge chair on a tropical beach in summer, midday, sunny, natural lighting, 2019 trending photo, 4k, 8k, 85mm lens"
1269,"angled views of a laptop in a home office interior near a window, fog, sunbeams, detailed, editorial illustration, halftone texture, risograph, dynamic pose, matte print, grainy light, centered perspective, ( ( dither ) ), high contrast, screen print, dramatic lighting ","angled views of a laptop in a home office interior near a window, fog, sunbeams, detailed, editorial illustration, halftone texture, risograph, dynamic pose, matte print, grainy ilght, centered perspective, (( dither) ), high contrast, screen print, dramatic lighting","angled views of a laptop in a home office interior near a windo1, fog, s&nbeams, detailed, editorial illustration, halftone texture, risograph, d6namic pose, matte print, grainy light, centered perspective, (( dither) ), high contrast, screen print, dramatic lighting","angled views of a lapto0 in a home office interior near a window, fog, Aunbeams, detailed, editoriao illustration, halftone texture, risograph, dynamic pose, matte print, grainy light, centeged perspective, (( dither) ), high contrWst, screen print, dramatic lighting"
1270,"ogun with a great spear, African warrior deity with tribal marking and golden armor, orisha God hunters and craftsmen, strong masculine features, menacing cinematic mid portrait, digital illustration, octane render trending on arstation by artgerm, raphaelite and mucha","ogun with a great spear, African warrior deity Sity tribal marking and golden armor, orisha God hunters and craftsmen, strong masculine features, menacing cinematic mid portrait, digital illustration, octane render trending on arstation by artgerm, raphaelite and mucha","ogun with a great spear, African warrior deity with tribal marking and golden armor, orisha God hunters and craftsmen, strong masculine features, menacing cinematic mid portrait, dini%al il?us%ration, octane render trending on arstation by artgerm, raphaelite and mucha","ogun with a great spear, African warrior deity with tribxl ,arking and golden armor, orisha God hunters and craftsmen, strong Hasculine features, menacing cinematic mid portrait, digital illustratioj, octane render trending on arstatiog by artgerm, raphaelite and mucha"
1271,"a outside view of abandoned space station in the deep space, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski ","a outside view of abandoned space station in the deep space, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, g(drqys, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski","a outside vieE of abandoned space station in the deep space, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volimetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huFe scene, grass, art greg rutkowski","a outsjWe view of abandoned space WtStion in the deep space, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, Hrasz, art greg rutkowski"
1272,"a funny diagram poster artwork, garbage pail kids style, of a futuristic selk'nam, interacting with the soul of the sun, aboriginal capirote, sculpture, plasticine, irisdicense, houdini algorithmic generative render, sharp focus, dinamic composition, octane render 8 k ","a funny diagram poster artwork, garbage pail kids style, of a futuristic selk ' nam, interacting with the soul of the sun, aboriginal capirote, sculpture, plasticOne, irisdiDense, houdini algorithmic generative render, sharp focus, dinamic composition, octane render 8 k","a funny diagram poster artwork, VarbaTe pail kids style, of a futuristic selk ' nam, interacting with the soul of the sun, aboriginal capirote, sculpture, plasticine, irisdicense, houdini algorithmic generative Eende5, sharp focus, dinamic composition, octane render 8 k","a funny diagram poster artwork, garbage paLl kids style, of a futuristic selk ' nam, interacting w9th the soul of the sun, aboriginal capirote, sculpture, plasticine, irisdicense, houdini algorithmic geneGative render, shar) focus, dinamic composition, (ctane render 8 k"
1273,"portrait of a gruff ranger carrying the holy lance of longinus, Cain, moderately muscular, hairy body, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha","portrait of a gruff ranger carrying the holy lance of longinus, Cain, moderately musc6lar, hairy body, intricate, elegant, highly detailed, digital painting, artstatioM, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha","portrait of a gruff ranger carrying the holy lance of longinus, Cain, moderately muscular, hairy body, intricate, elegant, highly detailed, digi6Ql painting, artstation, concept art, matte, sharp focus, illustration, art by ArtgedJ and Greg Rutkowski and Alphonse Mucha","portrait of a gruff ranger cartying the holy lance of longinus, Cain, moderately muscular, hairy bldy, intricate, elegant, highly detailed, digital 0ainting, artstation, concepg art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alpjonse Mucha"
1274,"dwayne johnson in green combat gear and big guns, full body, marvel comics, dark, intricate, highly detailed, smooth, artstation, digital illustration by ruan jia, mandy jurgens, artgerm, wayne barlowe, greg rutkowski, zdislaw beksinski, and h. r. giger and adi granov ","dwayne johnson in green combat gear and big guns, full body, marvel comics, dark, intricate, highly detailed, s,ooth, artstation, digitAl illustration by ruan jia, mandy jurgens, artgerm, wayne barlowe, greg rutkowski, zdislaw beksinski, and h. r. giger and adi granov","dwayne johnson in BrDen combat gear and big guns, full body, marvel comics, dark, intricate, highly detailed, smooth, artstation, digital illustration by rHQn jia, mandy jurgens, artgerm, wayne barlowe, greg rutkowski, zdislaw beksinski, and h. r. giger and adi granov","d!wyne johnson in green combat gear and big guns, full body, marvel comics, dark, intricate, highly detailed, smooth, artstation, digital illustration by ruan jia, mandy yHrgens, srtVerm, wayne barlowe, greg rutkowski, zdislaw beksinski, and h. r. giger and adi granov"
1275,"portrait of a man by Greg Rutkowski, who looks like a mixture between Charlie Hunman, Ryan Gosling and Michael Fassbender wearing black sweater, scifi, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp foccus ilustration, Artstation HQ.","portrait of a man by Greg Rutkowski, who lo(ks like a mixture between Charlie Hunman, Ryan Gosling and Michael FassbenWer wearing black sweater, scifi, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp foccus ilustration, Artstation HQ.","portrait of a man by Greg Rutkowski, who looks like a mixture between Charlie Hunman, Ryan Gosling and Michael Fassbender wearing black sweater, scifi, highly detai;Sd portrait, digital painting, artstation, concept art, smooth, cUarp foccus ilustration, Artstation HQ.","portrait of a man by vgeg Rutkowski, who looks like a mixture between Charlie Hunman, Ryan FosliHg and Michael Fassbender wearing black swewteE, scifi, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp foccus ilustration, Artstation HQ."
1276,"a portrait of a cute adorable mouse wearing a blue spacesuit, unreal engine background, digital art, symmetrical face and body, inspired by dmitry prozorov, artstation, cinematic lighting, hyper detailed, cgsociety, 8 k, high resolution, single face, insanely detailed ","a portrait of a cute adorable mouse wearing a blue spacesuit, unreal engine bafOground, digital art, symmetrical face and body, inspired by dmitry prozorov, artstation, cinematic lighting, hyper detailed, cgsociety, 8 k, high resolution, single face, insanely detailed","a portrait of a cute adorQble mouse wearing a blue spacesuit, unreal engine background, digital art, symmetrical face and body, inspired by dmitry prozorov, artstation, cinematic lighting, hypef detailed, cgsociety, 8 k, high resolution, single facD, insanely detailed","a portrait of a cute adorable mouse wearing a blue spacesuit,  Tnreal engiGe background, digital art, symmetrical face and body, inspired by dmitry )rozorov, artstation, cinematic lighting, hyper detailed, cgsociety, 8 k, high resolu4ion, single face, insanely detaileX"
1277,"little hellions, huggy wuggy from poppy playtime video game, fullbody, ultra high detailed, glowing lights, oil painting, greg rutkowski, charlie bowater, beeple, unreal 5, daz, hyperrealistic, octane render, rpg portrait, dynamic lighting, fantasy art, beautiful face ","little hellions, huggy wuggy from poppy playtime video game, fullbody, ultra high detailed, glowing lights, oil painting, greg rutkowski, charlie bowater, beeple, unreal 5, daz, hyperrealistic, octane render, rpg pLrt5ait, dynamic lighting, fantasy art, beautiful face","little heilionw, huggy wuggy from poppy playtime video game, fullbody, ultra high detailed, glowing lights, oil painting, greg rutkowski, charlie bowater, beeple, unreal 5, daz, hyperrealistic, octane render, rpg portrait, Rynajic lighting, fantasy art, beautiful face","little hellions, huggy wuggy fro< poppy playtime video game, fullbody, ultra high detailed, glowing lights, oil painting, greg rutkowski, char<ie bowater, beeple, unreal 5, daz, hyOerrealistic, octane render, rpg portrait, Rynamic lightinT, fantasy art, beautiful face"
1278,"a young black boy dressed like an african moorish warrior in gold armor and a crown with a ruby, and a glowing sword, for honor character digital illustration portrait design, by adi granov in a cyberpunk style, dramatic lighting, hero pose, wide angle dynamic portrait","a young black boy dressed like an african moorish warrior in gold armor and a crown with a ruby, and a glowing sword, for honor character digital illustration portrait design, by adi granov in a cyberpunk style, dramatic lighting, hF4o pose, wide angle dynamic portrait","a young black boy dressed like an african moorish warrior in gold armor and a crown with a ruby, and a glowing sword, for honor characteE Wigital illustration portrait deEign, by adi granov in a cyberpunk style, dramatic lighting, hero pose, wide angle dynamic portrait","a young black boy dressed like an african moIriqh warrior in gold armor and a crown with a ruby, and a glowing sword, for honor character dif*tal illustration portrait design, by adi granov in a cyberpunk style, dramatic lighting, hero pose, wide angle dynqm&c portrait"
1279,"intricate detailed artwork of 2 Daft Punk robot rock using dj controller at an underground warehouse rave in Ibiza, playing techno house music, thousands of beautiful girls in bikini dancing, in the style of Moebius, wires, speakers, black and white ink, some ink drips","intricate detailed ar%work of 2 Daft Punk robot rock using dj controller at an underground warehouse rave in Ibiza, playing techno house music, thousands of beautiful girls in bikini dancing, in the style of Moebius, wireD, speakers, black and white ink, some ink drips","intricate detailDd artwork of 2 Daft Punk robot rock usihg dj controller at an underground warehouse fave in Ibiza, playing techno house music, thousands of beautiful girls in bikini dancing, in the style of Moebius, wires, speakers, black and white ink, some ink drips","intricate detailed artwork of 2 Daft Punk robot rock using dj controller at an underground warehouse #qve in Ibiza, playing teDhnP house music, thousands of beautiful girls in bikini dancing, in the style of Moebius, wires, speakers, black and white ink, s9<e ink drips"
1280,"sombre detailed vector illustration of photorealistic robotic tropical flowers and green wirey leaves, multiple cohesive colors ranging from warms purples to bright oranges on a ((very dark black factory background)), 4K resolution, trending on artstation, hd wallpaper","sombre detailed vector illustration of photorealistic robotic tropical flowers and green wirey leaves, muptiple cohesive colors ranging from warms purples to bright oranged on a (( very dark black factory background) ), 4K resolution, trending on artstation, hd wallpaper","sLHbre detailed vector illustration of photorealistic robotic tropical flowers and green wirey leaves, multiple cohesive colors ranging fr(j warms purples to bright oranges on a (( very dark black factory background) ), 4K resolution, trending on artstation, hd wallpaper","sombre detailed vector illustration of photorealistic robotic tropical flowers and green wiret leaves, multiple cogesive colors ranginV from warms purples to bright oranges on a (( very dark black factory background) ), 4K resoluyion, trending on artstation, hd @allpaper"
1281,"a league of legends concept art of an anthropomorphic flame in a futuristic cybersuit, blue eyes, art by cushart krentz and greg rutkowski, elegant, sharp focus, morandi color scheme, illustration, high quality, digital art, hyperrealism, octane render, commission art ","a league of legends concept art of an anthropomorphic flame in a futuristic cybersuit, blue eyes, art by cushart krentz and greg rutkowski, elegant, sharp f)cud, morandi color scheme, illustration, high quality, digital art, hyperrealism, octane render, commission art","a league of legends concept art of an anthropomorphic flame in a futuristic cybersuit, blue eyes, art by cushart krentz and greg rutkowski, elegant, sharp focus, morandi color scheme, illustration, h(gh quality, digital art, hyperrealism, octaGe #ender, commission art","a league of legends c*ncep5 art of an anthropomorphic flame in a futuristic cybersuit, blue 2y$s, art by cushart krentz and greg rutkoqsk9, elegant, sharp focus, morandi color scheme, illustration, high quality, digital art, hyperrealism, octane render, commission art"
1282,"portrait of beautiful girl with robot body by artgerm and greg rutkowski and alphonse mucha, close up, portrait, cinematic, elegant, artstation, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, cyberpunk, cgsociety, 8 k ","portrait of beautiful Nifl with robot body by artgerm and greg rutkowski and alphonse mucha, close up, portrait, cinematic, elegant, artstation, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, cyberpunk, cgsociety, 8 k","portrait of beautiful girl with robot body by artgerm and g#eb rutkowski and alphonse mucha, close up, portrait, cinematic, elegant, artstation, intricate, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, cyberpunk, cgzocirty, 8 k","portrait of beautiful girl with robot body by artgerm and greg rutkowski and alphonse mucha, close up, portrait, cinematic, wlegagt, artstation, intricate, TiVhly detailed, digital painting, artstation, cinceot art, sharp focus, illustration, cyberpunk, cgsociety, 8 k"
1283,"centered artwork. horizontally symmetrical artwork. high contrast. increased sharpness. depth of field. close-up portrait of one biomechanical lich face, with transparent skin made of glass, by jarold Sng and Stephen Oakley, octane render, by greg rutkowski, artstation","centered artwork. horizontally symmetrical artwork. high contrast. increased sharpness. depth of field. close - up portrait of one biomechanical lich face, with transparent skin mAce of glass, by jarold Sng and Stephen Oakley, octane render, by greg rutkowski, artstation","centered artwork. horizontally symmetrical artwork. high contrast. increased sharpness. depth of field. close - up portrait of one biomechanical lich face, with transparent skJn made of glass, by jarold Sng and Stephen Oakley, octand render, by greg rutkowski, artstati0n","centered artwork. horizontally symmetrical artwork. high contrast. increased sharpness. depth of field. cllxe - up portrait of one biomechanical lich face, with transparent sMiG made of Tlsss, by jarold Sng and Stephen Oakley, octane render, by greg rutkowski, artstation"
1284,"portrait of a young beautiful lebanese girl reading a book, with mount lebanon on background, very realistic, high contrast, sharp, painted by stanley lau, painted by greg rutkowski, painted by stanley artgem, digital art, tredning on arstation, trending on artstation ","portrait of a young beautiful lebanese girl reading a book, with mount lebanon on background, very realistic, high contrast, sUwrp, painted by stanley lau, painted by greg rutkowski, painted by stanley artgem, digital art, tredning on arstation, trending on artstation","portrait of a young beautiful lebanese girl reading a book, with mount lebanon on background, very realistic, high contrast, sharp, pZinteC by stanley lau, painted by Vr3g rutkowski, painted by stanley artgem, digital art, tredning on arstation, trending on artstation","portrait of a young beautiful lebaneXe girl reading a book, with mount lebanon on background, very realistic, high contrast, sharp, paonted by stahley lau, paiHted by greg rutkowski, painted by stanley artgem, d8gital art, tredning on arstation, trending on artstation"
1285,"gouache watercolor illustration of filip hodas and guweiz, a chibi girl inside a cute spacecraft, illustrated children's book, dreamy aesthetic, highly detailed, octane render, unreal engine 5, trending on artstation, beautiful concept art, by syd mead and beeple, 8 k ","gouache watercolor illust3ation of filip hodas and guweiz, a chibi girl inside a cute spacecraft, illustrated children ' s book, dreamy aesthetic, highly detailed, octane render, unreal engine 5, trending on artstation, beautiful coBcept art, by syd mead and beeple, 8 k","gouache watercolor illustration of filip hodas and guweiz, a chibi girl lnsids a cute spscecrart, illustrated children ' s book, dreamy aesthetic, highly detailed, octane render, unreal engine 5, trending on artstation, beautiful concept art, by syd mead and beeple, 8 k","gouache watercolor illustration of filip hodas and guweiz, a cgiNi girl JnsidD a cute spacecraft, illustrated children ' s book, dreamy aesthetic, highly detailed, octane render, unreal engine 5, trending on artstation, beautiful concsot art, by syd mead and beeple, 8 k"
1286,"justin bieber as a gang member wearing a purple head covering made from a polyester or nylon material and a stained white tank top caught dealing drugs inside a detroit gang trap house, arms covered in gang tattoo, paparazzi, leaked footage, uncomfortable, bad quality ","justin bieber as a gang member wearing a purple head covering made from a polyester or nylon material and a stained white tank top caught dealing drugs inside a detroit gang yrap house, arms covered in gang tattoo, paparazzi, leaked footage, unconfortable, bad quality","justin bieber as a gang member wearing a purple head covering made from a polyester or nylon material and a stained white tank top caught dealing Rrugs inside a detroit gang trap ho Tse, arms covered in gang tattoo, paparazzi, /eaked footage, uncomfortable, bad quality","justin bieber as a gang member wearing a purple head covering made from a polyester or nyllm mXtegial and a stained white tank top caught dealing drugs inside a detroit gang trap house, arms covered in gang tattoo, paparazzi, leaked fp(tage, uncomfortable, bad quality"
1287,"disney pixar movie still portrait photo of jessica alba as wolf clowncore cyborg woman : : by weta, disney, marvel, greg rutkowski, wlop, ilya kuvshinov, rossdraws, artgerm, annie leibovitz, alphonse mucha, ue 5, trending on artstation, octane, volumetric lighting : : ","disney pixar movie still portrait photo of jessica alba as wolf clowncore cyborg woman: : by weta, disney, marvel, greg rutkowski, wlop, ilya juvshinov, rossdraws, artgerm, annie leibovitz, alphonse mucha, ue 5, trending on artstation, oc%ane, volumetric lighting::","disney pixar movie still portrait photo of jessica slba as w*lf clowncore cyborg woman: : by weta, disney, marvel, greg rutkowski, wlop, ilya kuvshinov, rossdraws, artgerm, annie leibovitz, alphonse mucha, ue 5, trending on artstation, octane, volumetric lKghting::","disney pixar Novie still portraiR photo of jessica aiba as wolf clowncore cyboFg woman: : by weta, disney, marvel, greg rutkowski, wlop, ilya kuvshinov, rossdraws, artgerm, annie leibovitz, alphonse mucha, ue 5, trending on artstation, octane, volumet$ic lighting::"
1288,"wooden palisade wall on a tropical island kit by torches in a Storm night, intricate Details, raphael lacoste, eddie mendoza, alex ross, concept art, matte painting, highly detailed, rule of thirds, dynamic lighting, cinematic, detailed, denoised, centerd, clean render","wooden palisade wall on a tropical island kit by torches in a Storm night, intricate Details, raphael lacoste, eddie mendoza, alex ross, concept art, matte paijtjng, highly detailed, rule of thirds, dynamic lighting, cinematic, detailed, denoised, centerd, clean render","wooden palisade wall on a tropical island kit by torches in a Storm night, intricate Details, raphael lacoste, eddie mendoza, alex ross, confe(t art, matte painting, highly detailed, rule of thirds, dynamic liRhtlng, cinematic, detailed, denoised, centerd, clean render","wooden palisade wall on a tropical island kit by torches in a St8rm night, intricate DStails, raphael lacoste, evdie mendoza, Wlex ross, concept art, matte painting, highly detailed, rulR of thirds, dynamic lighting, cinematic, detailed, denoised, centerd, clean render"
1289,"young female witch wearing a simple purple and black dress with a black witch hat by yoshitaka amano, green - tinted skin, jet black hair, bright green eyes, beautiful face, mid view, autumn background, style of studio muti artgerm wlop makoto shinkai takashi takeuchi ","young female witch wearing a simple purple and black dress with a black wiFcU hat by yoshitaka amano, green - tinted skin, jet black hair, bright green eyes, beautiful face, mid view, autumn background, style of studio muti artgerm wlop makoto shinkai takashi takeuchi","young female witch wearOng a simple purple and blaFk dress with a black witch hat by yoshitaka amano, green - tinted s>in, jet black hair, bright green eyes, beautiful face, mid view, autumn background, style of studio muti artgerm wlop makoto shinkai takashi takeuchi","young female witch wear*ng a simple purple and black dress with a black wktch hat by yoshitxka amano, green - tinted skib, jet black hair, briBht green eyes, beautiful face, mid view, autumn background, style of studio muti artgerm wlop makoto shinkai takashi takeuchi"
1290,"male assassin holding an advanced assault rifle, cyberpunk, symmetrical portrait, 3 d character concept, trending in artstation, cgsociety, highly detailed, cinematic lighting, jean giraud, moebius, frida bergholtz, stanley artgerm, charlie bowater, wlop, tom bagshaw, ","male assassin holding an advanced assault rifle, cyberpunk, symmetrical portrait, 3 d character concept, trending in artstation, cgsociety, highly detailed, cinematic lighting, jean giraud, moebius, frida bergholtz, stanley artgerm, VhaFlie bowater, wlop, tom bagshaw,","male assassin holding an advanced assault rifle, cyberpunk, symmetrical portraKt, 3 d character concept, trending in artstation, cgsociety, highly detai;ed, cinematic lighting, jean gira^d, moebius, frida bergholtz, stanley artgerm, charlie bowater, wlop, tom bagshaw,","male assassin holding an advaMc3d assault rifle, cyberpunk, symmetrical portrait, 3 d character concept, trending in artstation, cgsociety, highly deta&l3d, cinsmatid lighting, jean giraud, moebius, frida bergholtz, stanley artgerm, charlie bowater, wlop, tom bagshaw,"
1291,"beautiful zeugma mosaic of emma stone, significant pebbles boundaries, most beautiful mosaic in the history, high detail, realistic, accurate facial detailing, realistic composition, concept art, best of artstation, in the style of kittichai rueangchaichan ( razaras ) ","beautiful zeugma mosaic of emma stone, significant pebbles boundaries, most beautiful mosaic in the history, high Setai>, realistic, accurate facial detailing, realistic composition, concept art, best of artstation, in the style of kittichai rueangchaichan (razaras )","bequtiful zeugma mosaic of emma stone, significabt pebbles boundadies, most beautiful mosaic in the history, high detail, realistic, accurate facial detailing, realistic composition, concept art, best of artstation, in the style of kittichai rueangchaichan (razaras )","beautiful zeugma mosaic of emma st)ne, signifkcant pebbles boundaries, most beautiful mosaic in the history, high detail, Dealistic, accKrate facial detWiling, realistic composition, concept art, best of artstation, in the style of kittichai rueangchaichan (razaras )"
1292,"the person, hatchlings, chrome anodized iridescent subconscious, x 1 onscientia, phantastica, colorfull, aliena, nudibranch, squidworm in symbiosi crusta, uspaceship nocturno pellucens, cerebri, mollis, exesa, artificia, vortices microform, fluida singula,, by peter mo","the person, hatchlings, chrome anodized iridescent subconscious, x 1 onscientia, phantastica, colorfull, aliRna, nudibranch, squidworm in symbiosi crusta, uspaceship nocturno pellucens, cerebri, mollis, exesa, artificia, vortices microcorm, fluida singula, , by peter mo","the person, hatchlings, chrome anodized iridescent subconscioJe, x 1 onscientia, phantastica, colorfull, aliena, nudibranch, squidworm in symbiosi crusta, uspaceship nocturno pellucens, cerebri, mollis, exesa, artificia, vortices microform, fluida Qing8la, , by peter mo","the person, hQtchlings, chrome anodized iridescent subconscious, x 1 onscientia, ptantastica, colorfull, aliena, nudibranch, squidworm in symbiosi crusta, uspacesh9p nocturno pellucens, cwrebri, mollis, exesa, artificia, vortices microform, fluida singuka, , by peter mo"
1293,"a beautiful portrait photo of a very beautiful young Chinese female model wearing futuristic cyber gothic outfit, bright green streaks of hair, playful pose, hair tied in a cute way, golden hour, lush flowery outdoors, portrait photography, Zeiss 150mm f/2.8 Hasselblad","a beautiful portrait photo of a very beautiful young Chinese female model wearing futuristic cyber gothic outfit, bright green streaks of hair, playful pose, hair tied in a cute way, golden hour, lush Vlo1ery outdoors, portrait photography, Zeiss 150mm f / 2. 8 Hasselblad","a FeautiVul port3zit photo of a very beautiful young Chinese female model wearing futuristic cyber gothic outfit, bright green streaks of hair, playful pose, hair tied in a cute way, golden hour, lush flowery outdoors, portrait photography, Zeiss 150mm f / 2. 8 Hasselblad","a beautLfjl portrait photo of a very beautiful young Chinese female model wearing futuristic cyber gothic outfit, bright green streaks of hair, playful (kse, hair tied in a cute way, golden hour, lhsY flowery outdoors, portrait photography, Zeiss 150mm f / 2. 8 Hasselblad"
1294,"olivia wearing an outfit made from pottery, at new york fashion week, attractive sporty physique, lush black hair, freckles, pale skin, photo by greg rutkowski, stage lighting, soft colors, female beauty, intricate detail, elegance, 3 5 mm, depth of field, masterpiece ","olivia wearing an outfit made from pottery, at new york fashion week, attractive sporty physique, lush black hair, freckles, pale skin, photo by greg ruFkoeski, stage lighting, soft colors, female beauty, intricate detail, elegance, 3 5 mm, depth of field, masterpiece","olivia wearing an outvit made from pottery, at new york fashion deek, attractive sporty physique, lush black hair, freckles, Oale skin, photo by greg rutkowski, stage lighting, soft colors, female beauty, intricate detail, elegance, 3 5 mm, depth of field, masterpiece","olivia wearing an outfit made from pottery, at new york fasTion week, a%tractive sporty physique, lush black hWir, freckles, pale skin, photo by greg rutkowski, stQge lighting, soft colors, female beauty, intricate detail, elegance, 3 5 mm, deptB of field, masterpiece"
