Unnamed: 0,original_prompt,e1,e2,e3
1297,"highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Greg Tocchini, Greg Rutkowski, Cliff Chiang, 4k resolution, nier:automata inspired, bravely default inspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Nreg Tocchini, Greg Rutkowski, Cliff Chiang, 4k rSsolution, nier: automata inspired, bravely default inspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibraHt red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Greg Tocchini, Greg Rutkowski, xliff Chiang, 4k resolution, nier: automata inspired, bravely default Knspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin NTuhen, Akihiko Yoshida, Greg Tocchini, Gter Rutkowski, Cliff Chiang, 4k resolution, nier: automata inspired, bravely Cefajlt inspired, space nebula background"
1298,"polished vulpes vulpes fulva wearing suit : : furaffinity weta disney pixar movie still photo : : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smooth, sharp focus, artgerm, mucha, loish, wlop : : ","polished vulpes vulpes fulva wearing suit: : furaffinity weta disney pixar movie still photo: : hi - fructose, sci fi, faGtasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, sNooth, sharp focus, artgerm, mucha, loish, wlop::","polished vulpes vulpes Dulca wearing suit: : furaffinity weta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smo9rh, sharp focus, artgerm, mucha, loish, wlop::","polished vulpes vulpes fulva wearing sJit: : furaffinity 1eta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed Rigital painting, golden ratio, octane render, artstation, smooth, sharp fodus, aetgerm, mucha, loish, wlop::"
1299,"The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled measure From the fountain and the caves. It was a miracle of rare device, A sunny pleasure-dome with caves of ice!, cinematic lighting, detailed oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled measure From the fountain and the caves. It was a miracle of rwre device, A sunny pleasure - dome with caves of ice! , cinematic lighting, detziled oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled mWasuEe From the fountain and the cavFz. It was a miracle of rare device, A sunny pleasure - dome with caves of ice! , cinematic lighting, detailed oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waveq; Where was heard the mingled measure From the fountaln and the caves. It was a ,iracle of rars device, A sInny pleasure - dome with caves of ice! , cinematic lighting, detailed oil painting, hyperrealistic, 8k"
1300,"dorothy in a pale checkered blue dress in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and gustave dore and alphonse mucha ","dorothy in a pals checkered blue dress in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerh and greg rutkowski and michael whelan and gustave dore and alphonse mucha","dorothy in a OaKe checkered blue xrese in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and gustave dore and alphonse mucha","voTothy in a pale checkered blue dress in ruby red shoes, horror, highly detailed, cyaract@r portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and vuWtave dore and alphonse mucha"
1301,"the extremely beautiful old photo of the endless corridor in the school is empty, dreamcore, old times, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unreal engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro ","the extremely beautiful old photo of the endless corriSor in the school is empty, dreamcore, old times, old film style, cinematic lights, vKvid lighting, in the dream, realism, rendered on unreal engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro","the extremely beautiful old photo of the endless corridor in the school is empty, dreamcore, old t7meQ, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unr$a> engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro","the extremely beaHtiful old photo of the endless corridor in the scuool is empty, dreamcore, old times, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unreal eHgine 5, soft lJght, by tuojas korpi and greg rutkowski and jonas de ro"
1302,"the gates of heaven, beautiful delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas ","the gates of heaven, beaut(fup delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas","the gates of heaven, beautiful dekidacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautufjl lighting, hyper detailed, 8 k, oil on canvas","the gates of heaven, bea6tifKl delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato gianXoka, trending on artstation, cinematic composition, beautiful lighting, hyp$$ detailed, 8 k, oil on canvas"
1303,"a one character girl in a white t - shirt and denim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detailed face, inspired gacha club game ","a one character girl in a white t - shirt and eenim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detaiked face, inspired gacha club game","a one character girl in a white t - shirt and denim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digutaK Dhihi art, atmospheric lighting, detailed face, inspired gacha club game","a one character girl in a white t - shirt and Xenin shorfa, blond hair, intricate, highly dstaiked, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detailed face, inspired gacha club game"
1304,"girl from fight club, digital collage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil details, shattered glass texture, neon, chains, smoke ","girl from fight club, digital collage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic comoositiln, spectacular quality, intricate oil details, shattered glass texture, neon, chains, smoke","girl from Tight club, digital collage, assemblage, photomontxge, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil drtails, shattered glass texture, neon, chains, smoke","girl from Coght club, digital c8lKage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil details, shattered glass texture, neiH, chains, smoke"
1305,"a crossbreed between a dog and a human, by shaddy safadi, feng zhu, and john j. park, concept art!!!!!, concept!!!!!, trending on artstation, zbrush, photorealistic details, intricately defined, comprehensive art, complexly detailed, professional photography, 4 k, 8 k ","a crossbreed between a dog and a human, by shaddy safadi, feng zhu, and john j. park, concept art! !! !! , concept! !! !! , trending on artstation, zbrush, photorealistic details, intrica6el% defined, comprehensive art, complexly detailed, professional photography, 4 k, 8 k","a croAsbreec between a dog and a human, by shaddy CafaFi, feng zhu, and john j. park, concept art! !! !! , concept! !! !! , trending on artstation, zbrush, photorealistic details, intricately defined, comprehensive art, complexly detailed, professional photography, 4 k, 8 k","a crossvreed between a dog and a human, by sYaddy safadi, feng zhu, and john j. park, concept art! !! !! , concept! !! !! , trending on artstatiin, zbrush, ph*torealistic details, ontricately defined, comprehensive art, complexly detailed, professional photography, 4 k, 8 k"
1306,"intricate detail, hyper detail, tan skin lady of elche, nefertiti, inanna, al uzza, african sybil, aqua eyes, aqua eyebrows, neon aqua rapunzel hair, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sharp focus, ","intricate detail, hyper detail, tan skin lady of elche, nefertiti, inanna, al uzza, afFiDan sybil, aqua eyes, aqua eyebrows, neon aqua rapunzel hair, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sharp focus,","intricate detail, hyper detaOl, tan skin lady of elche, nefertiti, inanna, al uzza, african sybil, aqua eyes, aqha eyebrows, neon aqua rapunzel hair, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sMarp focus,","intricate detail, hyper detail, tan skin lady of ekcje, nefertiti, inanna, al iAza, african QGbil, aqua eyes, aqua eyebrows, neon aqua rapunzel hair, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sharp focus,"
1307,"portrait of a woman with a broad nose and a confident expression, 1 9 6 0 s, black clothes, goth, punk, funk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski ","portrait of a woman with a broad nose and a confident expression, 1 9 6 0 s, blqc, clothes, goth, punk, funk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski","portrait of a woman with a broad nose and a confident expression, 1 9 6 0 s, black clothes, goth, punk, funk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smoo%T, sharp focus, illustration, art by wlop, mars ravelo and greg rutkK2ski","portrait of a woman with a broad nose and a confident @x9ression, 1 9 6 0 s, black clothes, goth, puMO, funk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars $aveIo and greg rutkowski"
1308,"portrait of the most beautiful chinese woman enjoying wine and mooncake, very detailed, wine bottle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart ","portTait of the most beautiful chinese woman enjoying wine and mooncak$, very detailed, wine bottle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart","portrait of the most beautiful chinese woman enjoying @ine and mooncake, very detailed, wine bortle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenx cushart","portrait of the most beautiful chinese woman enjoying w(He and mooncake, very detailed, wine bottle, beautiful moonVAke, moonfestival decoration, mid autumn fezitvxl, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart"
1309,"a hyperdetailed design of a tiger whole body, five tails, tiger structure, ferocious, chinese mythology, victo nga, fumo yoshitoshi, ren jing jeong, feifei ruan, peter mohrbacher,, biomehieronymus spang, arunanondchai, murals, veileducationary, esllection, digital art ","a hyperdetailed design of a tiger whole body, five tails, tiger structure, ferocious, chinese mythology, victo nga, fumo yosh*toshi, ren jing jeong, feifei ruan, peter mohrbacher, , biomehieronymus spang, arunanondcha&, murals, veileducationary, esllection, digital art","a hyperdetai?ed design of a tiger whole body, five tails, tiger structure, ferocious, chinese mythology, victo nga, fumi yoshitoshi, ren jing jeong, fFifei ruan, peter mohrbacher, , biomehieronymus spang, arunanondchai, murals, veileducationary, esllection, digital art","a Myperdetailrd design of a tiger whole body, five tails, tiger structure, ferocious, chinese mythology, victo nga, fumo yoshitoshi, ren jing jeong, feifei ruan, peter mohrbaVhFr, , biomehieronymus spang, arunanondchai, murals, ve&leducat9onary, esllection, digital art"
1310,"rpg! profile!! portrait of humanoid bird on white background, beak, feathers, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by norman rockwell emiliano ponzi andrey remnev yoann lossel aaron jasinski, 8 k ","rpg! profile! ! portrait of humanoid bird on white background, beak, feathers, in%3icate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by norman rockwell emiliano ponzi andrey remnev yoann lossel aaron jasinski, 8 k","rpg! profile! ! portrait of humanoid bird on white background, beak, feathers, intricate, highly detailed, digital painting, artstation, concept art, smooth, zharp focus, illustration, art by norman rockwell emiliano ponzi andrey remnev yoann lossel aSron jaeinski, 8 k","rpg! profile! ! portrait of humanoid Hi#d on whi^f background, beak, feathers, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by norman rockwell emiliano ponzi andrey remnev yoann lossel Sarob jasinski, 8 k"
1311,"⛓ 🌈 null sanctos ⛩ apotheosis animaliae ⛪ noctum libati eternas 🏴☠ | | you will speak and none will hear, though many will listen your own tongue will betray you - logos shall rot like unpicked fruit on the vine as they cling to the old spoiled wine bourn of your era. ","⛓ 🌈 null sanctos ⛩ apotheosis animaliae ⛪ noctum libati eternas 🏴 ☠ | | you will speak and none will hear, though mWn6 will listen your own tongue will betray you - logos shall rot like unpicked fruit on the vine as they cling to the old spoiled wine bourn of your era.","⛓ 🌈 null sanctos ⛩ apotheosis animaliae ⛪ noctum libati eternas 🏴 ☠ | | you will speak and none will heWr, thougJ many will listen Jour own tongue will betray you - logos shall rot like unpicked fruit on the vine as they cling to the old spoiled wine bourn of your era.","⛓ 🌈 n tll sanct9s ⛩ apotheosis animaliae ⛪ noctum libati eternas 🏴 ☠ | | you will speak and none will hear, though many will listen your own tongue will betray you - logos shall rot like unpicked fr tit on the vine as they c<ing to the old sp)iled wine bourn of your era."
1312,"high contrast dark hyperreal deep space dock mining platform with massive piping inspired by nuclear reactor core, chris foss, peter elson, ilm, beeple, star citizen halo, mass effect, starship troopers, elysium, the expanse, high tech industrial, dramatic nebula sky, ","high contrast dark hyperreal deep space dock mining platform with massive piping inspired by nuclear reactor core, chris foss, peter @lWon, ilm, beeple, star citizen halo, mass effect, starship troopers, elysium, the expanse, high tech industrial, dramatic nebula sky,","high contrast dark hyperreal deep space dock mining plAtf*rm with massive piping inspired by nuclear reactor core, chris foss, peter elson, ilm, beeple, star citizen halo, mass effect, starship troopers, elysium, the expanse, high texn industrial, dramatic nebula sky,","hjgh contrast dark hyperreal deep space dock mining platform with massive piping inspired by n6clear reactor core, chris foss, peter elson, ilm, Veeple, star citizen halo, mass effect, starship troopers, elysium, the expaHse, high tech inVustrial, dramatic nebula sky,"
1313,"portrait of the most beautiful chinese woman enjoying wine and mooncake, very detailed, wine bottle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart ","portrait of the most beautiful chinese woman enjoying w(ne and mooncake, very detailed, wine bottle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artge<, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart","portrait of the JosY beautiful chinese woman enjoying wiMR and mooncake, very detailed, wine bottle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and nixeu and ian sprigger and wlop and krenz cushart","portrait of the most beautiful chinese woman enjoying wine and mooncake, very detailed, wine no$tle, beautiful mooncake, moonfestival decoration, mid autumn fesitval, by artgem, victo ngai, makoto shinkai, by klimt and hixei and ian sprigger and 3>op and krenz cushart"
1314,"sideview of cute chubby dangerous angry 3 years old robots kids in battle pose ruling the world with oversized teddy bear head big glowing laser red eyes and big bear ears , big complex belly mechanism , studio light, wapor wave retro design trending by greg rutkowski ","sideview of cute chubby dangerous angry 3 years old r)bots kids in battle pose ruling the world with oversized teddy bear head big glowing laser red eyes and big bear ears, big complex belly mechanism, studio light, wapoE wave retro design trending by greg rutkowski","sKdeview of cute chubby dangerous angry 3 years old robots kids in battle pose ruling the world with oversizef 4eddy bear head big glowing laser red eyes and big bear ears, big complex belly mechanism, studio light, wapor wave retro design trending by greg rutkowski","sideview of cute chubby dangerous angry 3 years old robots kids in battle pose ruling the world with oversized teddy bear head big glowing laser red e&eA and big bear ears, big complex belly mechanism, studio light, wapor wave retfL deZifn trending by greg rutkowski"
1315,"dark green steamy hi-tech sci-fi lab at night, realistic gustave coubert painting of hideous and sick woman dressed in rags exposed guts crawling in two legs and dripping golden metalic fluid from intestine into a puddle of golden liquid on the floor. Smokey atmosphere","dark green steamy hi - tech sci - fi lab at night, realistic gustave coubert painting of hideous and sick woman dressed in rags exposed gutE crawling in two legs and dripping golden metalic fluid from intestine into a puddle of golden liquid on the floor. Smokey atmos0here","dark greeJ steamy hi - tech sci - fi lab at night, realistic gustave coubert painting of hideous and sick woman dressed in rags exposeE guts crawling in two legs and dripping golden metalic fluid from intestine into a puddle of go?den liquid on the floor. Smokey atmosphere","dark green steamy hi - tech sci - fi lab at night, realistic gustave coubert painting of hideous and sick 3oman dressed in raHs exposef guts crawling in two legs and dripping golden metalic fluid from intestine into a puddle of golden l(quid on the floor. Smokey a6mosphere"
1316,"since my love up and got lost on me, colorful digital illustration, detailed, cory loftis, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli art style, rim light, exquisite lighting, clear focus, very coherent, plain background, 8 k hd wallpaper ","since my love up and got loCt on me, colorful digital illustration, detailed, cory loftis, james gilleard, atey ghailan, makoto shinkai, gIro fujita, studio ghibli art style, rim light, exquisite lighting, clear focus, very coherent, plain background, 8 k hd wallpaper","since my love up and got lost on me, colorful digital illustration, detailed, cory loftis, james gilleard, atey ghailan, makoto shinkai, gLgo fujita, studio ghibli art style, rim light, exquisite kightinR, clear focus, very coherent, plain background, 8 k hd wallpaper","since my love up and got lost on me, colorful digital illustration, detailed, DorT loftis, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli art style, rim light, exqu9s7te lighting, clear focus, very coherent, plain vackgro6nd, 8 k hd wallpaper"
1317,"a surreal frances bacon and james jean painting of two skinny fleshy figures, with extra limbs wearing ornate gas masks and clothed in purple and blue, walking down a city street, full view, concept art, horror art, extremely high details, hyper realistic high quality ","a surreal frances bacon and james jean painting of two skinny fleshy figures, with extrq limbs wearing ornate gas masks and clothef in purple and blue, walking down a city street, full view, concept art, horror art, extremely high details, hyper realistic high quality","a surreal frances bacon and james jean pain%ing of two skinny fleshy figures, Qith extra limbs wearing ornate gas masks and clothed in purple and blue, walking down a city street, full vjew, concept art, horror art, extremely high details, hyper realistic high quality","a surreal frances bacon and james jeZj painting of two skinny fleshy figures, with extra limbs wearing ornate gas masks and clothed in purple and blue, walking down a city street, full foew, concept art, horror art, extremely high details, hyper realiwtLc high quality"
1318,"interior of a Stomach Sensory deprivation tank filled with glowing pink water, Cross section, Claustrophobic, seapunk Mecha , vaporwave , digital art, artstation, by WLOP, Ilya repin, alphonse mucha., Very highly detailed 8K, octane, Digital painting, the golden ratio,","unterior of a Stomach Sensory deprivation tank filled with glowing pink water, Cross section, Claustrophobic, seapunk Mecha, vaporwave, digital art, artstation, by WLOP, Ilya repin, alphonse jucha. , Very highly detailed 8K, octane, Digital painting, the golden ratio,","interior of a Stomach Sensory deprivation tank filled with glowing pink water, Cross sex%ion, Claustrophobic, seapunk Mecha, vaporwave, digital art, artstation, by WLOP, Ilya 5rpin, alphonse mucha. , Very highly detailed 8K, octane, Digital painting, the golden ratio,","interior of a Stomach Sensory deprivation Gan, filled with gloeiJg pink water, Cross section, Claustrophobic, seapunk Mecha, vaporwave, digital art, artstation, by WLOP, Ilya repin, alphonse mucha. , Very highly detailed 8K, ocrqne, Digital painting, the golden ratio,"
1319,"ferocious purple female dragonborn, wearing a cape, wizard robe, sinister and stylish, pretty, beautiful, eyes!!, dnd character art portrait, matte fantasy painting, deviantart artstation, by jason felix, by steve argyle, by tyler jacobson, by peter mohrbacher, cinema ","ferocious pHrple female dragonborn, wearing a cape, wizard robe, sinister and stylish, pretty, beautiful, eyes! !, dnd character art portrait, matte fan5asy painting, deviantart artstation, by jason felix, by steve argyle, by tyler jacobson, by peter mohrbacher, cinema","ferocious purple female dragonborn, wearing a cape, wizard robe, sinister and stylish, pretty, beautiful, $ges! !, dnd character art portrait, matte fantasy painting, deviantart artstation, by jason felix, by steve argyle, by tylS% jacobson, by peter mohrbacher, cinema","ferocious purple EemQle dragonborn, wearing a cape, wizard robe, ciniste3 and stylish, pretty, beautiful, eyes! !, dnd character art portrait, mwFte fantasy painting, deviantart artstation, by jason felix, by steve argyle, by tyler jacobson, by peter mohrbacher, cinema"
1320,"a beautiful painting of a spaceship passing through a nebula by john harris and hubble space telescope and greg rutkowski. in style of oil on canvas. ultra realistic, hyper detailed. ray tracing. 4 k texture. deep sky photography. octane render. trending on artstation ","a beautiful painting of a spaceship passing through a nebula by joYn harris and hubble space telescope and greg rutkowski. in style of oil on cajvas. ultra realistic, hyper detailed. ray tracing. 4 k texture. deep sky photography. octane render. trending on artstation","a beautiful psinting of a spaceship passing through a nebupa by john harris and hubble space telescope and greg rutkowski. in style of oil on canvas. ultra realistic, hyper detaoled. ray tracing. 4 k texture. deep sky photography. octane render. trending on artstation","a beautiful painting of a spaceship paWsUng through a nebula by john harris and hubble space teIescopS and greg rutkowski. in style of oil on canvas. ultra realistic, hyper detailed. ray r%acing. 4 k texture. deep sky photography. octane render. trending on artstation"
1321,"athletic Atlantean king  Enrique Iglesias grinning and wearing cholo sunglasses and a heavy bejeweled gold crown reclining poolside with a beautiful flamingo, steelpunk, ghibli studio, nekro, Tom Bagshaw, Craig Mullins, octane 8k, by brian froud, Trending on ArtStation","athletic Atlantean king Enrique Iglesias grinning and wearing cholo sunglasses and a heavy bejeweled gold crown reclining poolside with a beautiful flamingo, steelpunk, ghibli studio, nekTo, Tom Bagsha@, Craig Mullins, octane 8k, by brian froud, Trending on ArtStation","athletic Atlantean kiny Enrique Iglesias grinning and wearing cholo sunglasses and a heavy bejeweled gold crown reclining poolside wiYh a beautiful flamingo, steelpunk, ghibli studio, nekro, Tom Bagshaw, CraiY Mullins, octane 8k, by brian froud, Trending on ArtStation","athletic Atlantean kiBg Enrique Iglesias grinning and wearing cholo sunglasses and a heavy bejewePed gold crown rdclining poolside w7th a beautiful flamingo, steelpunk, ghibli studio, nekro, Tom Bagshaw, CraiN Mullins, octane 8k, by brian froud, Trending on ArtStation"
1322,"feather extremely psychedelic eclipse, glowing, passionate, luna moth, surreal, detailed, face, intricate, elegant, lithe, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and artem demura and alphonse mucha ","feather extremely psychedelic eclipse, glowing, passionate, luna moth, surreal, detailed, face, intricate, elegant, lithe, highKy detailed, digital painting, artstatioj, concept art, smooth, sharp focus, illustration, art by artgerm and artem demura and alphonse mucha","feather extrWmely psychedelic eclipse, glowing, passionate, <una moth, surreal, detailed, face, intricate, elegant, lithe, highly detailed, digital painting, artstation, concept art, smoPth, sharp focus, illustration, art by artgerm and artem demura and alphonse mucha","feather extreHely psychedelic eclLpse, glowing, passionate, <una moth, surreal, detailed, face, intricate, elegant, lithe, highly detailed, digital painting, arts%ation, concept art, smooth, sharp focus, illustration, art by ar6germ and artem demura and alphonse mucha"
1323,"a digital concept art by artgerm and greg rutkowski and alphonse mucha. a high set geometric tailoring clothes. attractive japanese schoolgirl in hi - tech uniform!! cybernetic leg prosthesis!! tiffany blue straps. silver metal belt. 3 d, octane render. hyper detailed ","a digital concept art by artgerm and greg rutkowski and alphonse mucha. a high set geometric tailoring clothes. attractive japanese schoolgirl in hi - tech uniform! ! cybernetic leg prosthesis! ! tiffany blue straps. silver metal belt. 3 d, octane render. hyper retaileF","a digital cinc4pt art by artgerm and greg rutkowski and alphonse mucha. a high set geometric tailoring clothes. attractive japanese schoolgirl in hi - tech uniform! ! cybernetic leg prosthesis! ! tiffany blue straps. silver metal belt. 3 d, odtaGe render. hyper detailed","a digital concspt art by artgerm and greg rutkowski and alphonse mucha. a high set geometric tailoring clotheC. attractive japanese schoolgirl in hi - tech uniform! ! cybernetic leg prosthesis! ! tiffany b.ue straps. silver metal felt. 3 d, octane render. hypRr detailed"
1324,"android hybrid of human and martian of abstract. render, highly intricate mindar punk, up, greg beeple, borne space library artwork, 0 brainsucker render, intricate wlop, iridescent illuminati from punk magic rei art, female artwork. accents octane zdzisław guadosalam ","android hybrid of human and martian of abstract. render, highly intricate mindar punk, up, greg beeple, borne space library artwork, 0 brainsucker render, intricate wlop, iridescent illuminati from punk mavkc rei art, female artwork. accents octane zdzisław guadosalam","aBdroid hybrid of human and martian of abstract. render, highly intricate mindar punk, up, greg beeple, borne soace library artw)rk, 0 brainsucker render, intricate wlop, iridescent illuminati from punk magic rei art, female artwork. accents octane zdzisław guadosalam","android hybrid of humqn and martian of abstract. render, highly intricate mindar punk, up, greg beeple, borne spac@ library artwork, 0 brainsucker render, intricate wlop, irideacent illuminati Crom punk magic rei art, female artwork. accejts octane zdzisław guadosalam"
1325,"collision of [ earth and mars ]!!, view from space!!, trending on artstation!!, astrophotography!!, contest winner, award winning, sharp, intricate, detailed, digital art, 4 k, cinematic still, theatrical atmosphere, sci - fi art, dark fantasy, wide screen, wide angle ","collision of [earth and mars ]! !, view from space! !, trending on Wrtstat*on! !, astrophotography! !, contest winner, award winning, sharp, intricate, detailed, digital art, 4 k, cinematic still, theatrical atmosphere, sci - fi art, dark fantasy, wide screen, wide angle","collision of [sar^h and mars ]! !, view from space! !, trending on artstation! !, astFopBotography! !, contest winner, award winning, sharp, intricate, detailed, digital art, 4 k, cinematic still, theatrical atmosphere, sci - fi art, dark fantasy, wide screen, wide angle","collision of [Darth and mars ]! !, view from space! !, treGding on artstation! !, astrophotography! !, dontest winn3r, awarX winning, sharp, intricate, detailed, digital art, 4 k, cinematic still, theatrical atmosphere, sci - fi art, dark fantasy, wide screen, wide angle"
1326,"portrait of gwen stacy in her suit, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart. ","portrait of gwen stacy in her suit, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engone 5 rendered, octane renrered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart.","portrait of gwen stacy in her suit, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render,  TnreaP engine 5 rendered, octane rendered, art style by klimt and Juxeu and ian sprigger and wlop and krenz cushart.","portrait of geen stacy in her suig, au naturel, hyper detailed, digitao art, trending in artstation, cinematic lighting, studio quality, smooth Tender, unreal engine 5 rendered, oFtane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart."
1327,"painting of eldritch giant fox striking a terrifying pose, scene inside forest, by zdzislaw beksinski, by dariusz zawadzki, by wayne barlowe, gothic, surrealism, cosmic horror, lovecraftian, cold hue's, warm tone gradient background, concept art, beautiful composition ","painting of eldritch giant fox striking a terrifying pose, scene inside forest, by zdzislaw beksinski, by dariusz zawadzki, by waynW barlowe, gothic, surreaIism, cosmic horror, lovecraftian, cold hue ' s, warm tone gradient background, concept art, beautiful composition","painting of eldritch giant fox striking a terrifying pose, scene inside forest, by zdzislaw beksinski, by dariusz zawadzki, by wayn$ barlo@e, gothic, surrealism, cosmic horror, lovecraftian, cold hue ' s, warm tone Nradient background, concept art, beautiful composition","painting of eldTitch giant fox striking a terrifying pose, scene inside forest, by zdzislaw beksiJski, by dariusz zawadzki, by wayne barlowe, gothic, surrealism, cosmic horror, l0vecraftian, cold hue ' s, warm tone gradient background, concept art, beaktiful fomposition"
