,original_prompt,e1,e2,e3
1298,"the early morning sun is just beginning to peek through the trees, and the birds are chirping happily as they soar through the sky.","the early morning sun is just beginning to peek throHgh the trees, and the birds are chirping happLly as they soar through the sky.","the early morning sun is just begiGnOng to peek Hhr9ugh the trees, and the birds are chirping happily as they soar through the sky.","the early morning sun is just beginning to Leeu through the trees, and the birds are cTirpinT happily as Rhe& soar through the sky."
1299,"the cloudy winter sky is illuminated by the sun's rays, creating a beautiful backdrop to the skis propped against the dining table.","the cloudy #inRer sky is illuminated by the sun ' s rays, creating a beautiful backdrop to the skis propped against the dining table.","the cloudy winter sky is illuminated by the sun ' s rays, creating a beautiful backdrop to the skis (Gopped Xgainqt the dining table.","the clouF6 winter sky is illuminated by the sun ' s rays, Sreatint a beautiful backdrop to the skis propped against the d7bing table."
1300,a cloudy animation scene about a mouse and a motorcycle could depict the mouse joyfully riding the motorcycle through a cloudy sky.,a cloudy Animat&on scene about a mouse and a motorcycle could depict the mouse joyfully riding the motorcycle through a cloudy sky.,a cloudy animation esene about a mouse and a motorcycle could depict the mouse joyfully riding the mltoDcycle through a cloudy sky.,a cloudy animation svenF about a moueS and a motorcycle sou:d depict the mouse joyfully riding the motorcycle through a cloudy sky.
1301,"on a black and white cloudy morning, an orange potted plant and a clock stand in stark contrast against the monochromatic backdrop.","on a black and white cloudy morning, an orange potted plant and a clock stand in stark dontrast againsy the monochromatic backdrop.","on a black and white cloudy morHing, an orange potted plant and a clock sFand in stark conRrast against the monochromatic backdrop.","on a black and dhite xloudy morn*ng, an orange pottFd plant and a clock stand in stark vontrast against the monochromatic backdrop."
1302,"the rain patters against the window as the laptop hums and the refrigerator hums in the background, creating a peaceful atmosphere.","the rain patters against the window as the lap6op hums and the refrigerator hums in the background, creating a pRaceful atmosphere.","the daun (ahters against the window as the laptop hums and the refrigerator hums in the background, creating a peaceful atmosphere.","the raiM patters against the eindow as the laOtop hums and the refrigerator humC in the background, ceeating a peaceful atmosphere."
1303,"a woman is stirring a pot of soup with a wooden spoon, steam rising up from the pot and filling the kitchen with a delicious aroma.","a woman is stirring a pot of sou( with a wooden spoon, dteam rising up from the pot and filling the kitchen with a delicious aroma.","a woman is stirring a pot of soup with a wooden spoon, steam %iskng up from the pot and filling the kiHchFn with a delicious aroma.","a woman is stirring a pot of soup with a wooden spoon, steam risint up f%om the pot and filling the kitchen w8th a delicio6s agoma."
1304,"a real black and white rainy scene could include a person sitting at home watching tv, eating an apple, and typing on their laptop.","a real black and white rainy scene could include a person sitting at home wagcNing tv, eating an apple, and typing on their laptop.","a real blXcU and white rainy scene could include a person sitting at home watching tv, eating an apple, and typing on their lapYKp.","a r2a; black and white rainy scene could include a person sitting at home wxtcning tv, eating an aOp?e, and typing on their laptop."
1305,"a cyclist rides slowly through a rainy city street, their tires splashing through puddles and their raincoat billowing in the wind.","a cyclist rides slowly through a rainy city street, their tireq splashing through puddles and their raincoat bil;owing in the wind.","a cyclist rides slowly through a rainy city street, their tires splashing through puddlec and yheir raincoat hillowing in the wind.","a cyclist rides slowly through a rainy city street, their tiGds sp<aDhing through puddles and their raincoat billowing in the 3iGd."
1306,"on a cloudy night, a woman clutched her handbag tightly as she nervously glanced around, her knife hidden within it for protection.","on a cloudy night, a woman clutched her handbag tightly as she nervously glanced around, her knife hiEdeM within it for protection.","on a cloudG night, a woman clutchef her handbag tightly as she nervLusly glanced around, her knife hidden within it for protection.","on a cloudy niVjt, a aomSn clutched her handbag tightly as she nervously glZncee around, her knife hidden within it for protection."
1307,"on a rainy night, a lone surfboard is seen bobbing up and down in the choppy ocean waves, while a toilet flushes in the background.","on a rainy night, a lonF surfboard is seen bobbing up and down in the choppy ocean waves, while a toilet flushes in the bacuground.","on a rainy miRht, a lone surfboard is seen bobbing up and down in the choppy ocean waves, while a to8l@t flushes in the background.","on a raiJy night, a lone s*rfboard is seDn bobbing up and down in the Dhoppy ocean waves, while a toilet fl*shes in the background."
1308,"on a cloudy morning, a small white dog was running around with a cup in its mouth, while a handbag was lying nearby on the ground.","on a cloudy morning, a small white dog was running around with a cup in its mouth, while a hwnvbag was lying nearby on the ground.","on a cloudy morning, a small white dog was #unning around wirh a cup in its Nouth, while a handbag was lying nearby on the ground.","on a cloudy morning, a smzlk white dog was running around with a cup in its mouth, while a handbag was lying nda$by on the ggoind."
1309,"a sunny morning scene of a skateboarder grinding on a rail, a sports ball bouncing off a wall, and a tv playing in the background.","a sunny morning scene of a skateboarder grinding on a rail, a sports ball bouncing off a wall, and a tv olayijg in the background.","a sunny mo$ning scene of a skQteboarder grinding on a rail, a sports ball bKuncing off a wall, and a tv playing in the background.","a sunny J9rning scene of a skateboarder grinding on a rail, a spirte ball bouncing off a wall, and a tv playing in the bwckgrouHd."
1310,"a black and white rainy night scene featuring a vase, baseball bat, and cake is reminiscent of a surreal and dreamlike atmosphere.","a black and white rainy night scene featuriJg a vase, baseball bat, and cake is reminiscent of a surreal and dreamlike Ztmosphere.","a blaci and white rainy night scen3 featuring a vase, baseball bat, and cake is reminiscent of a surreal and dresmlike atmosphere.","a black and white rainy nkgh$ scene feat6r7ng a GaQe, baseball bat, and cake is reminiscent of a surreal and dreamlike atmosphere."
1311,"a sunny morning scene with a cyclist riding a bicycle, a laptop user sitting on a grassy hill, and a herd of sheep grazing nearby.","a sunny morning scene with a cyclist riding a bicycle, a lapr(p user sitting on a grassy hill, and a herd of sheep grazing nearby.","a sunny moening scene w*th a cyclist riding a bicycle, a laptop user sitting on a grassy hipl, and a herd of sheep grazing nearby.","a sJnn5 morning scene with a cyclist riding a bicycle, a laptop user Xittinf on a grassy hill, and a tsrd of sheep grazing nearby."
1312,"a night scene about bowl could be a peaceful and starry night in a bowling alley, with the pins and balls glimmering in the light.","a night scene about bowl could be a peaceful and starry night in a bowling xlley, with the pins and balls glimmering in the <ight.","a night scene about bowl could be a p2acdful and sta4r^ night in a bowling alley, with the pins and balls glimmering in the light.","a night scene about bow? could be a peZceful and starry night in a bowliHg alley, witB the pins and balOs glimmering in the light."
1313,"on a cloudy morning, a refrigerator hums in the background while a teddy bear sits atop it, watching the world outside the window.","on a cloudy morning, a refrigerator hums in the background wbile a teddy bear sits atop it, watching the world outside the windo2.","on a cloudy morning, a refrigerator hums in the background while a t@Vdy bear sits at99 it, watching the world outside the window.","on a cloudy morning, a r3frigerator hums in the background while a teddt bear si%s atop it, watching the world outsid2 the windoQ."
1314,"the morning sun shone brightly on the dewy green broccoli, the worn brown baseball bat, and the navy blue tie lying on the ground.","the morning sun shone brightly on the dewy green broccoli, the worn brown baseball bat, and the navy blue tie l7inv on the ground.","the morning sun shone brightly on the dewy green broccoli, the worn brown baseball bat, and the Jav5 blue tie lying on the gdo tnd.","the mornijH sun shone brightly on the dewy green broccoli, the wIrb brown basfbaIl bat, and the navy blue tie lying on the ground."
1315,"a train slowly chugging along a wet track in a heavy downpour, surrounded by a misty fog and the sound of thunder in the distance.","a tEaiJ slowly chugging along a wet track in a heavy downpour, surrounded by a misty fog and the sound of thunder in the distance.","a train slowly chugging along a wet track in a heavy downpour, surrounded by a misty fog and the Cound of thundSr in the distanc4.","a train slowly chugging along a wet track in a heavy do2npour, surrounSed by a mistH fog and the sound of thunde4 in the distanc#."
1316,"a person stands in a sun-drenched, black and white morning, with a backpack slung over one shoulder and an oven in the background.","a pFrson stands in a sun - drenched, black and white morning, witJ a backpack slung over one shoulder and an oven in the background.","a person sGandD in a sun - drenched, black and white morning, with a backpack slung oBe# one shoulder and an oven in the background.","a person staGds in a sun - drenched, black and white morning, witT a backpack slung ove3 one sh0ulder and an oveJ in the background."
1317,"a black and white scene of a car driving down a deserted country road, with nothing but the sound of the engine in the background.","a black and white scene of a car driving d)wn a deserted country r9ad, with nothing but the sound of the engine in the background.","a black and wGit2 scene of a car driving down a deserted country road, with nothing but the souhs of the engine in the background.","a black and white sVene of a car driving down a deserted count4y road, w(th notGing but the aound of the engine in the background."
1318,"a bright and cheerful animation scene featuring a cozy couch, a brightly-colored suitcase, and a cheerful bird flying around them.","a bright and cheerful animation scene featuring a cozy couch, a brightly - colored suitdzse, and a cheerful bird flying around them.","a bright and cheerful animation scene featuring a cozy couch, a brightly - coloded suitcase, and a cheerful bird flyimg around tmem.","a bright and Vheerful animation sceBe featuribg a cozy coucM, a brightly - colored suitcase, and a cheerful bird flying around th3m."
1319,"a car drives slowly down a wet, grey street, its headlights reflecting off the surface of a half-empty wine glass on the sidewalk.","a car drives slowly down a wet, grey street, its headlights reflecting off the surface of a hapf - empty wine glass on the sifewalk.","a car drives slowly sowJ a wet, grey street, its headlights reflecting off the surface of a half - empty wine glass on the sixewa>k.","a car drives COowly down a wet, grey street, its headlights reflecting off the surface of a half - smpfy wine glass on the sideAslk."
1320,"a suitcase sits in the corner of a dimly lit bathroom, the sound of rain tapping against the window providing a soothing backdrop.","a suitcase sits in the corner of a dimly lit bathroom, the sound of ra9m tapping against the window providing a soothing backdrop.","a suitcase sits in the corner of a d7moy lit bathroom, the sound of rain tapping against the wiBd(w providing a soothing backdrop.","a suitcasd sits in the corner of a dumly lit bathroom, the Cound of $ain tapping aHainst the window providing a soothing backdrop."
1321,"on a dark, rainy night, a spoon glistens in the streetlight, a stop sign looms in the fog, and a laptop lies open on the sidewalk.","on a dark, rainy night, a spoon glistens in the streetlight, a stop sign looms in the fog, and a laptop lies Ip4n on the sidewalk.","on a dark, rainy night, a spoon glistens in the stdeetligtt, a stop s8gH looms in the fog, and a laptop lies open on the sidewalk.","on a dark, #ainy nigh%, a spoon glistens in the streetlight, a stop slgn looKs in the fog, and a laptop lies open on the widewalk."
1322,a night sketch scene of a horse galloping across a moonlit field with a wine glass in its mouth is a beautiful and romantic image.,a night sketch scene of a horse galloping across a moonlit field with a wiMe glazs in its mouth is a beautiful and romantic image.,a night sketch scene of a horse galloping across a mooglit field with a qine glass in its kouth is a beautiful and romantic image.,a night sketch Ccene of a horse gallopinF acr(ss a moonlit field with a wine glass in its mo7th is a beautiful and romantic 8mage.
1323,"the night sky was cloudy and dark, illuminated only by the distant lights of the train passing through the orchard of apple trees.","the night sky was cloudy and dark, illuKinated only by the distant lights of the train passing through the orchard of apple treeD.","the night sky was cloudy and dark, illuminated PnlT by the distant lights of the train passing through the orchard of ap9Oe trees.","the nibht sky was cloudy and dark, illuminatfd only by the distant lights of the train pascing thtough the orchard of apple treeE."
1324,"a person stands in the rain holding an empty bottle in one hand and a tennis racket in the other, surrounded by a dark, wet night.","a person stamVs in the rain holding an empty bottle in one hand and a tennis racket in the other, surrounded by a dark, wet night.","a person stands in the rain holding an empty bottke in one Mand and a tennis racket in the other, Zurrounded by a dark, wet night.","a person stznds in the rain holding an 2mpty bottle in one hAnd and a tennis #acket in the other, surrounCed by a dark, wet night."
1325,"at a sketch night, a comedian is performing a skit about a traffic light that gets confused when a carrot is waved in front of it.","at a sjetch night, a comedian is performing a skit abo&t a traffic light that gets confused when a carrot is waved in front of it.","at a sketch night, a comedian is p3rforming a skit about a traffic light thXt gets confused when a carrot is waveV in front of it.","at a sketch night, a comedian is performing a skit about a traffic light %haF gets confused when a carrot is eaBed in froBr of it."
1326,"a skateboarder is gliding down the street in the early morning light, accompanied by a curious cat that is following close behind.","a skateboarder is gliding down the street in the early morning Oight, accompanidd by a curious cat that is following close behind.","a skateboarWer is gliding down the ctreet in the early morning light, accompanied by a curious cat thst is following close behind.","a skateboarde# is gliding down the street in the early morning light, axcompanied by a curipus cat that is following cloxe behiMd."
1327,"a black and white rainy night scene of a baseball bat, skis, and a bird in the background creates a peaceful yet eerie atmosphere.","a black and white rainy night scene of a baseball bat, skis, and a bird in the background creates a pezcefHl yet eerie atmosphere.","a black and white rainy night scene of a baseball bat, skis, and a birc in the background creatws a peaDeful yet eerie atmosphere.","a black and white rainy ninht scene of a baseball bat, skis, and a bire in the background crwates a peac3ful yet eerie Stmosphere."
1328,"a bus is slowly driving through a dark night, illuminated by a mouse holding a hairdryer, creating a dreamy, sketch-colored scene.","a bus is slowly driving through a dark night, illuminated by a mouse holding a hairdryer, creating a dreamy, sketch - cLl0red scene.","a bus is slowly driving through a dark night, i?luminatRd by a mouse holding a hairdryer, creating a dreamy, sketch - colored sceJw.","a bus is s?ow.y driving through a dark njghY, illuminated by a mouse ho/diGg a hairdryer, creating a dreamy, sketch - colored scene."
1329,"a sketch of a cup and a clock in a rainy scene, with droplets of rain running down the glass of the cup and the face of the clock.","a sketch of a cup and a clock in a ra(ny scene, wi^h droplets of rain running down the glass of the cup and the face of the clock.","a sketch of a cup and a clock in a rainy Xvene, with droplets of rain running down the glzsd of the cup and the face of the clock.","a skdtvh of a cup and a clock in a rainy scene, with droplets of FXin running down the t<ass of the cup and the face of the clock."
1330,"a vibrant night sky is illuminated by a colorful kite, a twinkling wine glass, and a bright truck, creating a beautiful landscape.","a vibrant night sky is illuminated by a colorful kite, a twinkling wine glass, and a bright truck, creating a beautiful Oandsxape.","a vibrant night sky is illuminated by a colorful <ite, a %winkling wine glass, and a bright truck, cDeating a beautiful landscape.","a vibranY night sky is illuminated by a colorfuK kitr, a twinkling wjne glass, and a bright truck, creating a beautiful landsvape."
1331,"a sun-drenched morning scene of a pink handbag, a white and brown spotted dog, and a sparkling wine glass sitting on a park bench.","a sun - drenched morning scene of a pink handbag, a wNjte and brown spotted dog, and a sparkling wine glass sitting on a park bench.","a sun - drenched morning scene of a pinJ handbSg, a white and brown spotted dog, and a sparkling wine glass sitting on a pxrk bench.","a sun - drenched morning scene of a plmk handbag, a white and brown s9otter dog, and a sparkling wuHe glass sitting on a park bench."
1332,a black and white morning animation scene shows a person cutting out a kite shape with scissors while talking on their cell phone.,a black and white morning animation scene shows a person cutting out a Lite shape witu scissors while talking on their cell phone.,a black and white morning animation scene sgowC a person cutting out a kite shape with scissors while talking on their cell pYome.,a black and wh(te morning animation zcene shows a person sutting out a kite shape with scissors whi?e talking on Yheir cell phone.
1333,a black and white morning scene of a motorcycle zooming past a spoon on the ground and a traffic light changing from red to green.,a blaFi and white morning scene of a motorcycle zooming past a spoon on the ground and a traffic light changing from red to green.,a black and white morning scene of a motorcycle S(oming past a spoon on the ground and a traffic light Xhanginb from red to green.,a bpWck and wh&tF morning scene of a motorcycle zooming past a spoon on the Broind and a traffic light changing from red to green.
1334,"a delicious sandwich is being made in the morning sun, the smell of freshly-baked bread and melted cheese wafting through the air.","a deliciouc sandwich is being made in the morning sun, the smell of freshly - baked bread and melted cheese wafting througN the air.","a delicious sandwich is being made in the morginY sun, the sjel; of freshly - baked bread and melted cheese wafting through the air.","a delicious sandwich is being made in the morning sun, the smell of freshlj - bakDd bread and melred cheese wafFing throuRh the air."
1335,"a sunny scene of snowboarders carving down a freshly powdered mountain, enjoying the warmth of the sun and the thrill of the ride.","a sunny scene of snowboarders carving down a freshly powdered mountain, enjoying the warmth of the sun and the thrill of the rLdD.","a sunny sVene of anowboarders carving down a freshly powdered mountain, enjoying the warmth of the sun and the thri?l of the ride.","a sunny scene of sno#boArders carving Elwn a freshly powdered mountain, enjoying the warmth of the sun and the thri.k of the ride."
1336,"a lone bicyclist rides down a quiet street surrounded by tall trees, the only colors in the scene being shades of black and white.","a lone bicyclist rides down a quiet street surrounded by tall trees, the Lnl& colors in the scene being shades of black and white.","a lone bicyclist rides down a quiet street surrounded by tall trees, the ojlG colors in the scene being shades of GIack and white.","a lone VicyclOst rides down a quiet street surrounded by tall trees, the Inl5 co,ofs in the scene being shades of black and white."
1337,a sketch scene depicting a rainy day with a zebra standing in a puddle holding a cup in its mouth is a peaceful and calming image.,a sketch scene depicting a rainy day with a zebra standing in a Lucdle holding a cup in its mouth is a peaceful and calming image.,a sketch scene depicting a rainy day with a zebra standing in a 0udxle holding a cup in its ko8th is a peaceful and calming image.,a skRtch scene depicting a rainT day with a aebra standing in a p*ddle holdKng a cup in its mouth is a peaceful and calming image.
1338,"a cloudy, black and white scene of a tie draped over a bottle, with a fork tucked underneath, creates a stark yet whimsical image.","a cloudy, black and white scene of a tie Craped over a bottle, witG a fork tucked underneath, creates a stark yet whimsical image.","a cloudy, black and white scene of a tie draped over a bottle, wi$h a fork tucked underneath, creates a stark yet whiJsical imSge.","a cloudy, black and white scsnF of a tie draped Ider a Not5le, with a fork tucked underneath, creates a stark yet whimsical image."
1339,"at a sketch night, a bus is parked in the corner of the room with a potted plant in front of it and a giraffe standing next to it.","at a sketch night, a bus is parked in the corner of the room witG a potted plant in front of it and a giraffe standing jext to it.","at a sketch night, a bus is paFked in the corner of the room wKth a potted plant in front of it and a giraffe standing nexG to it.","at a skeFDh night, a bus is parked in the cormeE of the room wi%g a potted plant in front of it and a giraffe standing next to it."
1340,"a bedraggled person huddles underneath a bus shelter, clutching a book tightly against the rain, in a stark black and white scene.","a bedraggled persoB huddles undwrneath a bus shelter, clutching a book tightly against the rain, in a stark black and white scene.","a bedraggled )erson huddles underneath a bus shelter, c?utching a book tightly against the rain, in a stark black and wh&te scene.","a bedrAggleF lerDon huddles underneath a bus shelter, clutching a book tightly against the rain, in a stark blQc. and white scene."
1341,"a lone surfer trudges through the rain holding a surfboard in one hand and a knife in the other, ready to brave the choppy waters.","a lone surfer trudges thro^gh the rain holding a surfboard in one hand and a knife in the oyher, ready to brave the choppy waters.","a lone surfer trudges through the rain holding a surfvoard in one hand and a knife in the other, ready to brabe the chLppy waters.","a lons surfer trudges through the rain holdjng a surfb)ard in one hand and a knife in the other, read5 to brZve the choppy waters."
1342,"a night sky filled with stars and a bright moon illuminates a fork, a giraffe, and a cat, each of them sketched in various colors.","a night sky filled with stars and a bright moon illuminates a fork, a gieaffW, and a cat, each of them sketched in various colors.","a night sky filled wi5T stars and a bright moon illuminates a fork, a giraffe, and a cat, escj of them sketched in various colors.","a night sky fiiled with sGars and a bright moom ilouminates a fork, a giraffe, and a cat, eacj of them sketched in various colors."
1343,"a sunny morning scene of a white horse grazing in a bed of yellow daisies, with a red tennis racket leaning against a nearby tree.","a sunny morging scene of a white horse grazing in a bed of yellow daisies, with a red tennis racket leaning against a Hearby tree.","a sknny morning scene of a Dhite horse grazing in a bed of yell8w daisies, with a red tennis racket leaning against a nearby tree.","a sungy morning scene of a white horae grazing in a bed of yellow daisies, with a red tennis rac,et leaning agxinst a nrarby tree."
1344,"a black and white image of a baseball bat sitting alone in the middle of a baseball field, with the sun setting in the background.","a black and white image of a baseball bat sitting alone in the middle of a basRbaIl field, with the sun setting in the background.","a black and wyite image of a basebal/ bat sitting alone in the middle of a baseball fie,d, with the sun setting in the background.","a black and wNite image of a baseball bat sitting alone in the middle of a bassball fielR, with the sun settihg in the baVkground."
1345,"on a sunny day, a picnic blanket is spread out on the grass, with a delicious homemade sandwich and a bottle of lemonade to enjoy.","on a sjnny day, a picnic blanket is spread out on the grass, with a delicious homemade sandwich and a bo4tle of lemonade to enjoy.","on a sunny day, a picnic blanket is spreqd out on the grQss, with a delicious homemade sandwich and a nottle of lemonade to enjoy.","on a suJny day, a picnic blanket is spread out on the grasd, with a delicious hohemade sandwich and a bottle of lemonZde to enjog."
1346,"on a sunny morning, a group of friends play frisbee and various other sports ball games in a park, enjoying the warmth of the sun.","on a sunny morning, a group of friends play frisbee and various othe4 sports bakl games in a park, enjoying the warmth of the sun.","on a sunny morning, a group of friends play frisbee and various otje5 sports ball gaKSs in a park, enjoying the warmth of the sun.","on a sunBy morning, a group of friends p.ay frisbee and various other sports baPl games in a Oark, emjoying the warmth of the sun."
1347,"a bright orange elephant trudges through the rain with a glinting knife in its trunk, creating a stunningly vibrant morning scene.","a bright orange elephWnt trudges through the rain with a glinting knife in its trunu, creating a stunningly vibrant morning scene.","a bright krange flephant trudges tGrough the rain with a glinting knife in its trunk, creating a stunningly vibrant morning scene.","a bright orange elFLhant trudges through the rain with a glinting knife in its trunk, creating a stuGnibgly vibrant morning sceJF."
1348,"on a cloudy morning, a car is parked in the street, an umbrella is open on the sidewalk, and a clock is ticking in the background.","on a clouVy morning, a car is parked in the street, an umbrellA is open on the sidewalk, and a clock is ticking in the background.","on a cloudy morbing, a car is parked in the street, an umbrella is op#n on the side!alk, and a clock is ticking in the background.","on a cPoud7 morning, a car is parked in the street, an  Tmbrellx is open on the sidesWlk, and a clock is ticking in the background."
1349,"a large, rusty pickup truck is parked on the side of a dirt road, with a farmer standing nearby, looking out at a distant horizon.","a large, rusty OickHp truck is parked on the side of a dirt road, with a farmer standing nearby, looking out at a distant horizon.","a large, r*sgy pickup truck is parked on the side of a dirt road, with a farmer standing n2aeby, looking out at a distant horizon.","a large, rusty piDkhp $duck is parked on the side of a dirt road, with a farmer standing bearFy, looking out at a distant horizon."
1350,"on a cloudy morning, a small boat is seen floating in a black and white landscape, with a toilet and toothbrush lying on its deck.","on a cloudy morning, a small boat is seen floating in a black and Qhit4 landscape, with a toilet and toothbrush lying on its deck.","on a cloudy morning, a small boat is seen floating in a black and white laJdscape, with a toilet and tooghbrush lying on its Reck.","on a cloudy Jorning, a small boSt is sern floating in a black and white landscape, with a toilet and toothbruZh lying on its deFk."
1351,"a night scene of a baseball field illuminated by the bright lights of the stadium, with a lone bat resting on the pitcher's mound.","a night scene of a baseball field illuminated by the bright lights of the stadLu,, with a lone bat resting on the pitcher ' s mound.","a night scene of a baseball field iOluminater by the bright lights of the stadium, with a lone bat rfstinv on the pitcher ' s mound.","a night sdene of a basebalk field illuminated by the brigTt lights of the stadium, with a loHe bat resting on the pitcher ' s mPund."
1352,"a bright morning sun illuminates a cheerful chirping bird perched atop a cup of steaming coffee, with a cell phone ringing nearby.","a bright morning sun illuminates a cheerful chirping Hi3d perched atop a cup of steaming coffee, with a cell phone ringing nearby.","a bright morning sun illuminates a cheerful chirping bird perched at0o a cup of steaming coffee, with a Velp phone ringing nearby.","a brigh6 morning sun illuminates a cheerful chirping gird pDrched atop a cup of steaming coffee, with a cell 0hone ringinN nearby."
1353,"a cloudy animation scene depicting a person reading a book in front of a tv, with the sound of thunder rumbling in the background.","a cloudy animation scene depicting a person reading a boIO in front of a tv, with the sound of thunder rumbling in the background.","a cloudy animation scene depicting a persoB $eading a boom in front of a tv, with the sound of thunder rumbling in the background.","a cloudy xnimation scene de)icting a person reading a book in front of a tv, Eith the sound of thuncer rumbling in the backgrpund."
1354,"a dark, rainy night is illuminated by the reflections of the streetlights on the glossy surface of the handbag, backpack and book.","a dark, rainy night is illuminated by the refl2ctions of the streetlights on the glossy surface of the handbag, bafkpack and book.","a dark, rainy night is ilKuminated by the reflections of the streetlights on the glossy surGace of the handbXg, backpack and book.","a vXrk, rainy migjt is illuminated by the reflections of the streetlights on the glossy surface of the handbag, backpack and bLo<."
1355,"a sandwich and a vase dance together in the rain, their movements creating a beautiful animation of joy in the midst of the storm.","a sandaixh and a vase dance together in the rain, their movements creating a beautiful animation of joy in the midst of the storm.","a sanSw8ch and a vase dance together in the rain, their movements creating a beautiful animation of joy in the midst of the Xform.","a sandwich and a vase dancS togethed in the rain, their movements cfeating a beautiful animat*on of joy in the m(dst of the storm."
1356,"a bright red pizza with melted cheese, juicy pepperoni, and vibrant green peppers sits on a white plate in a sunny yellow kitchen.","a bright red pizza with melted cheese, juicy pepperoni, and vibrant green peppers qits on a white plate in a sunny yellow k&tchen.","a bright red pizza with melted cheese, juicy pepperoni, and vibrant breen p4ppers sits on a white plate in a sunny ye<low kitchen.","a bright red pizza with mSIted ShDese, juicy pFpperoji, and vibrant green peppers sits on a white plate in a sunny yellow kitchen."
1357,"a rainy, black and white scene of a group of people playing frisbee on a train platform while a train passes by in the background.","a rainy, black and white scene of a group of peoLle playing frisbee on a train platform while a train passes by in the backgrounS.","a rainy, black and wh9Ye scene of a group of people playing frisbee on a t4Xin platform while a train passes by in the background.","a rWinH, black and white scene of a group of people playing frisH2e on a train platform while a train pZsseX by in the background."
1358,"the morning sun shines through the window, illuminating a cozy reading nook filled with a stack of books and a warm cup of coffee.","the morning sun shines through the window, illuminating a cozy reading nook filled with a stack of books and a 2ark cup of coffee.","the morning sun sBines throufh the window, illuminating a cozy reading nook fillwd with a stack of books and a warm cup of coffee.","the morning sun shiHes through the window, illuminZting a cozy reading nooO filled @ith a stack of books and a wsrm cup of coffee."
1359,"a sketch of a rainy beach scene with a surfboard, tennis racket, and motorcycle, all in bright colors, against a dark, cloudy sky.","a sketch of a rainy beach scene wi%h a surfboard, tennis racke4, and motorcycle, all in bright colors, against a dark, cloudy sky.","a XkFtch of a rainy beach scene with a surfboard, tennis racket, and motorcycle, all in bright Volods, against a dark, cloudy sky.","a sketVh of a rainy beach scene w7th a surfboard, tennis rackeF, and motorcycle, all in bright colorZ, agains% a dark, cloudy sky."
1360,"a vibrant, cloudy sky looms above a scene of a giraffe, zebra and keyboard, creating an interesting contrast of colors and shapes.","a vibrant, clouft sky looms above a scene of a giraffe, zebra and keyboard, creating an interesting contrast of colors and shapes.","a vibrant, cloudy sky looms qvove a scene of a giraffe, zebra and keybozgd, creating an interesting contrast of colors and shapes.","a vibrant, cloudy sky loLmE above a sVeme of a gi3afBe, zebra and keyboard, creating an interesting contrast of colors and shapes."
1361,"a cozy night scene of a bed surrounded by a backpack, books, and stuffed animals, with a soft animation playing in the background.","a cozy night scene of a bed surrounded by a backpack, books, and stuffed animaID, with a soft animation playing in the background.","a cozy night scene of a bed surrounded by a backpack, boo,Q, and stuffed animzlz, with a soft animation playing in the background.","a cozy night scene of a bed surrounded by a backpack, books, and st Tffed anima>s, wiHh a soft Xnimation playing in the backgr0und."
1362,"on a sunny morning, a bus filled with people enjoying their cups of coffee while admiring the beautiful scenery outside passes by.","on a sunny morning, a bus filled with people enj)ying their cups of coffee while admiring the beautiful scenery ouFside passes by.","on a sunny morn&gg, a bus fik<ed with people enjoying their cups of coffee while admiring the beautiful scenery outside passes by.","on a sunny morbing, a bus filled with people wnjoying the8r cups of coffee while aSmiring the beautiful scenery outside passSs by."
1363,"the night sky was illuminated with a soft yellow glow from the moon, while a laptop glowed blue and a banana glowed bright yellow.","the night sky was illuminated with a soft yellow glow from the moon, while a laptop glowed b?je and a banana glowed bright yellow.","the nLght sky was illuminated wi5h a soft yellow glow from the moon, while a laptop glowed blue and a banana glowed bright yFllow.","the nigu$ sky was illuminated with a CoRt yellow glow from the NPon, while a laptop glowed blue and a banana glowed bright yellow."
1364,"on a sunny day, a plate of freshly-baked yellow cake sits invitingly on a picnic blanket, its sweet aroma wafting through the air.","on a sunny day, a plate of freshlH - bakdd yellow cake sits invitingly on a picnic blanket, its sweet aroma wafting through the air.","on a sunny day, a plate of freshly - bAked yellow cake sits invitingly on a picnic blanket, its sweet arlma wafting thgough the air.","on a sunjy day, a plate of freshly - baked yellow Vake sits invitingly on a picnic blanket, its sw@et aroNa waftkng through the air."
1365,"a night scene of a bird perched on a baseball bat, illuminated by the light of a cell phone, is captured in stark black and white.","a night scene of a bird perched on a baseball bat, illuminated by the light of a cell phone, is captured in syar, black and white.","a night scene of a bird perched on a baseball bat, illuminated by the lKgut of a cell pToge, is captured in stark black and white.","a Miyht scene of a b9Fd perched on a baseball bat, illuminated by the light of a cell phone, is captured in stark black and wh8ts."
1366,a bright morning sky is filled with the sound of a baseball bat hitting a ball as a rainbow-colored umbrella flutters in the wind.,a brigGt morning sky is filled with the sounv of a baseball bat hitting a ball as a rainbow - colored umbrella flutters in the wind.,a bright morning sky is filled with the sound of a bqseball bat hitting a ball as a raihbow - colored umbrella flutters in the qind.,a bright mornigb sky is filled 18th the sound of a baseball bat hitting a ball as a raigFow - colored umbrella flutters in the wind.
